id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price,name,img
homeawp4765858,https://www.homeaway.es/p4765858,-1.9897449,43.31480616,2017-11-30 12:47:08.827000,2018-01-08 13:33:05.014000,homeaw4765858,Estudio,0,2,0,1,153,Impresionantes vistas del mar en el estudio de lujo   ,https://imagesus-ssl.homeaway.com/mda01/882c9d92-6c8f-455b-892d-0ef945234157.1.3
homeawp8424369,https://www.homeaway.es/p8424369,-1.98903576,43.31519595,2017-11-30 12:47:49.975000,2018-04-16 19:13:02.498000,homeaw8424369,Apartamento,3,8,12,2,435,"Luxury and capacity, the first line   ",https://imagesus-ssl.homeaway.com/mda01/a38d8e51-0db3-4bcf-8f08-89b512e9e9be.1.3
homeawp1834762,https://www.homeaway.es/p1834762,-1.9887663,43.3151092,2017-10-14 13:20:27.476000,2018-01-06 08:01:43.085000,homeaw1834762,Apartamento,4,8,0,0,502,Friendly Rentals Villa Buda en San Sebastian   ,https://imagesus-ssl.homeaway.com/mda01/57dddef8-14bc-44a3-ba95-1d3074da9147.1.3
homeawp6906314,https://www.homeaway.es/p6906314,-1.9890381,43.3149348,2017-10-14 13:19:54.172000,2018-04-16 19:04:50.821000,homeaw6906314,Apartamento,3,8,6,3,499,Apartamento Playa de La Concha 3 by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/d03886c7-4f39-4e92-9d24-40f9250af95a.1.3
homeawp6436175,https://www.homeaway.es/p6436175,-1.98844433,43.3151474,2017-10-14 13:21:35.116000,2017-12-27 18:57:59.678000,homeaw6436175,Apartamento,3,6,4,1,0,APARTAMENTO CON INCREIBLES VISTAS A LA CONCHA!(N1 playa Europa;Trav.Choice2017)   ,https://imagesus-ssl.homeaway.com/mda01/d4acf7f7-9c75-416c-beb3-d2c478a93dcc.1.3
homeawp8262941,https://www.homeaway.es/p8262941,-1.9887226,43.3149866,2017-10-14 13:21:09.540000,2018-04-16 19:10:08.417000,homeaw8262941,Apartamento,2,5,9,3,309,Apartamento Playa de La Concha 5 by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/229eb9da-ac38-470b-94cf-2141008e6eba.1.3
homeawp8376606,https://www.homeaway.es/p8376606,-1.9919963,43.32320275,2017-10-14 13:21:22.047000,2018-01-08 14:03:00.775000,homeaw8376606,Casa,1,2,0,2,220,SANSEBay one bedroom apartment   ,https://imagesus-ssl.homeaway.com/mda01/b9c5b50c-8ee7-4038-9ecc-a7151fa14192.1.3
homeawp8360858,https://www.homeaway.es/p8360858,-1.99102814,43.32369515,2017-10-14 13:21:22.047000,2018-01-08 14:03:00.501000,homeaw8360858,Apartamento,2,6,0,2,394,TWO BEDROOM APARTMENT DELUXE OLD TOWN   ,https://imagesus-ssl.homeaway.com/mda01/c399daeb-55e4-494f-889b-d2287ffcfc7a.1.3
homeawp8350283,https://www.homeaway.es/p8350283,-1.9918051,43.3229367,2017-10-14 13:21:19.051000,2018-01-08 14:03:00.230000,homeaw8350283,Apartamento,1,3,0,2,115,"Aquarium, en el  puerto con vistas a la bahia.   ",https://imagesus-ssl.homeaway.com/mda01/b9e3ef51-208d-4cda-adf4-94ce03e05a9b.1.3
homeawp8282078,https://www.homeaway.es/p8282078,-1.98823609,43.3221063,2017-10-14 13:21:13.360000,2017-12-31 11:31:48.382000,homeaw8282078,Apartamento,2,4,1,3,209,"Apartamento Luminoso Renovado con ascensor,Parte Vieja de San Sebastian   ",https://imagesus-ssl.homeaway.com/mda01/215f8af2-b6ce-4202-8cef-4879411c1c3a.1.3
homeawp8306276,https://www.homeaway.es/p8306276,-1.99010292,43.32357067,2017-10-14 13:21:16.200000,2017-11-05 10:18:37.526000,homeaw8306276,Apartamento,1,2,0,2,0,SUITE BOULEVARD * Always Easy   ,https://imagesus-ssl.homeaway.com/mda01/f8a42833-f561-4f14-b4a7-d1651e0b3691.1.3
