id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
132068,Great attic+terrace+parking. Beach views. ESS00578,648938,Mikel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32520142015621,-1.9720910362055915,Entire home/apt,79,1,369,2018-09-23,4.14,1,187
138845,kurtzio flat,677646,Ana,Vizcaya,Bermeo,43.41902063706053,-2.723746150228047,Entire home/apt,40,1,228,2018-09-22,3.70,3,78
142760,Apartment with ocean views,693119,Andre,Vizcaya,Busturia,43.39062439875396,-2.694701128555592,Entire home/apt,91,4,34,2018-08-31,0.39,1,273
239971,Beautiful Rural house near Bilbao,1258788,Maria Lourdes,Vizcaya,Mungai,43.380183411326065,-2.8241253360179974,Private room,73,2,0,,,3,354
284548,Welcome to the Seventh heaven,1476752,Ibon,Vizcaya,Bilbao,43.26320387920924,-2.9238105473556417,Entire home/apt,100,1,105,2018-09-20,1.34,1,45
286084,Habitación independiente con baño privado,1465243,Isabel,GuipÃºzcoa,Irun,43.337568678527745,-1.8190428716051557,Private room,52,1,37,2018-09-23,2.71,1,74
309802,Luxury w/terrace near the beach WIF,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.315824402253305,-2.0039371068094978,Entire home/apt,195,3,4,2018-04-19,0.07,8,324
309813,Near the beach with terrace WIFI,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31477665842496,-1.9873444816000334,Entire home/apt,78,31,12,2018-06-02,0.15,8,362
309828,Modern apt with beach view WIFI.,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31630771865086,-1.986171484824856,Entire home/apt,78,31,35,2017-09-24,0.61,8,31
309830,Gorgeus modern design WIFI Beach,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3167881011914,-1.9862419399419828,Entire home/apt,86,31,19,2018-07-11,0.29,8,361
327425,Charming apartment 2 blocks Guggenh,1673566,Oiane,Vizcaya,Bilbao,43.26609868014782,-2.9353937150495453,Entire home/apt,110,5,41,2018-05-16,0.52,1,274
329695,"By Guggenheim museum. For ""Game of Thrones"" fans",1683082,Gorka,Vizcaya,Plentzia,43.405853916053054,-2.9482407867949294,Entire home/apt,180,3,5,2018-09-14,1.95,1,352
341691,rent room for days,1733722,Itziar,Vizcaya,Bilbao,43.263171477569884,-2.947518264172488,Private room,50,2,12,2018-09-13,1.01,1,343
360571,Refurbished 2 bedroom flat Donostia,1823300,Jon & Manex,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.304530604245066,-1.9755394535206965,Entire home/apt,150,4,19,2018-09-16,0.66,9,357
386301,Confortable next to surfing beach ,1933529,Ainhoa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32412291896107,-1.9707051680317516,Entire home/apt,140,2,177,2018-09-20,2.76,1,300
386818,Cabaña de madera vistas al mar,1932775,Ihintza,GuipÃºzcoa,Hondarribia,43.37334551249352,-1.8061859228873574,Entire home/apt,55,1,349,2018-09-23,6.29,1,321
393715,Apartamento en Costa Vasca,1968496,Concha,GuipÃºzcoa,Mutriku,43.30779741665442,-2.3869079615153983,Entire home/apt,65,3,60,2018-09-07,0.79,2,332
404270,old part San Sebastian single room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32442363879973,-1.9838416302553608,Private room,100,7,8,2017-07-25,0.16,4,165
417854,Double room in Comfy & spacious apt,1823300,Jon & Manex,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30529711128604,-1.9800035226045973,Private room,80,1,41,2018-08-19,0.53,9,357
424487, Apartamento Gorliz Playa - Vizcaya,2110227,Koldo,Vizcaya,Gorliz,43.413619392596665,-2.9366175992018904,Entire home/apt,90,4,32,2018-09-04,0.43,1,365
429657,"Glasshouse by the SEA /40 km Bilbao, Parking.",1986539,Igor,Vizcaya,Ibarrangelu,43.38659062804678,-2.6309741492483463,Entire home/apt,90,2,54,2018-09-12,0.90,2,324
429887,old part SS double room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.324885566599455,-1.9835309733826383,Private room,150,7,14,2017-06-21,0.30,4,165
430475,Terrace apartement next to beach,2131752,Ana,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31273762201907,-2.004738358752344,Entire home/apt,150,4,21,2018-08-30,0.54,1,1
443362,old part of SS singel room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32465576826237,-1.9843636462681793,Private room,100,7,5,2018-02-25,0.13,4,165
452464,Best of both worlds - mountains/city (3 rooms),1141079,Sally & Rober,Vizcaya,Durango,43.15336158487595,-2.6177292692084486,Private room,125,2,59,2018-08-01,0.77,4,128
456366,City Center Private Room + Bathroom,59550,Maite,Vizcaya,Bilbao,43.26258125254681,-2.9433030093732078,Private room,95,2,56,2018-09-16,0.73,3,344
456706,Your Place JUST right in the CENTER,59550,Maite,Vizcaya,Bilbao,43.26456286989125,-2.9434913036647914,Private room,75,2,33,2018-09-12,0.44,3,346
457366,old part SS  3 bed room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.323048583654504,-1.9825723197926555,Private room,150,7,10,2016-05-29,0.13,4,165
458864,"Beautiful Room, Sea view, Heart of City Center",2281404,Ana Isabel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.322257708756446,-1.9878839606319052,Private room,45,2,65,2018-09-25,0.86,2,299
491403,Mountains/city - twin room own bath,1141079,Sally & Rober,Vizcaya,AbadiÃ±o,43.151730852603194,-2.617993612833617,Private room,55,1,36,2018-09-14,0.48,4,313
492561,Mountains and city: Two twin rooms,1141079,Sally & Rober,Vizcaya,Durango,43.15249497802613,-2.6174809658174043,Private room,90,1,18,2018-08-11,0.24,4,313
492633,Mountains and city: Double ensuite,1141079,Sally & Rober,Vizcaya,AbadiÃ±o,43.15379573427575,-2.617275600588376,Private room,55,1,95,2018-09-17,1.27,4,303
