id,reviews,last_review
19842248,65,July 2017
19386468,65,July 2017
19347065,65,July 2017
19842519,65,July 2017
19062270,65,July 2017
19386087,65,July 2017
19407742,65,July 2017
5340758,65,July 2017
19843315,65,July 2017
20073486,65,July 2017
8243252,65,July 2017
4595860,65,July 2017
18759404,65,July 2017
9610442,65,July 2017
6928319,65,July 2017
20552462,65,July 2017
20356243,65,July 2017
3417369,65,July 2017
20072218,65,July 2017
9304433,65,July 2017
3893488,65,July 2017
5532656,65,July 2017
5527833,65,July 2017
5528159,65,July 2017
5532868,65,July 2017
19930162,65,July 2017
13730608,65,July 2017
10672767,65,July 2017
19421733,65,July 2017
11115307,65,July 2017
14273777,65,July 2017
4381429,65,July 2017
15882557,65,July 2017
15884542,65,July 2017
22370224,65,July 2017
18244939,65,July 2017
15884979,65,July 2017
15885481,65,July 2017
14641053,65,July 2017
8731482,65,July 2017
11601014,65,July 2017
8808589,47,July 2016
6842548,47,July 2016
3299602,47,July 2016
19928959,47,July 2016
2421012,47,July 2016
18115160,47,July 2016
19929379,4,October 2017
9895363,4,October 2017
7873277,4,October 2017
9630509,4,October 2017
17569427,4,October 2017
11670089,4,October 2017
19904881,4,October 2017
1062831,4,October 2017
19930069,4,October 2017
19990984,4,October 2017
19403173,4,October 2017
6979564,4,October 2017
14214583,4,October 2017
4382676,4,October 2017
19545073,4,October 2017
14114054,4,October 2017
13825978,4,October 2017
15533668,4,October 2017
3408178,4,October 2017
2361853,4,October 2017
18822052,4,October 2017
13274569,4,October 2017
12646798,4,October 2017
14023737,4,October 2017
11426933,4,October 2017
796513,4,October 2017
4260158,4,October 2017
13588989,4,October 2017
23991800,4,October 2017
7579287,4,October 2017
3566578,4,October 2017
8268813,4,October 2017
18157994,4,October 2017
18839326,4,October 2017
13482205,4,October 2017
3365802,4,October 2017
7341821,4,October 2017
13491086,4,October 2017
22220416,4,October 2017
7675379,4,October 2017
385248,4,October 2017
6915646,4,October 2017
13228549,4,October 2017
16892774,4,October 2017
19706893,4,October 2017
19764700,4,October 2017
19590357,4,October 2017
19669784,4,October 2017
14336005,4,October 2017
14059796,4,October 2017
20167928,4,October 2017
19885705,4,October 2017
12831825,4,October 2017
14435668,4,October 2017
18529790,4,October 2017
20064286,4,October 2017
19867659,4,October 2017
20169541,4,October 2017
11862351,4,October 2017
13968130,4,October 2017
15047648,4,October 2017
14529508,4,October 2017
20659156,4,October 2017
14382086,4,October 2017
21480401,4,October 2017
7302559,4,October 2017
23972409,4,October 2017
13261915,4,October 2017
18893628,4,October 2017
13459152,4,October 2017
3634710,4,October 2017
8960699,4,October 2017
19193359,4,October 2017
18235151,4,October 2017
19448862,4,October 2017
6436482,4,October 2017
18753164,4,October 2017
12213602,4,October 2017
14311011,4,October 2017
19418368,4,October 2017
18873856,4,October 2017
2389434,4,October 2017
11173702,4,October 2017
23749734,4,October 2017
22918319,4,October 2017
19949638,4,October 2017
18033614,4,October 2017
7865054,4,October 2017
14137006,4,October 2017
13402485,4,October 2017
13737912,4,October 2017
15418618,4,October 2017
15418244,4,October 2017
15418493,4,October 2017
12283388,4,October 2017
16329112,4,October 2017
13737789,4,October 2017
13737301,4,October 2017
20276241,4,October 2017
18035607,4,October 2017
4983780,4,October 2017
15839409,4,October 2017
17823919,4,October 2017
16997873,4,October 2017
14415488,4,October 2017
12889661,4,October 2017
3090961,4,October 2017
15406414,4,October 2017
2054315,4,October 2017
20063676,4,October 2017
14927402,4,October 2017
1864250,4,October 2017
3388519,4,October 2017
12633643,4,October 2017
7239871,4,October 2017
11887672,4,October 2017
618478,4,October 2017
3901667,31,August 2016
2049354,31,August 2016
11864183,31,August 2016
13766653,31,August 2016
19128777,31,August 2016
360571,31,August 2016
13272294,31,August 2016
3537475,31,August 2016
7899653,31,August 2016
19998202,31,August 2016
5426376,31,August 2016
15243547,31,August 2016
20637791,31,August 2016
12470513,31,August 2016
13778384,31,August 2016
16438265,31,August 2016
8978178,31,August 2016
14622389,31,August 2016
4985845,31,August 2016
20260388,31,August 2016
20202367,31,August 2016
13777888,31,August 2016
11841200,31,August 2016
19326334,31,August 2016
18905426,31,August 2016
13382824,31,August 2016
18905437,31,August 2016
5486987,31,August 2016
3152130,31,August 2016
18495754,31,August 2016
5926571,31,August 2016
7822729,31,August 2016
12866281,31,August 2016
12792369,31,August 2016
2688726,31,August 2016
13335756,31,August 2016
12866684,31,August 2016
15492984,31,August 2016
11954209,31,August 2016
12668959,31,August 2016
18904145,31,August 2016
18904144,31,August 2016
12237292,31,August 2016
19011805,31,August 2016
7625179,31,August 2016
19291910,31,August 2016
9194484,31,August 2016
15053866,31,August 2016
13389434,31,August 2016
11724414,31,August 2016
13729851,31,August 2016
13746640,31,August 2016
10606353,31,August 2016
17952171,31,August 2016
14699204,31,August 2016
18892422,31,August 2016
18904154,31,August 2016
15768321,31,August 2016
3985850,31,August 2016
19613987,31,August 2016
18904464,31,August 2016
6463961,31,August 2016
2787172,31,August 2016
7472980,31,August 2016
13390724,31,August 2016
18051331,31,August 2016
14664874,31,August 2016
18926521,31,August 2016
18051727,31,August 2016
10995510,31,August 2016
19660856,31,August 2016
2610097,31,August 2016
14664567,31,August 2016
7466071,31,August 2016
11800377,31,August 2016
19586041,31,August 2016
417854,31,August 2016
13500986,31,August 2016
9235251,31,August 2016
19534799,31,August 2016
9540821,31,August 2016
18447879,31,August 2016
19487468,31,August 2016
19522877,31,August 2016
13775202,31,August 2016
11965228,31,August 2016
4049225,31,August 2016
19111921,31,August 2016
4101647,31,August 2016
14215224,31,August 2016
8348511,31,August 2016
7283897,31,August 2016
1184044,31,August 2016
16328062,31,August 2016
10013906,31,August 2016
16707002,31,August 2016
1061559,31,August 2016
7741937,31,August 2016
12679828,31,August 2016
11138738,31,August 2016
4114845,31,August 2016
4706285,31,August 2016
23364665,31,August 2016
14413374,31,August 2016
15740477,31,August 2016
13287136,31,August 2016
991935,31,August 2016
13891341,31,August 2016
17073272,31,August 2016
18986680,31,August 2016
6720114,31,August 2016
14382805,31,August 2016
19708526,31,August 2016
2923267,31,August 2016
3410226,31,August 2016
7463551,31,August 2016
14705060,31,August 2016
19963453,31,August 2016
17269593,31,August 2016
14959238,31,August 2016
14151828,31,August 2016
23765014,31,August 2016
18079256,31,August 2016
14539955,31,August 2016
14482194,31,August 2016
14052636,31,August 2016
16895695,31,August 2016
18624407,31,August 2016
8834413,31,August 2016
19153429,31,August 2016
4467063,31,August 2016
18068699,31,August 2016
5024971,31,August 2016
19778979,31,August 2016
488587,31,August 2016
14300509,31,August 2016
19130554,31,August 2016
16118909,31,August 2016
19377623,31,August 2016
13090185,31,August 2016
1159799,31,August 2016
10828232,31,August 2016
6586554,31,August 2016
15710728,31,August 2016
18099487,31,August 2016
1332281,31,August 2016
14219233,31,August 2016
20028391,31,August 2016
5564588,31,August 2016
18588945,31,August 2016
3726495,31,August 2016
544285,31,August 2016
16120427,31,August 2016
13720557,31,August 2016
14301590,31,August 2016
3427448,31,August 2016
7207966,31,August 2016
11886384,31,August 2016
19113487,31,August 2016
13502748,31,August 2016
18124581,31,August 2016
16022528,7,December 2016
15592521,7,December 2016
23116257,7,December 2016
7196572,7,December 2016
18532953,7,December 2016
23938846,7,December 2016
7574347,7,December 2016
15993328,7,December 2016
2775223,7,December 2016
14107123,7,December 2016
13443467,7,December 2016
17972841,7,December 2016
234223,7,December 2016
10427709,7,December 2016
13696114,7,December 2016
8937924,7,December 2016
14854928,7,December 2016
7752862,7,December 2016
1410885,7,December 2016
3588078,7,December 2016
23835123,7,December 2016
18001362,7,December 2016
19734482,7,December 2016
13512473,7,December 2016
19084619,7,December 2016
21291625,7,December 2016
19503170,7,December 2016
12826009,7,December 2016
7225080,7,December 2016
15102610,7,December 2016
23411933,7,December 2016
6400724,7,December 2016
13498949,7,December 2016
17606182,7,December 2016
16676363,7,December 2016
13561012,7,December 2016
23888042,7,December 2016
13297042,7,December 2016
20118447,7,December 2016
20127470,7,December 2016
18699537,7,December 2016
18264611,7,December 2016
16621161,7,December 2016
13381177,7,December 2016
19381457,7,December 2016
13796446,7,December 2016
19632087,7,December 2016
20415000,7,December 2016
3581118,7,December 2016
18031813,7,December 2016
13785513,7,December 2016
12351169,7,December 2016
10095012,7,December 2016
18939963,7,December 2016
7562831,7,December 2016
14148770,7,December 2016
2911678,7,December 2016
19721683,7,December 2016
19738456,7,December 2016
19738595,7,December 2016
2690880,7,December 2016
15186141,7,December 2016
15031853,7,December 2016
15669238,7,December 2016
6650107,7,December 2016
18174823,7,December 2016
19618779,7,December 2016
19584334,7,December 2016
13230143,7,December 2016
19511507,7,December 2016
13202541,7,December 2016
3519337,7,December 2016
21523202,7,December 2016
18209021,7,December 2016
19404511,7,December 2016
12539512,7,December 2016
21523203,7,December 2016
874092,7,December 2016
13746707,7,December 2016
11524232,7,December 2016
2655540,7,December 2016
22259635,7,December 2016
14136363,7,December 2016
15839451,7,December 2016
6996852,7,December 2016
8254499,7,December 2016
18032330,7,December 2016
23571768,7,December 2016
8396864,7,December 2016
11841080,7,December 2016
13654842,7,December 2016
966990,7,December 2016
707329,7,December 2016
707310,7,December 2016
19464922,7,December 2016
1618029,7,December 2016
1618388,7,December 2016
7167380,7,December 2016
4416252,7,December 2016
16949649,7,December 2016
507670,7,December 2016
12966603,7,December 2016
953145,7,December 2016
953065,7,December 2016
953063,7,December 2016
953067,7,December 2016
953032,7,December 2016
953069,7,December 2016
953057,7,December 2016
6998934,7,December 2016
6124638,7,December 2016
12967246,Nor(yt),December 2016
6019504,Nor(yt),December 2016
2799378,Nor(yt),December 2016
9645009,Nor(yt),December 2016
21608931,Nor(yt),December 2016
10982667,Nor(yt),December 2016
9804286,Nor(yt),December 2016
17040310,Nor(yt),December 2016
12219819,Nor(yt),December 2016
6612631,Nor(yt),December 2016
3100541,Nor(yt),December 2016
9686552,2,July 2017
2097020,2,July 2017
18976169,2,July 2017
18929864,2,July 2017
1431906,2,July 2017
11563936,2,July 2017
6071590,2,July 2017
12884320,2,July 2017
13041101,2,July 2017
13357191,2,July 2017
13096487,2,July 2017
18320164,2,July 2017
18699502,2,July 2017
16822320,2,July 2017
1788424,2,July 2017
15285746,2,July 2017
6487451,12,July 2017
18699640,12,July 2017
2995523,12,July 2017
19745907,12,July 2017
16075312,12,July 2017
625045,12,July 2017
15266735,12,July 2017
22662377,12,July 2017
19994496,12,July 2017
430475,12,July 2017
11725346,12,July 2017
11841903,12,July 2017
18219003,12,July 2017
13507793,12,July 2017
7869417,12,July 2017
17432290,12,July 2017
13159326,12,July 2017
6372286,12,July 2017
13501925,12,July 2017
22633558,12,July 2017
18887064,12,July 2017
17085524,12,July 2017
3066401,12,July 2017
19085006,12,July 2017
13739614,12,July 2017
6968137,12,July 2017
20785623,12,July 2017
10328860,12,July 2017
3129635,12,July 2017
19094284,12,July 2017
22872473,12,July 2017
5631771,12,July 2017
10114524,12,July 2017
309802,12,July 2017
5631724,12,July 2017
10376824,12,July 2017
4924327,12,July 2017
21291736,12,July 2017
12185447,12,July 2017
21940951,12,July 2017
14479789,12,July 2017
17146614,12,July 2017
13472443,12,July 2017
13585589,12,July 2017
3689964,12,July 2017
3633876,12,July 2017
15839456,12,July 2017
3641480,12,July 2017
17264929,12,July 2017
14605389,12,July 2017
5606296,12,July 2017
19240928,12,July 2017
3129265,12,July 2017
10435804,12,July 2017
18906125,12,July 2017
3252777,12,July 2017
11296353,12,July 2017
16011998,12,July 2017
1339052,12,July 2017
17637182,12,July 2017
14853102,12,July 2017
14955683,12,July 2017
16345462,12,July 2017
13095780,12,July 2017
11605374,12,July 2017
2885361,12,July 2017
18548309,12,July 2017
7436552,12,July 2017
1218200,12,July 2017
6434251,12,July 2017
21908908,1,April 2018
21925592,1,April 2018
19085181,1,April 2018
12647700,1,April 2018
13990118,1,April 2018
6594593,1,April 2018
21580257,1,April 2018
7625399,1,April 2018
19217748,1,April 2018
14079967,1,April 2018
2757186,1,April 2018
5150069,1,April 2018
13292929,1,April 2018
3418261,1,April 2018
11024346,1,April 2018
18922977,1,April 2018
1075192,1,April 2018
9370558,1,April 2018
3418305,1,April 2018
18904996,1,April 2018
18904143,1,April 2018
17162519,1,April 2018
18905276,1,April 2018
3982897,1,April 2018
7195800,1,April 2018
21273623,1,April 2018
12120530,1,April 2018
15763330,1,April 2018
22841638,1,April 2018
19166083,1,April 2018
11152897,1,April 2018
19617617,1,April 2018
17646382,1,April 2018
18904940,1,April 2018
5122442,1,April 2018
7034217,1,April 2018
17664436,1,April 2018
19404348,1,April 2018
13978316,1,April 2018
12034699,1,April 2018
6978924,1,April 2018
16279673,1,April 2018
930583,1,April 2018
4835329,1,April 2018
9600634,1,April 2018
6114948,1,April 2018
5514097,1,April 2018
20702869,1,April 2018
4336840,1,April 2018
18701963,1,April 2018
20657539,1,April 2018
13025170,1,April 2018
3787275,1,April 2018
20022320,1,April 2018
18911165,1,April 2018
18460473,1,April 2018
4181131,1,April 2018
14393908,1,April 2018
18905020,1,April 2018
4453518,28,April 2018
3388729,28,April 2018
6222184,28,April 2018
11605706,28,April 2018
20384811,28,April 2018
19853393,28,April 2018
17845246,28,April 2018
11733012,28,April 2018
