id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
132068,Great attic+terrace+parking. Beach views. ESS00578,648938,Mikel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32520142015621,-1.9720910362055915,Entire home/apt,79,1,325,2018-04-20,3.88,1,197
138845,kurtzio flat,677646,Ana,Vizcaya,Bermeo,43.41902063706053,-2.723746150228047,Entire home/apt,40,1,186,2018-04-18,3.31,1,54
142760,Apartment with ocean views,693119,Andre,Vizcaya,Busturia,43.39062439875396,-2.694701128555592,Entire home/apt,87,4,30,2017-09-11,0.37,1,352
223952,Caserío en la Costa Vasca,1040085,Diego,Vizcaya,Ibarrangelu,43.394257692970534,-2.6464831401417217,Entire home/apt,150,7,6,2017-09-02,0.09,1,232
225692,"Parte Vieja, San Sebastian",1176053,Vanessa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.326671433499314,-1.980024897465527,Entire home/apt,150,2,103,2018-04-08,1.30,1,285
234223,penthouse in san sebastian,1226300,Susana,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.310137271998435,-2.0040201450532287,Entire home/apt,105,2,47,2017-10-15,0.65,1,182
239971,Beautiful Rural house near Bilbao,1258788,Maria Lourdes,Vizcaya,Mungai,43.380183411326065,-2.8241253360179974,Private room,73,2,0,,,3,335
263613, Grand  Deluxe  Confortable Duplex,1374224,Xabier,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32156786598098,-1.9785054945858969,Entire home/apt,180,5,22,2017-08-22,0.28,1,65
286084,Habitación independiente con baño privado,1465243,Isabel,GuipÃºzcoa,Irun,43.33684367852775,-1.8171408716051556,Private room,52,1,13,2018-04-07,1.55,1,89
309802,Luxury w/terrace near the beach WIF,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.315824402253305,-2.0039371068094978,Entire home/apt,156,3,3,2017-07-29,0.06,2,297
341691,idont speek inglish,1733722,Itziar,Vizcaya,Bilbao,43.263171477569884,-2.947518264172488,Private room,50,1,5,2018-04-14,0.77,1,302
360571,Refurbished 2 bedroom flat Donostia,1823300,Jon & Manex,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.304530604245066,-1.9755394535206965,Entire home/apt,150,4,13,2018-04-03,0.55,6,345
385248,THE ORANGE ROOM -BNB,1792494,Iñigo Larrañaga & Ana Azpilikueta,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32164264729979,-1.9419549562421772,Private room,30,2,54,2018-04-18,1.62,1,95
386301,Confortable next to surfing beach ,1933529,Ainhoa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32412291896107,-1.9707051680317516,Entire home/apt,125,2,158,2018-04-16,2.69,2,246
386818,Cabaña de madera vistas al mar,1932775,Ihintza,GuipÃºzcoa,Hondarribia,43.37334551249352,-1.8061859228873574,Entire home/apt,55,1,315,2018-04-16,6.28,1,263
393715,Apartamento en Costa Vasca,1968496,Concha,GuipÃºzcoa,Mutriku,43.30779741665442,-2.3869079615153983,Entire home/apt,60,3,54,2018-04-01,0.77,2,168
404270,old part San Sebastian single room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32442363879973,-1.9838416302553608,Private room,100,7,8,2017-07-25,0.18,4,160
417854,Double room in Comfy & spacious apt,1823300,Jon & Manex,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30529711128604,-1.9800035226045973,Private room,80,1,35,2017-11-12,0.49,6,351
424487, Apartamento Gorliz Playa - Vizcaya,2110227,Koldo,Vizcaya,Gorliz,43.413619392596665,-2.9366175992018904,Entire home/apt,90,4,24,2017-10-08,0.35,1,341
429657,"Glasshouse by the SEA /40 km Bilbao, Parking.",1986539,Igor,Vizcaya,Ibarrangelu,43.38659062804678,-2.6309741492483463,Entire home/apt,80,3,46,2018-04-14,0.84,2,253
429887,old part SS double room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.324885566599455,-1.9835309733826383,Private room,150,3,14,2017-06-21,0.34,4,58
430475,Terrace apartement next to beach,2131752,Ana,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31273762201907,-2.004738358752344,Entire home/apt,150,3,14,2015-12-08,0.42,1,125
443362,old part of SS singel room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32465576826237,-1.9843636462681793,Private room,100,15,5,2018-02-25,0.15,4,193
452464,Best of both worlds - mountains/city (3 rooms),1141079,Sally & Rober,Vizcaya,Durango,43.15336158487595,-2.6177292692084486,Private room,125,2,56,2018-04-07,0.78,4,90
456366,City Center Private Room + Bathroom,59550,Maite,Vizcaya,Bilbao,43.26258125254681,-2.9433030093732078,Private room,95,2,51,2017-12-10,0.71,3,301
456706,Your Place JUST right in the CENTER,59550,Maite,Vizcaya,Bilbao,43.26456286989125,-2.9434913036647914,Private room,75,2,31,2017-08-15,0.44,3,305
457366,old part SS  3 bed room,2015934,Jon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.323048583654504,-1.9825723197926555,Private room,50,3,10,2016-05-29,0.14,4,130
458864,"Beautiful Room, Sea view, Heart of City Center",2281404,Ana Isabel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32210470875645,-1.9879619606319052,Private room,35,2,54,2018-04-16,0.76,2,256
491403,Mountains/city - twin room own bath,1141079,Sally & Rober,Vizcaya,AbadiÃ±o,43.151730852603194,-2.617993612833617,Private room,55,1,31,2017-12-18,0.45,4,274
492561,Mountains and city: Two twin rooms,1141079,Sally & Rober,Vizcaya,Durango,43.15249497802613,-2.6174809658174043,Private room,90,1,16,2017-05-01,0.23,4,277
492633,Mountains and city: Double ensuite,1141079,Sally & Rober,Vizcaya,AbadiÃ±o,43.15379573427575,-2.617275600588376,Private room,55,1,87,2018-04-10,1.25,4,279
495480,Nice apartment near the beach ,2446816,Celia,Vizcaya,Bakio,43.429895821354386,-2.8088413890269237,Entire home/apt,220,3,17,2017-08-24,0.27,1,361
507670,APARTMENT IN IGUELDO /SAN SEBASTIAN,2499312,Jose,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30661970154065,-2.0511154228630573,Entire home/apt,120,6,9,2016-08-23,0.27,1,365
509610,Room in Donosti´s Old Town Center,2281404,Ana Isabel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.322508255656395,-1.9919537059848698,Private room,35,2,35,2017-12-10,0.50,2,286
524624,Apartment with large terrace.,2579492,Gotzon,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32157351445958,-1.9713437956672193,Entire home/apt,100,2,100,2018-04-02,1.69,1,325
533925,Zeaietaberri Rural house,1659388,Zelaieta,GuipÃºzcoa,Deba,43.280193190714755,-2.3251204152366847,Entire home/apt,225,5,8,2018-01-06,0.13,1,280
534069,BEST LOCATION OLD TOWN Luxury Loft (+ 31 days),2625306,Terese & Luis,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32380030261306,-1.9849290857144375,Entire home/apt,98,31,376,2018-04-12,5.31,6,0
541694,Vitoria. Piso céntrico . 5hab - 9plazas,2662990,Rocio,Ãlava,Vitoria-Gasteiz,42.84563609750583,-2.66461159760089,Entire home/apt,160,2,10,2017-08-24,0.17,1,153
544285,Have a great time near to the sea,2676178,Columba,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30990592558104,-2.0016125263393887,Private room,55,1,252,2018-01-01,3.57,2,336
547513,Nice sunny room near Zurriola Beach,2691611,Daniela,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32432114246463,-1.9720772014247183,Private room,70,2,12,2018-04-01,0.17,2,333
548669,Bilbao a chance to meet! ,2697257,Maria,Vizcaya,Bilbao,43.25748573232526,-2.9328952194427567,Private room,25,2,267,2018-04-04,3.77,2,106
559545,107m2 en el centro de Labastida,2750534,Josefa,Ãlava,Labastida,42.58840956695638,-2.7915028596889693,Entire home/apt,70,2,24,2018-03-04,0.36,1,288
565505,Beautiful and sunny flat in Gros,2691611,Daniela,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32545930243117,-1.971329237783804,Entire home/apt,150,2,7,2017-08-17,0.10,2,351
592243,"Bilbao center, wifi, near museums, awesome!",2697257,Maria,Vizcaya,Bilbao,43.25479640790297,-2.934733365273226,Private room,24,2,256,2018-03-29,3.67,2,107
592870,VITORIA EUROPEAN GREEN CAPITAL ,2683577,Patxi,Ãlava,Vitoria-Gasteiz,42.84916501559884,-2.6491780033733354,Private room,45,2,18,2017-07-10,0.27,1,87
605129,Apto. 35 m2 rent in Donostia,2997106,Igor,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31777770173825,-1.968833594734907,Entire home/apt,77,3,93,2018-04-15,1.58,1,103
605611,"cool room, nice flat, fun people",2977232,Sebastian,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.324270289434764,-1.9679264214355887,Private room,60,2,30,2017-08-27,0.43,1,232
