"","id","url","longitude","latitude","found","revised","host.id","room_type","bedrooms","capacity","reviews","min_nights","price","barrio","umenores"
"113","onlyap599232738a46554f807af449113","https://www.only-apartments.es/_/692208",-1.986065,43.315738,"2018-03-31 17:54:26.005000","2018-04-24 12:00:00.990000","onlyap692208","Apartamento",NA,3,NA,1,NA,"Centro","Area Romantica"
"114","onlyap599232738a46554f807af449114","https://www.only-apartments.es/_/639711",-1.985983,43.315866,"2018-04-17 11:32:46.031000","2018-04-24 05:35:38.405000","onlyap639711","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"115","onlyap599232738a46554f807af449115","https://www.only-apartments.es/_/917266",-1.98599874973297,43.315592481545,"2018-04-17 11:40:14.872000","2018-04-18 22:29:06.172000","onlyap917266","Apartamento",NA,8,NA,3,NA,"Centro","Area Romantica"
"116","onlyap599232738a46554f807af449116","https://www.only-apartments.es/_/917335",-1.98404989999995,43.3138241,"2018-04-17 11:38:17.700000","2018-04-18 20:55:17.206000","onlyap917335","Apartamento",NA,6,NA,2,NA,"Centro","Amara Zaharra"
"117","onlyap599232738a46554f807af449117","https://www.only-apartments.es/_/674491",-1.984168,43.314058,"2018-04-17 11:31:44.093000","2018-04-23 19:38:48.680000","onlyap674491","Apartamento",NA,2,NA,1,NA,"Centro","Amara Zaharra"
"118","onlyap599232738a46554f807af449118","https://www.only-apartments.es/_/917215",-1.98366520000002,43.3137907,"2018-04-17 11:38:17.702000","2018-04-18 20:56:28.258000","onlyap917215","Apartamento",NA,6,NA,2,NA,"Centro","Amara Zaharra"
"119","onlyap599232738a46554f807af449119","https://www.only-apartments.es/_/513974",-1.98369,43.3138,"2018-04-17 11:31:31.014000","2018-04-23 16:46:48.371000","onlyap513974","Apartamento",NA,4,NA,2,NA,"Centro","Amara Zaharra"
"120","onlyap599232738a46554f807af449120","https://www.only-apartments.es/_/754530",-1.9810628,43.3135692,"2018-03-31 17:55:09.509000","2018-04-18 21:11:36.958000","onlyap754530","Apartamento",NA,6,NA,2,NA,"Centro","Area Romantica"
"121","onlyap599232738a46554f807af449121","https://www.only-apartments.es/_/917352",-1.98138449999999,43.3147491,"2018-04-17 11:33:34.069000","2018-04-24 11:07:58.387000","onlyap917352","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"122","onlyap599232738a46554f807af449122","https://www.only-apartments.es/_/917371",-1.98138449999999,43.3147491,"2018-04-17 11:34:30.311000","2018-04-18 17:23:08.360000","onlyap917371","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"123","onlyap599232738a46554f807af449123","https://www.only-apartments.es/_/917370",-1.98284609999996,43.3143384,"2018-04-17 11:33:34.065000","2018-04-24 09:07:46.939000","onlyap917370","Apartamento",NA,2,NA,1,NA,"Centro","Amara Zaharra"
"124","onlyap599232738a46554f807af449124","https://www.only-apartments.es/_/513970",-1.9829488,43.3157911,"2018-03-31 17:54:10.132000","2018-04-23 22:15:19.984000","onlyap513970","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"125","onlyap599232738a46554f807af449125","https://www.only-apartments.es/_/917232",-1.98294880000003,43.3157911,"2018-04-17 11:31:31.010000","2018-04-23 19:29:43.031000","onlyap917232","Apartamento",NA,4,NA,1,NA,"Centro","Area Romantica"
"126","onlyap599232738a46554f807af449126","https://www.only-apartments.es/_/917253",-1.98294880000003,43.3157911,"2018-04-17 11:38:13.718000","2018-04-18 20:47:59.496000","onlyap917253","Apartamento",NA,6,NA,2,NA,"Centro","Area Romantica"
"127","onlyap599232738a46554f807af449127","https://www.only-apartments.es/_/639724",-1.983149,43.316917,"2018-03-31 17:54:22.586000","2018-04-24 08:18:35.301000","onlyap639724","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"128","onlyap599232738a46554f807af449128","https://www.only-apartments.es/_/917262",-1.98314879999998,43.3169173,"2018-04-17 11:33:09.982000","2018-04-24 06:42:34.771000","onlyap917262","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"129","onlyap599232738a46554f807af449129","https://www.only-apartments.es/_/917212",-1.98095880000005,43.3166682,"2018-04-17 11:38:17.708000","2018-04-18 21:01:41.781000","onlyap917212","Apartamento",NA,6,NA,2,NA,"Centro","Area Romantica"
"130","onlyap599232738a46554f807af449130","https://www.only-apartments.es/_/513985",-1.98158,43.3156,"2018-04-17 11:34:22.020000","2018-04-18 17:14:02.297000","onlyap513985","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"131","onlyap599232738a46554f807af449131","https://www.only-apartments.es/_/917375",-1.98023950000004,43.3152108,"2018-04-17 11:33:34.067000","2018-04-24 11:09:28.271000","onlyap917375","Apartamento",NA,4,NA,2,NA,"Centro","Area Romantica"
"132","onlyap599232738a46554f807af449132","https://www.only-apartments.es/_/917328",-1.9779734,43.3220019,"2018-04-17 11:31:08.540000","2018-04-18 14:47:11.914000","onlyap917328","Apartamento",NA,4,NA,1,NA,"Gros","Gros"
"133","onlyap599232738a46554f807af449133","https://www.only-apartments.es/_/917211",-1.97600390000002,43.3218229,"2018-04-17 11:33:34.068000","2018-04-24 09:10:14.934000","onlyap917211","Apartamento",NA,2,NA,1,NA,"Gros","Gros"
"134","onlyap599232738a46554f807af449134","https://www.only-apartments.es/_/917294",-1.97683319999999,43.3197977,"2018-04-17 11:33:34.068000","2018-04-24 10:52:36.613000","onlyap917294","Apartamento",NA,4,NA,1,NA,"Egia","Paseo del Urumea"
"135","onlyap599232738a46554f807af449135","https://www.only-apartments.es/_/917252",-1.97683319999999,43.3197977,"2018-04-17 11:38:17.706000","2018-04-18 21:00:57.370000","onlyap917252","Apartamento",NA,6,NA,2,NA,"Egia","Paseo del Urumea"
"136","onlyap599232738a46554f807af449136","https://www.only-apartments.es/_/917320",-1.97683319999999,43.3197977,"2018-04-17 11:38:17.708000","2018-04-18 21:01:57.173000","onlyap917320","Apartamento",NA,6,NA,2,NA,"Egia","Paseo del Urumea"
"137","onlyap599232738a46554f807af449137","https://www.only-apartments.es/_/917208",-1.97576909999998,43.3216931,"2018-04-17 11:33:34.071000","2018-04-24 10:40:52.961000","onlyap917208","Apartamento",NA,4,NA,1,NA,"Gros","Gros"
"138","onlyap599232738a46554f807af449138","https://www.only-apartments.es/_/917269",-1.97580970000001,43.3216719,"2018-04-17 11:33:34.070000","2018-04-18 16:48:28.505000","onlyap917269","Apartamento",NA,2,NA,1,NA,"Gros","Gros"
"139","onlyap599232738a46554f807af449139","https://www.only-apartments.es/_/730204",-1.97526696808814,43.3214570513296,"2018-04-17 11:33:14.682000","2018-04-24 06:40:16.831000","onlyap730204","",NA,NA,NA,NA,NA,"Gros","Gros"
"140","onlyap599232738a46554f807af449140","https://www.only-apartments.es/_/917275",-1.97400960000004,43.3200908,"2018-04-17 11:39:04.484000","2018-04-18 21:31:17.087000","onlyap917275","Apartamento",NA,7,NA,3,NA,"Egia","Atotxa"
"141","onlyap599232738a46554f807af449141","https://www.only-apartments.es/_/917350",-1.97415309999997,43.3194993,"2018-04-17 11:35:49.082000","2018-04-18 18:34:17.157000","onlyap917350","Apartamento",NA,5,NA,2,NA,"Egia","Atotxa"
"142","onlyap599232738a46554f807af449142","https://www.only-apartments.es/_/920568",-1.95649359999994,43.3289772,"2018-04-17 11:41:32.693000","2018-04-18 23:19:19.532000","onlyap920568","Casa",NA,15,NA,6,NA,"Ategorrieta-Ulia","ATEGORRIETA- ULIA"
"143","onlyap599232738a46554f807af449143","https://www.only-apartments.es/_/752042",-1.9777,43.29141,"2018-03-31 17:55:27.547000","2018-04-18 22:35:47.920000","onlyap752042","Apartamento",NA,9,NA,5,NA,"Miramon-Zorroaga","Miramon"
"144","onlyap599232738a46554f807af449144","https://www.only-apartments.es/_/917316",-1.971542,43.295048,"2018-04-17 11:41:16.215000","2018-04-18 23:11:16.700000","onlyap917316","Casa",NA,12,NA,6,NA,"Miramon-Zorroaga","Iyola"
"145","onlyap599232738a46554f807af449145","https://www.only-apartments.es/_/639715",-1.978014,43.303671,"2018-03-31 17:54:43.978000","2018-04-18 18:40:47.243000","onlyap639715","Apartamento",NA,5,NA,3,NA,"Amara Berri","Amara - Berri"
"146","onlyap599232738a46554f807af449146","https://www.only-apartments.es/_/917372",-1.97293669999999,43.3102896,"2018-04-17 11:36:04.488000","2018-04-18 18:45:18.033000","onlyap917372","Apartamento",NA,5,NA,2,NA,"Amara Berri","Riberas"
"147","onlyap599232738a46554f807af449147","https://www.only-apartments.es/_/917264",-1.97698,43.309101,"2018-04-17 11:33:38.544000","2018-04-24 10:04:05.101000","onlyap917264","Apartamento",NA,4,NA,2,NA,"Egia","Paseo del Urumea"
"148","onlyap599232738a46554f807af449148","https://www.only-apartments.es/_/674319",-1.977075,43.309052,"2018-04-22 22:42:07.976000","2018-04-24 05:36:17.666000","onlyap674319","Apartamento",NA,4,NA,2,NA,"Egia","Paseo del Urumea"
"149","onlyap599232738a46554f807af449149","https://www.only-apartments.es/_/917189",-1.98057532310486,43.3112208792469,"2018-04-17 11:38:22.846000","2018-04-18 21:03:33.016000","onlyap917189","Apartamento",NA,6,NA,2,NA,"Amara Berri","Amara - Berri"
"150","onlyap599232738a46554f807af449150","https://www.only-apartments.es/_/917344",-1.9811456,43.3109076,"2018-04-17 11:33:09.988000","2018-04-18 16:21:45.435000","onlyap917344","Apartamento",NA,2,NA,1,NA,"Amara Berri","Amara - Berri"
"151","onlyap599232738a46554f807af449151","https://www.only-apartments.es/_/917293",-1.97977100000003,43.307991,"2018-04-17 11:36:04.488000","2018-04-18 18:45:22.564000","onlyap917293","Apartamento",NA,5,NA,2,NA,"Amara Berri","Amara - Berri"
"152","onlyap599232738a46554f807af449152","https://www.only-apartments.es/_/917315",-1.97977100000003,43.307991,"2018-04-17 11:36:04.489000","2018-04-18 18:45:49.291000","onlyap917315","Apartamento",NA,5,NA,2,NA,"Amara Berri","Amara - Berri"
"153","onlyap599232738a46554f807af449153","https://www.only-apartments.es/_/917251",-1.97988889999999,43.3082799,"2018-04-17 11:34:30.307000","2018-04-18 17:19:37.534000","onlyap917251","Apartamento",NA,4,NA,2,NA,"Amara Berri","Amara - Berri"
"154","onlyap599232738a46554f807af449154","https://www.only-apartments.es/_/639747",-2.002447,43.311577,"2018-03-31 17:54:26.005000","2018-04-24 10:54:58.959000","onlyap639747","Apartamento",NA,4,NA,1,NA,"Antiguo","Heriz - Aizgorri"
"155","onlyap599232738a46554f807af449155","https://www.only-apartments.es/_/917334",-2.00351230000001,43.3117884,"2018-04-17 11:36:04.510000","2018-04-18 18:48:46.469000","onlyap917334","Apartamento",NA,5,NA,3,NA,"Antiguo","Heriz - Aizgorri"
"156","onlyap599232738a46554f807af449156","https://www.only-apartments.es/_/908513",-2.006584,43.303204,"2018-03-31 17:54:19.059000","2018-04-18 18:29:08.471000","onlyap908513","Apartamento",NA,5,NA,3,NA,"Ibaeta","Igara"
"157","onlyap599232738a46554f807af449157","https://www.only-apartments.es/_/917221",-2.00827409999999,43.3129527,"2018-04-17 11:39:09.268000","2018-04-18 21:35:13.436000","onlyap917221","Apartamento",NA,6,NA,3,NA,"Antiguo","Ondarreta"
"158","onlyap599232738a46554f807af449158","https://www.only-apartments.es/_/917333",-2.00772949999998,43.3138057,"2018-04-17 11:35:39.036000","2018-04-18 18:28:19.213000","onlyap917333","Apartamento",NA,5,NA,2,NA,"Antiguo","Ondarreta"
"159","onlyap599232738a46554f807af449159","https://www.only-apartments.es/_/674565",-2.0020272,43.3148322,"2018-04-22 22:42:18.271000","2018-04-24 07:19:01.944000","onlyap674565","Apartamento",NA,3,NA,1,NA,"Antiguo","Matia"
"160","onlyap599232738a46554f807af449160","https://www.only-apartments.es/_/917261",-2.00076630000001,43.3150476,"2018-04-17 11:39:14.408000","2018-04-18 21:37:25.297000","onlyap917261","Apartamento",NA,7,NA,4,NA,"Antiguo","Matia"
"161","onlyap599232738a46554f807af449161","https://www.only-apartments.es/_/917337",-2.00086910000005,43.3143284,"2018-04-17 11:34:30.306000","2018-04-18 17:18:55.878000","onlyap917337","Apartamento",NA,4,NA,2,NA,"Antiguo","Matia"
"162","onlyap599232738a46554f807af449162","https://www.only-apartments.es/_/917202",-2.00060350000001,43.3137554,"2018-04-17 11:38:44.605000","2018-04-18 21:11:57.033000","onlyap917202","Apartamento",NA,6,NA,2,NA,"Antiguo","Matia"
"163","onlyap599232738a46554f807af449163","https://www.only-apartments.es/_/917240",-2.00035779999996,43.313097,"2018-04-17 11:38:17.706000","2018-04-18 21:00:18.745000","onlyap917240","Apartamento",NA,6,NA,3,NA,"Antiguo","Matia"
"164","onlyap599232738a46554f807af449164","https://www.only-apartments.es/_/917283",-1.9893141,43.3145496,"2018-04-17 11:38:17.704000","2018-04-18 20:58:45.811000","onlyap917283","Apartamento",NA,6,NA,2,NA,"Centro","Paseo Miraconcha"
"165","onlyap599232738a46554f807af449165","https://www.only-apartments.es/_/917277",-1.98903810000002,43.3149348,"2018-04-17 11:40:14.880000","2018-04-18 22:31:43.651000","onlyap917277","Apartamento",NA,8,NA,3,NA,"Centro","Area Romantica"
"166","onlyap599232738a46554f807af449166","https://www.only-apartments.es/_/917327",-1.98872259999996,43.3149866,"2018-04-17 11:35:49.083000","2018-04-18 18:34:33.944000","onlyap917327","Apartamento",NA,5,NA,2,NA,"Centro","Area Romantica"
