"","id","latitude","longitude","price","accommodates","room_type","host_id","host_name","source","barrio","umenores"
"153",3588078,43.3095227330394,-2.00411138727632,110,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"154",14122984,43.3229697729126,-1.96742491131232,175,5,"Entire home/apt",85137945,"Iñigo","InsideAirbnb,Santi Espinosa","Gros","Gros"
"155",4382676,43.3177950353534,-1.95856951142843,400,12,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Intxaurrondo","Marrutxipi"
"156",15810186,43.3192543632763,-1.98394083712767,200,5,"Entire home/apt",50920106,"Concepcion","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"157",4808309,43.3190307660569,-1.97124450158717,78,4,"Entire home/apt",24766134,"Iker","InsideAirbnb,Santi Espinosa","Egia","Aldakoenea"
"158",9600634,43.3145945873636,-1.98907988645931,150,4,"Entire home/apt",49686204,"Laura","InsideAirbnb,Santi Espinosa","Centro","Paseo Miraconcha"
"159",5340758,43.3270789402166,-1.96846875376084,100,4,"Entire home/apt",27677276,"Xabi","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Manteo"
"160",14311011,43.2993449207835,-1.95658508183088,70,4,"Entire home/apt",87473927,"Ana Cristina","InsideAirbnb,Santi Espinosa","Martutene","Campos Eliseos"
"161",8945213,43.323207218136,-1.98567644694701,90,2,"Entire home/apt",2625306,"Terese","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"162",10982667,43.3016619094364,-2.06810715437095,75,4,"Private room",49871447,"Ibon","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"163",6955120,43.3179021710366,-1.96743264017141,45,2,"Private room",36268260,"Sarah","InsideAirbnb,Santi Espinosa","Egia","Iruresoro"
"164",3251754,43.3248794272703,-1.97008969682771,120,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Gros","Gros"
"165",13740040,43.3149841994129,-1.96882438541746,180,4,"Entire home/apt",9177390,"Eneko","InsideAirbnb,Santi Espinosa","Egia","Tolaregoia"
"166",15031853,43.2791299527547,-2.0064747471471,140,4,"Entire home/apt",94924919,"Jaione","InsideAirbnb,Santi Espinosa","Añorga","Amasorrain"
"167",3202524,43.3249916648444,-1.96473344133078,75,3,"Entire home/apt",16228557,"Lourdes","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Manteo"
"168",4595193,43.3192426332769,-1.98060688493193,75,2,"Entire home/apt",23819599,"Ane","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"169",3227134,43.3235853840818,-1.98669493022698,80,2,"Private room",149691,"Alex","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"170",16211443,43.3142936565239,-1.98772260514676,78,10,"Entire home/apt",102583389,"Basque Stay","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"171",15285746,43.3137554626496,-2.01009401763341,107,6,"Entire home/apt",97292628,"Miguel","InsideAirbnb,Santi Espinosa","Antiguo","Ondarreta"
"172",13819345,43.3249877265173,-1.98347348358363,50,2,"Private room",2849717,"Kelly","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"173",9895363,43.322337494671,-1.95307346399566,54,4,"Entire home/apt",349085,"May","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Ategorrieta"
"174",4591518,43.3112972717517,-1.97445045698966,75,2,"Entire home/apt",23801039,"Isabel","InsideAirbnb,Santi Espinosa","Amara Berri","Riberas"
"175",3374518,43.3207592998729,-1.98111293519798,130,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
