"","id","latitude","longitude","price","accommodates","room_type","host_id","host_name","source","barrio","umenores"
"410",7385653,43.3032055754954,-1.98417624042187,120,5,"Entire home/apt",27623958,"Inma","InsideAirbnb,Santi Espinosa","Aiete","Puio - Lanberri"
"411",7729700,43.3130177117602,-1.98673526666126,45,2,"Private room",39175346,"Kristina & Iker","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"412",14627374,43.3139581279303,-1.98578361542292,170,5,"Entire home/apt",6520043,"Monica","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"413",13824183,43.3194304611718,-1.98016948050487,85,4,"Entire home/apt",81464551,"Espe","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"414",9310363,43.317403012129,-1.98133942339626,87,2,"Entire home/apt",13343635,"Andrea","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"415",15839411,43.3103341027977,-2.00708550544728,80,5,"Entire home/apt",102583389,"Basque Stay","InsideAirbnb,Santi Espinosa","Antiguo","Benta - Berri"
"416",5648493,43.3227678151687,-1.98329169469918,200,6,"Entire home/apt",29271895,"Santiago","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"417",15839406,43.3228326662775,-1.97706611531331,89,8,"Entire home/apt",102583389,"Basque Stay","InsideAirbnb,Santi Espinosa","Gros","Gros"
"418",6746281,43.3157658987804,-1.98592473224022,90,6,"Entire home/apt",35321362,"Koko Mai","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"419",12718237,43.3248543366728,-1.98460521320453,50,2,"Private room",4402649,"SSHA Guesthouse","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"420",13652112,43.3226514383553,-1.97450032320226,45,2,"Private room",15659580,"Eva","InsideAirbnb,Santi Espinosa","Gros","Gros"
"421",4116626,43.3191725486626,-1.98185526100098,160,6,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"422",7442548,43.3224100049284,-1.98551692617318,292,6,"Entire home/apt",38990075,"María","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"423",9485675,43.3269722442118,-1.97131461586512,95,4,"Entire home/apt",2470030,"Vanesa","InsideAirbnb,Santi Espinosa","Gros","Sag�es"
"424",5640321,43.3250135595097,-1.97494793882251,140,7,"Entire home/apt",28544877,"Eva","InsideAirbnb,Santi Espinosa","Gros","Gros"
"425",11733012,43.3240357376214,-1.99056101976074,60,2,"Entire home/apt",62406436,"Arantxa","InsideAirbnb,Santi Espinosa","Centro","Monte Urgull"
"426",3641480,43.3174205954411,-2.00491517633107,120,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Antiguo","Ondarreta"
"427",4493416,43.3221737289635,-1.98576752767939,50,4,"Entire home/apt",3425634,"Olga","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"428",7508034,43.3231948369013,-1.9788214343439,55,2,"Private room",39332444,"Borja","InsideAirbnb,Santi Espinosa","Gros","Gros"
"429",15880285,43.3232892988053,-1.98678554938762,160,6,"Entire home/apt",3952766,"Jon","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"430",15884979,43.3243785894973,-1.95055430134956,120,2,"Private room",102990934,"Ana","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","ATEGORRIETA- ULIA"
"431",3584043,43.3256452815126,-1.96929447995691,175,8,"Entire home/apt",17862112,"Maria Jose","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Manteo"
"432",9196210,43.3219770328722,-1.98262542739834,62,4,"Entire home/apt",25039584,"Ss Housing","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"433",14659615,43.3235013024158,-1.98195733054971,50,2,"Private room",59754218,"Jone","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"434",9981273,43.3117657927914,-1.95330178376987,90,2,"Private room",48917476,"Rosa","InsideAirbnb,Santi Espinosa","Intxaurrondo","Intxaurrondo Sur"
"435",8048654,43.3178820672687,-1.97306433817701,70,3,"Entire home/apt",21758026,"Jokin","InsideAirbnb,Santi Espinosa","Egia","Aldakoenea"
"436",1208285,43.3224663471157,-1.97507284140092,120,6,"Entire home/apt",3358229,"Asier","InsideAirbnb,Santi Espinosa","Gros","Gros"
"437",4706285,43.3100304468983,-1.98889896492091,45,2,"Private room",20922061,"Ana","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"438",13340659,43.322624837678,-1.97900637188678,140,6,"Entire home/apt",3952766,"Jon","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"439",618478,43.3054928168545,-1.97475773430508,180,4,"Entire home/apt",1934446,"Iñaki","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"440",9162716,43.3250692944608,-1.97331977575972,120,4,"Entire home/apt",36626870,"Carolina","InsideAirbnb,Santi Espinosa","Gros","Gros"
"441",12967246,43.3012567615764,-2.05293217974291,160,4,"Entire home/apt",71316977,"Gari","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"442",6492107,43.3120799848518,-2.02301158993065,60,2,"Private room",33930089,"Angel","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"443",6492073,43.3138764975966,-2.0236238544643,38,1,"Private room",33930089,"Angel","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"444",14765984,43.3206644015474,-1.97542089786074,26,1,"Private room",26671296,"Itziar","InsideAirbnb,Santi Espinosa","Egia","Atotxa"
"445",2610097,43.3075682451174,-1.9794031695743,110,4,"Entire home/apt",13367653,"Selectedrentals","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"446",11563936,43.3173878664885,-2.00829388531251,65,2,"Private room",31020295,"Ana Isabel","InsideAirbnb,Santi Espinosa","Antiguo","ANTIGUO"
"447",13483261,43.324399287746,-1.96570311459649,55,2,"Private room",66539980,"Ioritz","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Manteo"
"448",13390724,43.3091524402479,-1.9797633712773,200,4,"Entire home/apt",24273022,"Conchita","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"449",11727746,43.3098530426746,-1.9968834440197,60,2,"Private room",61945641,"Nora","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"450",9401190,43.322429286269,-1.98299983903863,40,2,"Private room",4271408,"Olatu Guest","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"451",14610124,43.3162003744246,-1.9853693706602,99,6,"Entire home/apt",25039584,"Ss Housing","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"452",8000340,43.3186064988876,-1.9292091730943,35,3,"Private room",1580586,"Maria","InsideAirbnb,Santi Espinosa","Altza","Arria"
"453",7574347,43.3117421720957,-2.00101789140321,75,4,"Entire home/apt",39712030,"Dorleta","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"454",6968137,43.3143149779477,-2.004774738896,88,4,"Entire home/apt",18192487,"José Mari","InsideAirbnb,Santi Espinosa","Antiguo","Ondarreta"
"455",2798383,43.3194481523431,-1.98339274673963,180,6,"Entire home/apt",5254782,"Always Easy","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"456",15250230,43.3138744881592,-1.9822034701572,80,4,"Entire home/apt",96979720,"Mj","InsideAirbnb,Santi Espinosa","Centro","Amara Zaharra"
"457",14086976,43.3234526089372,-1.96946954244876,120,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Gros","Gros"
"458",15698671,43.3223248434536,-1.98507615213892,65,4,"Entire home/apt",101354142,"Rosi","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"459",953065,43.3073753165461,-2.05820253266864,132,4,"Entire home/apt",5173315,"Casa Rural Mar Y Mar Agroturismo, S","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"460",13978316,43.3140907737239,-1.99106147941445,250,4,"Entire home/apt",83317009,"Asun","InsideAirbnb,Santi Espinosa","Centro","Paseo Miraconcha"
"461",2976431,43.3235265224586,-1.98457610698448,150,2,"Entire home/apt",15181459,"Amaia","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"462",11136183,43.3169228756634,-1.93628603306667,40,2,"Private room",45468758,"F.","InsideAirbnb,Santi Espinosa","Altza","Altza - Gaina"
"463",953032,43.3084118203271,-2.05986334294618,110,3,"Entire home/apt",5173315,"Casa Rural Mar Y Mar Agroturismo, S","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"464",3525305,43.3209059289254,-1.98235767940675,110,2,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"465",13696114,43.3104220379906,-2.00415410054165,98,5,"Entire home/apt",79850083,"Aitor","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"466",2837161,43.3259404229359,-1.97211802142309,88,2,"Entire home/apt",14492124,"Agurne","InsideAirbnb,Santi Espinosa","Gros","Gros"
"467",14214938,43.3230674552599,-1.97256202460284,45,4,"Private room",38107504,"Iñigo","InsideAirbnb,Santi Espinosa","Gros","Gros"
"468",8937924,43.3115583619027,-2.00728779705079,395,4,"Entire home/apt",23510666,"Aitor","InsideAirbnb,Santi Espinosa","Antiguo","Benta - Berri"
"469",12315284,43.3247834751465,-1.98380536898408,60,4,"Private room",59754218,"Jone","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"470",2517617,43.3191951348057,-1.98307451845846,135,5,"Entire home/apt",12889206,"Paula","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"471",13904520,43.3157176822627,-1.98735395746703,130,4,"Entire home/apt",50920106,"Concepcion","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"472",11725346,43.3127633288436,-2.00418265743166,80,3,"Entire home/apt",18192487,"José Mari","InsideAirbnb,Santi Espinosa","Antiguo","Matia"
"473",2009614,43.3240544458799,-1.96829234882378,45,2,"Private room",10329120,"Natalia","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Ulia - Barren"
"474",13683226,43.3195068794617,-1.97480150177318,120,3,"Entire home/apt",29697318,"Inigo","InsideAirbnb,Santi Espinosa","Egia","Atotxa"
"475",3090961,43.3048523528366,-1.97822905928667,75,2,"Entire home/apt",15721159,"María","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"476",11824215,43.3241105016975,-1.97278364313625,80,4,"Entire home/apt",11356772,"Daniele","InsideAirbnb,Santi Espinosa","Gros","Gros"
"477",2361853,43.3200381228712,-1.95405261092859,125,6,"Entire home/apt",12058299,"Pilar","InsideAirbnb,Santi Espinosa","Intxaurrondo","Intxaurrondo Berri"
"478",5368288,43.3235305523999,-1.98580801758479,100,3,"Entire home/apt",27827094,"Beatriz","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"479",9472482,43.3212421638581,-1.97584127133241,19,1,"Private room",49086359,"Yessica","InsideAirbnb,Santi Espinosa","Gros","Gros"
"480",12283388,43.2950079018807,-1.97001881959592,360,13,"Entire home/apt",66189507,"Villa Sabene 4","InsideAirbnb,Santi Espinosa","Miramon-Zorroaga","Iyola"
"481",10095012,43.2899706345544,-1.98896301579237,100,6,"Entire home/apt",51802919,"Roberto","InsideAirbnb,Santi Espinosa","Miramon-Zorroaga","Oriamendi"
"482",4114845,43.3113459887829,-1.98871966571959,45,2,"Private room",20922061,"Ana","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"483",15927699,43.3236244840151,-1.98355380774843,37,2,"Private room",29992891,"Brendon & Nick","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"484",12888466,43.3161732852464,-1.98641467506089,195,8,"Entire home/apt",2470030,"Vanesa","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"485",5122442,43.3136357390872,-1.99314068663582,250,5,"Entire home/apt",26474511,"Alexey","InsideAirbnb,Santi Espinosa","Aiete","Miraconcha"
"486",6080880,43.3252326273609,-1.97312862900344,55,2,"Private room",31208960,"Monika","InsideAirbnb,Santi Espinosa","Gros","Gros"
"487",715145,43.3105473686351,-1.9789349188662,150,6,"Entire home/apt",3683513,"Nati","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"488",12668959,43.3118139527523,-1.98018617500499,32,1,"Private room",68832889,"Elena","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"489",7145822,43.3169669035566,-1.98651480060581,190,4,"Entire home/apt",14711314,"Inverti San Sebastian","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"490",4049225,43.3042422592192,-1.98142278768597,45,2,"Private room",14547732,"Iñigo","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"491",14035269,43.3206906984128,-1.97944775405572,107,4,"Entire home/apt",20267369,"Nora","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"492",15372843,43.3179212000159,-1.98237233631401,169,4,"Entire home/apt",98189424,"Iberorent Apartments","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"493",13584178,43.3161816695985,-1.97530123113507,36,1,"Private room",50516880,"Ido","InsideAirbnb,Santi Espinosa","Egia","Atotxa"
"494",8139289,43.3141188087295,-1.98625906628424,115,2,"Private room",17097096,"Katherine","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"495",14012947,43.3063712956639,-1.97855865276574,70,1,"Private room",58139690,"Asun","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"496",13274569,43.3133505441566,-1.95818232571725,35,2,"Private room",70783776,"Mariaje","InsideAirbnb,Santi Espinosa","Intxaurrondo","Intxaurrondo Sur"
"497",605611,43.3242702894348,-1.96792642143559,60,1,"Private room",2977232,"Sebastian","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Ulia - Barren"
"498",1836252,43.324821581724,-1.96743894728127,25,1,"Private room",6096016,"Aiala","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Manteo"
"499",13218269,43.3237982876922,-1.98428166337888,105,4,"Entire home/apt",74112299,"Begoña","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"500",1618388,43.3050151508693,-2.04034291992551,70,2,"Private room",8603350,"Agurtxo","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"501",3511680,43.321932828833,-1.97817280953204,180,10,"Entire home/apt",4614604,"Apartamentos Donostia","InsideAirbnb,Santi Espinosa","Gros","Gros"
"502",11932112,43.3236958904359,-1.98562909750632,125,4,"Entire home/apt",27570356,"Nerea","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"503",12120530,43.3124467179722,-1.99634145016802,320,8,"Entire home/apt",65018851,"Montserrat","InsideAirbnb,Santi Espinosa","Antiguo","Pio Baroja"
"504",13570492,43.3242300916189,-1.98370566815069,25,2,"Private room",790667,"Off Beat Guesthouse","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"505",7049635,43.3256885063052,-1.98463693794387,70,2,"Private room",4402649,"SSHA Guesthouse","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"506",13922706,43.3237093204178,-1.9761367737421,45,2,"Private room",15659580,"Eva","InsideAirbnb,Santi Espinosa","Gros","Gros"
"507",12620167,43.3211846910151,-1.98314571983973,75,6,"Entire home/apt",68513616,"Imanol","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"508",6222184,43.3227685806912,-1.99122174262723,120,4,"Entire home/apt",5280731,"Marina","InsideAirbnb,Santi Espinosa",NA,NA
"509",11841903,43.3124642666703,-2.00415089892163,150,6,"Entire home/apt",63100080,"Maria","InsideAirbnb,Santi Espinosa","Antiguo","Matia"
"510",11178349,43.3153474481885,-1.98101318735466,35,2,"Private room",3739364,"Femke","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"511",9289211,43.3223451925355,-1.97559869524203,165,2,"Entire home/apt",3952766,"Jon","InsideAirbnb,Santi Espinosa","Gros","Gros"
"512",6764719,43.3244393879651,-1.96930566499424,75,2,"Private room",12747666,"Nuri Emil","InsideAirbnb,Santi Espinosa","Gros","Gros"
"513",6287659,43.3214993675181,-1.97832503441077,100,4,"Entire home/apt",15341690,"Luar","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"514",13488478,43.3030134896008,-2.00501162440901,46,2,"Private room",77280239,"Borja","InsideAirbnb,Santi Espinosa","Ibaeta","Errotaburu"
"515",15839456,43.3199084253107,-2.00676957902661,86,6,"Entire home/apt",102583389,"Basque Stay","InsideAirbnb,Santi Espinosa","Antiguo","Faro - Erregenea"
"516",15839451,43.3114940201742,-2.01302658221231,68,6,"Entire home/apt",102583389,"Basque Stay","InsideAirbnb,Santi Espinosa","Ibaeta","Arriola"
"517",15839443,43.3166001976289,-1.98653792884384,71,4,"Entire home/apt",102583389,"Basque Stay","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"518",11882082,43.3245207577849,-1.97816227758099,60,8,"Private room",149691,"Alex","InsideAirbnb,Santi Espinosa","Gros","Gros"
"519",544285,43.309905925581,-2.00161252633939,55,2,"Private room",2676178,"Columba","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"520",12865096,43.3225216453678,-1.98731250646925,150,2,"Entire home/apt",67756864,"Izaskun","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"521",14413374,43.31100589956,-1.9888917809851,90,2,"Entire home/apt",87994485,"Hector","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"522",11841080,43.3073603989743,-2.01666798248176,40,2,"Private room",51296876,"Maria Pilar","InsideAirbnb,Santi Espinosa","Ibaeta","Berio"
"523",12889661,43.3050749665286,-1.97738610866705,100,4,"Entire home/apt",6973618,"Ruben","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"524",13817780,43.3243335614266,-1.98507520963983,60,2,"Private room",2849717,"Kelly","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"525",12537389,43.3180487501035,-1.9821894653789,161,3,"Entire home/apt",13367653,"Selectedrentals","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"526",1062831,43.3215341113862,-1.95603363120734,98,4,"Entire home/apt",5849931,"Joel","InsideAirbnb,Santi Espinosa","Intxaurrondo","Intxaurrondo Zaharra"
"527",13602345,43.3231803477889,-1.97604698371562,50,2,"Private room",21623734,"Carolina","InsideAirbnb,Santi Espinosa","Gros","Gros"
"528",14102053,43.323456912064,-1.97593601737366,150,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Gros","Gros"
"529",9686552,43.3138986741175,-2.02777048601102,220,6,"Entire home/apt",50034160,"Diego","InsideAirbnb,Santi Espinosa","Igeldo","IGELDO"
"530",15887884,43.3168228586851,-1.98224751358027,25,2,"Private room",103037542,"Joe","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"531",14487033,43.3244423746904,-1.96404028866495,20,1,"Private room",11160829,"Dawamoru","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Ulia - Barren"
"532",9440771,43.3220891351699,-1.97964731504359,200,4,"Entire home/apt",3746437,"Nuria","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"533",4795889,43.3258188894453,-1.97098308570136,80,6,"Entire home/apt",7770643,"Elías","InsideAirbnb,Santi Espinosa","Gros","Gros"
"534",13241851,43.3136174188603,-1.98938892840307,120,4,"Entire home/apt",5254782,"Always Easy","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"535",6671854,43.3243789421085,-1.97039087503382,75,2,"Private room",12747666,"Nuri Emil","InsideAirbnb,Santi Espinosa","Gros","Gros"
"536",929190,43.3229403846026,-1.98353681069849,110,2,"Entire home/apt",5002242,"Karmele","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"537",3252777,43.3144293862664,-2.00190166310045,110,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Antiguo","Matia"
"538",1674721,43.3189734082225,-1.97006874601071,178,6,"Entire home/apt",8863617,"Mikel","InsideAirbnb,Santi Espinosa","Egia","Aldakoenea"
"539",13626859,43.3241879483598,-1.97377945601716,80,3,"Entire home/apt",5254782,"Always Easy","InsideAirbnb,Santi Espinosa","Gros","Gros"
"540",11841000,43.323748431604,-1.97946551332772,45,1,"Private room",149691,"Alex","InsideAirbnb,Santi Espinosa","Gros","Gros"
"541",6434251,43.3135245868794,-2.00250713081578,284,5,"Entire home/apt",13723057,"Maria","InsideAirbnb,Santi Espinosa","Antiguo","Matia"
"542",13110715,43.3181489923928,-1.96968207631789,69,2,"Entire home/apt",47240699,"Mª José","InsideAirbnb,Santi Espinosa","Egia","Aldakoenea"
"543",3984792,43.3233371770878,-1.97084790805147,30,1,"Private room",19632477,"Ibon","InsideAirbnb,Santi Espinosa","Gros","Gros"
"544",14364051,43.3254803917857,-1.97333028234868,80,4,"Entire home/apt",88092791,"Lide","InsideAirbnb,Santi Espinosa","Gros","Gros"
"545",1183104,43.3233556944134,-1.9848882615967,160,6,"Entire home/apt",3952766,"Jon","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"546",903053,43.321124681689,-1.97396497235184,95,4,"Entire home/apt",4827486,"Patricia","InsideAirbnb,Santi Espinosa","Egia","Atotxa"
"547",7318896,43.3232776521269,-1.98217515064227,107,2,"Entire home/apt",38259578,"Raquel & Joseba","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"548",8834413,43.309096286366,-1.99383809934148,120,6,"Entire home/apt",46269538,"Paula","InsideAirbnb,Santi Espinosa","Antiguo","Pio Baroja"
"549",15047648,43.3121114060468,-1.9526758642837,78,3,"Private room",12465495,"Garazi","InsideAirbnb,Santi Espinosa","Intxaurrondo","Intxaurrondo Sur"
"550",15953241,43.3240524414757,-1.98185760400323,85,4,"Entire home/apt",63333992,"Susana","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"551",9497923,43.3222589548913,-1.97014944947161,145,6,"Entire home/apt",8620322,"Carlos","InsideAirbnb,Santi Espinosa","Gros","Gros"
"552",13569348,43.3164577965745,-1.98680125710526,185,8,"Entire home/apt",10650761,"Andrey","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"553",14068970,43.3196771634702,-1.98225739560432,80,4,"Entire home/apt",5254782,"Always Easy","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"554",5024971,43.3105333890726,-1.99581095544181,82,4,"Entire home/apt",25932334,"Luis","InsideAirbnb,Santi Espinosa","Antiguo","Pio Baroja"
"555",4902102,43.3275628443147,-1.96994502379398,150,2,"Entire home/apt",16300842,"Eva","InsideAirbnb,Santi Espinosa","Gros","Sag�es"
"556",5532868,43.3224607027322,-1.95983853609494,120,6,"Entire home/apt",12954077,"Aritz","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Ategorrieta"
"557",14955683,43.3147535706512,-2.00064216071715,99,3,"Entire home/apt",12954077,"Aritz","InsideAirbnb,Santi Espinosa","Antiguo","Matia"
"558",11816128,43.322727869194,-1.9858654787399,149,6,"Entire home/apt",6598471,"People Rentals","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"559",4336840,43.3148661034124,-1.98966398396683,120,2,"Private room",17097096,"Katherine","InsideAirbnb,Santi Espinosa","Centro","Paseo Miraconcha"
"560",13585589,43.3158271016809,-2.00738948014839,200,4,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Antiguo","Faro - Erregenea"
"561",5770437,43.3259552445287,-1.97094376290516,130,5,"Entire home/apt",13367653,"Selectedrentals","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","Manteo"
"562",7752862,43.3082031700083,-2.00606728387927,120,7,"Entire home/apt",40761716,"Sebastian","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"563",15372846,43.3238582034496,-1.98706114272561,132,4,"Entire home/apt",98189424,"Iberorent Apartments","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"564",2854027,43.2922361719375,-1.99615013975132,100,7,"Entire home/apt",14591119,"Ana & Ralf","InsideAirbnb,Santi Espinosa","Añorga","Anorga Txiki"
"565",13888648,43.3226157732319,-1.98692328416972,120,2,"Entire home/apt",12410760,"Peter","InsideAirbnb,Santi Espinosa","Centro","Parte Vieja"
"566",13372540,43.3255179443772,-1.96418670185251,150,5,"Entire home/apt",24686186,"Estitxu","InsideAirbnb,Santi Espinosa","Ategorrieta-Ulia","ATEGORRIETA- ULIA"
"567",3239025,43.3185471147695,-1.95940606550707,76,4,"Entire home/apt",2907063,"Josefran","InsideAirbnb,Santi Espinosa","Intxaurrondo","Marrutxipi"
"568",3427448,43.3102940908541,-2.0008877048575,135,4,"Entire home/apt",17122408,"Espe","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"569",13372526,43.3165384465286,-1.9803680151745,100,4,"Entire home/apt",4614604,"Apartamentos Donostia","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"570",6982755,43.3244751820493,-1.97762295241672,140,6,"Entire home/apt",3952766,"Jon","InsideAirbnb,Santi Espinosa","Gros","Gros"
"571",7466071,43.3080422429159,-1.9788625191467,105,3,"Entire home/apt",39105792,"Pedro & Eva","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"572",3222611,43.3194452160519,-1.98040817205257,110,2,"Entire home/apt",15707672,"The Rentals Collection","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"573",5196884,43.3187307652137,-1.97984403196894,120,4,"Entire home/apt",5254782,"Always Easy","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"574",16133205,43.3237367218326,-1.97050236975831,65,4,"Entire home/apt",105237788,"Arantxa Y Aitor","InsideAirbnb,Santi Espinosa","Gros","Gros"
"575",1118725,43.3121691007621,-1.92254715805664,60,2,"Entire home/apt",6139365,"Conchi","InsideAirbnb,Santi Espinosa","Altza","Molinao"
"576",7700999,43.3157421572871,-1.96616483377093,120,9,"Entire home/apt",40453600,"Francisco","InsideAirbnb,Santi Espinosa","Egia","Tolaregoia"
"577",796513,43.3164153860253,-1.95089129916781,90,5,"Entire home/apt",3065884,"Diana","InsideAirbnb,Santi Espinosa","Intxaurrondo","Intxaurrondo Norte"
"578",15592521,43.3099025759197,-2.00168765947145,15,1,"Shared room",100340746,"Koisi","InsideAirbnb,Santi Espinosa","Antiguo","Heriz - Aizgorri"
"579",15387683,43.3243490745979,-1.9766959512401,132,4,"Entire home/apt",98189424,"Iberorent Apartments","InsideAirbnb,Santi Espinosa","Gros","Gros"
"580",4983780,43.3039783660681,-1.97722975165402,30,2,"Private room",17631675,"Rudy","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
"581",5882657,43.3153971899227,-1.96975940536833,100,6,"Entire home/apt",13725999,"Masa Y Borja","InsideAirbnb,Santi Espinosa","Egia","Tolaregoia"
"582",625045,43.3126182367086,-2.00566930432786,60,3,"Entire home/apt",3100870,"David","InsideAirbnb,Santi Espinosa","Antiguo","Benta - Berri"
"583",12708874,43.3260425837447,-1.9727932813671,75,6,"Entire home/apt",69087589,"Jon","InsideAirbnb,Santi Espinosa","Gros","Gros"
"584",9194484,43.3089153363466,-1.9823770871669,60,2,"Private room",47829747,"Mariona","InsideAirbnb,Santi Espinosa","Aiete","Arbaizenea"
"585",12962786,43.3250028635213,-1.98303617762855,100,6,"Entire home/apt",4614604,"Apartamentos Donostia","InsideAirbnb,Santi Espinosa","Centro","Area Romantica"
"586",13737789,43.2970367386037,-1.97337929029811,38,2,"Private room",76289581,"Asier","InsideAirbnb,Santi Espinosa","Miramon-Zorroaga","Iyola"
"587",14215224,43.3042198581346,-1.98207713092017,60,4,"Entire home/apt",86327331,"Maria","InsideAirbnb,Santi Espinosa","Amara Berri","Amara - Berri"
