id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price,reviews_20180912,lastreview_20180912,exists_20180912
airbnb599232778a46554f807af49f1117,https://www.airbnb.com/rooms/16151829,-2.940647650935546,43.25863277812884,2017-08-17 08:02:59.761000,2017-09-08 01:03:43.196000,airbnb97970926,entire_home,2,4,23,2,100,0,0,0
airbnb599232778a46554f807af49f1118,https://www.airbnb.com/rooms/19328096,-2.9402834847429364,43.25876140762496,2017-08-17 08:02:59.762000,2017-09-08 01:03:48.638000,airbnb41836509,entire_home,2,4,6,3,105,0,0,0
airbnb599232778a46554f807af49f1119,https://www.airbnb.com/rooms/19110058,-2.9387046338699454,43.25874789580776,2017-08-17 08:03:03.859000,2018-06-01 05:26:04.761000,airbnb19447512,private_room,2,3,3,1,179,4,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1120,https://www.airbnb.com/rooms/13390295,-2.938456400313244,43.257421637070856,2017-08-17 08:01:11.878000,2017-09-08 01:04:03.811000,airbnb76146791,entire_home,3,6,36,1,110,0,0,0
airbnb599232778a46554f807af49f1121,https://www.airbnb.com/rooms/22567734,-2.938254372086758,43.255981768515596,2018-05-05 15:34:37.573000,2018-06-01 05:24:39.792000,airbnb86104695,private_room,1,2,12,2,36,27,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1122,https://www.airbnb.com/rooms/22431886,-2.9377554502749548,43.25560202715525,2018-05-05 15:34:37.573000,2018-05-08 08:08:02.829000,airbnb164277100,entire_home,4,7,18,1,106,38,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1123,https://www.airbnb.com/rooms/24132376,-2.9380905740375165,43.25488409364575,2018-05-07 02:37:21.042000,2018-05-29 14:53:52.131000,airbnb181805690,private_room,1,2,17,1,42,62,2018-09-01 00:00:00,1
airbnb599232778a46554f807af49f1124,https://www.airbnb.com/rooms/22582767,-2.9381173978787425,43.25380534571898,2018-05-07 02:37:21.042000,2018-05-29 14:55:34.471000,airbnb164277100,entire_home,4,7,2,2,84,7,2018-07-01 00:00:00,1
airbnb599232778a46554f807af49f1125,https://www.airbnb.com/rooms/18823249,-2.9394596061371123,43.254430297627,2017-08-17 08:01:07.716000,2017-09-08 01:04:25.753000,airbnb130004775,entire_home,3,5,7,2,150,20,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1126,https://www.airbnb.com/rooms/24906080,-2.9390608002093312,43.25509922629266,2018-05-25 11:00:30.539000,2018-06-01 05:25:43.452000,airbnb53273043,private_room,1,2,1,1,120,1,2018-05-01 00:00:00,1
airbnb599232778a46554f807af49f1127,https://www.airbnb.com/rooms/13520710,-2.939288965114127,43.25552516354039,2017-08-17 08:01:07.716000,2017-09-08 01:04:31.568000,airbnb23413111,entire_home,3,6,20,2,80,0,0,0
airbnb599232778a46554f807af49f1128,https://www.airbnb.com/rooms/24798038,-2.941245271003769,43.255083480791676,2018-05-05 15:34:37.573000,2018-05-08 08:08:27.506000,airbnb180731800,entire_home,3,4,0,1,554,0,0,0
airbnb599232778a46554f807af49f1129,https://www.airbnb.com/rooms/7529404,-2.9415048004458004,43.25374744026532,2017-08-17 01:40:02.208000,2017-09-08 01:04:49.337000,airbnb29821014,entire_home,1,2,35,2,83,0,0,0
airbnb599232778a46554f807af49f1130,https://www.airbnb.com/rooms/19520790,-2.9417358708431363,43.25607529667151,2018-05-25 07:41:25.867000,2018-05-30 20:26:31.845000,airbnb16828328,private_room,1,1,5,2,36,0,0,0
airbnb599232778a46554f807af49f1131,https://www.airbnb.com/rooms/5241261,-2.9407263084014765,43.257121508129146,2017-08-17 08:01:07.716000,2017-09-08 01:05:07.342000,airbnb25328447,entire_home,1,2,138,2,70,0,0,0
airbnb599232778a46554f807af49f1132,https://www.airbnb.com/rooms/18698847,-2.9404187888928006,43.25696854794082,2017-08-17 08:01:11.878000,2017-09-08 01:05:12.579000,airbnb19447512,entire_home,2,3,2,1,120,0,0,0
airbnb599232778a46554f807af49f1133,https://www.airbnb.com/rooms/3333273,-2.9405155995807384,43.25709011416131,2018-05-05 15:34:37.573000,2018-06-01 05:26:40.518000,airbnb16828328,private_room,0,2,8,2,48,0,0,0
airbnb599232778a46554f807af49f1134,https://www.airbnb.com/rooms/15351600,-2.9405793397174853,43.2572244288611,2017-08-17 08:01:00.079000,2017-09-08 01:05:22.287000,airbnb97922883,private_room,1,2,11,1,38,0,0,0
airbnb599232778a46554f807af49f1135,https://www.airbnb.com/rooms/11970693,-2.9419423039808557,43.25783765438379,2017-08-17 01:40:41.383000,2017-09-08 01:05:27.771000,airbnb3268463,entire_home,3,5,4,5,135,0,0,0
airbnb599232778a46554f807af49f1136,https://www.airbnb.com/rooms/12977583,-2.9414864928669826,43.25713986888333,2017-08-17 01:40:02.209000,2017-09-08 01:05:33.076000,airbnb71437698,private_room,1,2,44,2,67,0,0,0
airbnb599232778a46554f807af49f1137,https://www.airbnb.com/rooms/24916326,-2.942176375283304,43.25732357164082,2018-05-25 07:41:28.584000,2018-05-30 20:27:10.690000,airbnb84707866,private_room,1,2,0,1,358,0,0,1
airbnb599232778a46554f807af49f1138,https://www.airbnb.com/rooms/17954812,-2.9438095300755345,43.25772257206852,2017-08-17 01:40:02.208000,2018-05-30 20:28:00.171000,airbnb123203176,entire_home,2,4,14,2,119,19,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1139,https://www.airbnb.com/rooms/22808061,-2.9450287538234923,43.25688383439647,2018-05-25 07:41:23.247000,2018-05-30 20:25:47.272000,airbnb153527958,entire_home,3,4,6,2,179,17,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1140,https://www.airbnb.com/rooms/24625268,-2.9440954032302886,43.256646722153185,2018-05-25 07:41:28.584000,2018-05-30 20:27:26.854000,airbnb186097949,entire_home,3,4,0,2,1490,0,0,1
airbnb599232778a46554f807af49f1141,https://www.airbnb.com/rooms/20512463,-2.9447998712760755,43.25614994293451,2017-08-29 20:30:32.351000,2017-09-08 01:05:44.104000,airbnb146441469,private_room,1,2,2,1,22,4,2017-09-01 00:00:00,1
airbnb599232778a46554f807af49f1142,https://www.airbnb.com/rooms/21163841,-2.9441447014135202,43.25573236773358,2018-05-25 07:41:28.584000,2018-05-30 20:27:16.542000,airbnb43324450,private_room,1,2,5,2,26,17,2018-08-01 00:00:00,1
airbnb599232778a46554f807af49f1143,https://www.airbnb.com/rooms/17760675,-2.943890505684206,43.25568040285286,2018-05-25 07:41:23.247000,2018-05-30 20:25:44.259000,airbnb73341595,entire_home,4,5,5,3,119,0,0,0
airbnb599232778a46554f807af49f1144,https://www.airbnb.com/rooms/20479145,-2.9439193090598006,43.25548185154456,2017-08-17 01:40:02.208000,2017-09-08 01:05:54.262000,airbnb146195491,private_room,1,2,12,1,23,0,0,0
airbnb599232778a46554f807af49f1145,https://www.airbnb.com/rooms/20513103,-2.943788693210979,43.2562174245372,2017-08-29 20:30:32.350000,2018-05-30 20:25:21.560000,airbnb43324450,private_room,1,1,8,2,30,0,0,1
