estado,tipo,dirección,longitude,latitude
VUT_Tramitacion,Viviendas de uso turístico,"Bermingham 21, 06 - A",-1.9717615382,43.3241043105
VUT_Favorable,Viviendas de uso turístico,"Bermingham 23, 01 - A",-1.9716831076,43.3240451662
VUT_Tramitacion,Viviendas de uso turístico,"Bermingham 24, 02 - C",-1.971239369,43.3234664188
VUT_Favorable,Viviendas de uso turístico,"Bermingham 31, 01 - A",-1.9710997997,43.3236025718
VUT_Tramitacion,Viviendas de uso turístico,"Bermingham 31, 07 - B",-1.9710997997,43.3236025718
VUT_Tramitacion,Viviendas de uso turístico,"Biteri, Pz de 2, En - B",-1.9747030048,43.3231125804
VUT_Tramitacion,Viviendas de uso turístico,"Bizkaia, Ps de 16, 04 - B",-1.9789191124,43.3085935268
VUT_Tramitacion,Viviendas de uso turístico,"Blas de Lezo 4, 04 - Iz",-1.9858897566,43.3162393263
VUT_Tramitacion,Viviendas de uso turístico,"Blas de Lezo 4, Bh  (6º)",-1.9858897566,43.3162393263
VUT_Tramitacion,Viviendas de uso turístico,"Bordatxipi, Ps de 10  Edificio Entero",-1.9600712605,43.322637401
VUT_Tramitacion,Viviendas de uso turístico,"Boulevard,Al del 3, 01 - A",-1.9822324143,43.3225806738
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 7, 01 - C",-1.9828351141,43.3223531794
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 9, 00  Principal C",-1.9830335608,43.3222789463
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 10  1º D",-1.9837859511,43.3225784603
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 11, 01 - Iz",-1.9830720239,43.3222651512
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 18  Entlo. Dcha.",-1.9845957922,43.3224873241
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 18  Entlo. Izda.",-1.9845957922,43.3224873241
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 18  Entlo. Izda.",-1.9845957922,43.3224873241
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 18, 01 - Dr",-1.9845957922,43.3224873241
VUT_Tramitacion,Viviendas de uso turístico,"Boulevard,Al del 19, 01",-1.9839737905,43.3219270331
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 23, 01 - A",-1.9845023738,43.321728046
VUT_Tramitacion,Viviendas de uso turístico,"Boulevard,Al del 23, 04 - D",-1.9845023738,43.321728046
VUT_Tramitacion,Viviendas de uso turístico,"Boulevard,Al del 23, 06 - B",-1.9845023738,43.321728046
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 24, En - B  Entresuelo B",-1.9851744274,43.3223416347
VUT_Favorable,Viviendas de uso turístico,"Boulevard,Al del 26, En - Iz",-1.985236858,43.3223253502
VUT_Tramitacion,Viviendas de uso turístico,"Buen Pastor, Pz del 6, 01 - Iz",-1.9823437194,43.3170060781
VUT_Tramitacion,Viviendas de uso turístico,"Buen Pastor, Pz del 8  1º Derecha",-1.9822875854,43.3169261589
VUT_Tramitacion,Viviendas de uso turístico,"Buen Pastor, Pz del 8  1º Izquierda",-1.9822875854,43.3169261589
VUT_Tramitacion,Viviendas de uso turístico,"Buen Pastor, Pz del 8  2º Derecha",-1.9822875854,43.3169261589
VUT_Tramitacion,Viviendas de uso turístico,"Buen Pastor, Pz del 18, 05 - Iz",-1.9818581154,43.3163170537
VUT_Tramitacion,Viviendas de uso turístico,"Buen Pastor, Pz del 18, 05 - Iz",-1.9818581154,43.3163170537
VUT_Tramitacion,Viviendas de uso turístico,Camino 4  5º Centro,-1.9811812311,43.3211057427
VUT_Favorable,Viviendas de uso turístico,Campanario 5  Bajo Derecha,-1.9868202962,43.3230466919
VUT_Favorable,Viviendas de uso turístico,Campanario 5  Bajo Izda.,-1.9868202962,43.3230466919
VUT_Tramitacion,Viviendas de uso turístico,"Carlos I,Av de 3, 06 - A",-1.9786842522,43.3044528627
VUT_Tramitacion,Viviendas de uso turístico,"Carlos I,Av de 7, 09 - A",-1.9786130743,43.3040868235
VUT_Tramitacion,Viviendas de uso turístico,"Carlos I,Av de 11, 05 - B",-1.9785471594,43.3037452336
VUT_Tramitacion,Viviendas de uso turístico,"Carlos I,Av de 26, 08 - D",-1.9790436804,43.3034644936
VUT_Tramitacion,Viviendas de uso turístico,"Carlos I,Av de 36, 14 - C",-1.9790131444,43.3023128124
VUT_Favorable,Viviendas de uso turístico,Carmelo Etxegarai 2  1ºd,-2.0056437517,43.3118465896
VUT_Tramitacion,Viviendas de uso turístico,"Carmelo Etxegarai 8, 01 - Dr",-2.0062476651,43.3115402823
VUT_Favorable,Viviendas de uso turístico,"Catalina de Erauso 3-Iz, 01 - C",-1.9797168879,43.3046353262
VUT_Tramitacion,Viviendas de uso turístico,"Catalina de Erauso 7, 04 - A",-1.9808356375,43.3045862312
VUT_Tramitacion,Viviendas de uso turístico,"Catalina de Erauso 15-Iz, En - A",-1.9814867231,43.3046183243
VUT_Tramitacion,Viviendas de uso turístico,"Catalina de Erauso 22, 05 - D",-1.9824377092,43.3047291705
VUT_Tramitacion,Viviendas de uso turístico,"Centenario, Pz del 5, 05",-1.9804252503,43.3129543423
VUT_Tramitacion,Viviendas de uso turístico,"Centenario, Pz del 5, 07",-1.9804252503,43.3129543423
VUT_Tramitacion,Viviendas de uso turístico,Cesar Chicote 14  Edificio Completo,-1.9759561056,43.2927058297
VUT_Tramitacion,Viviendas de uso turístico,"Claudio A. Luzuriaga 1, 06 - C",-1.9754044355,43.3239766345
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 3Y  Entresuelo Dcha",-1.9774653018,43.3220764913
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 7  Entreplanta- Local B",-1.9774054382,43.3224102029
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 9, 06 - A",-1.9773741119,43.3225792973
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 10, 03",-1.9772105163,43.3221048283
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 12, 02 - D",-1.9768368497,43.323006978
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 12, 06 - C",-1.9768368497,43.323006978
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 12, 07 - B",-1.9768368497,43.323006978
VUT_Favorable,Viviendas de uso turístico,"Colon, Ps de 17  Entlo. Izda.",-1.9769025074,43.3233129978
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 21, 06 - Iz",-1.9766947922,43.3234978926
VUT_Favorable,Viviendas de uso turístico,"Colon, Ps de 24, 01 - Dr",-1.9758545091,43.3237991351
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 24, 01 - Iz",-1.9758545091,43.3237991351
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 24, 08 - Dr",-1.9758545091,43.3237991351
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 29, 02 - B",-1.9749560714,43.3247417805
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 29, 02 - E",-1.9749560714,43.3247417805
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 29, 07 - A",-1.9749560714,43.3247417805
VUT_Favorable,Viviendas de uso turístico,"Colon, Ps de 39  Principal Derecha",-1.9740971247,43.325344313
VUT_Tramitacion,Viviendas de uso turístico,"Colon, Ps de 39, 02 - Iz",-1.9740971247,43.325344313
VUT_Favorable,Viviendas de uso turístico,"Constitucion, Pz 4, 01 - Dr",-1.9850506018,43.3237935912
VUT_Tramitacion,Viviendas de uso turístico,"Constitucion, Pz 11, 01 - Iz",-1.9844933772,43.3234897857
VUT_Favorable,Viviendas de uso turístico,"Constitucion, Pz 12  Entlo.",-1.984661684,43.3234480584
VUT_Tramitacion,Viviendas de uso turístico,"Corta 4, 04 - C",-1.9747516826,43.3215455144
VUT_Tramitacion,Viviendas de uso turístico,"Crist. Balenciaga, Ps 5  Gure Izardia",-2.0169448632,43.3179041013
VUT_Tramitacion,Viviendas de uso turístico,"Crist. Balenciaga, Ps 5  Gure Izardia",-2.0169448632,43.3179041013
VUT_Favorable,Viviendas de uso turístico,Doctor C. Delgado 3  Entlo. B,-1.9702041047,43.3245831134
VUT_Tramitacion,Viviendas de uso turístico,"Doctor C. Delgado 3, En  Entresuelo",-1.9702041047,43.3245831134
VUT_Tramitacion,Viviendas de uso turístico,"Doctor Marañon, Ps 14, 01 - B  Begi Urdiñak",-1.9968543249,43.3079440863
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 3, 04 - B",-2.0081458279,43.3128492675
VUT_Favorable,Viviendas de uso turístico,"Donibane Garazi 5, 01 - B",-2.0082585647,43.3129688346
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 5, 06 - B",-2.0082585647,43.3129688346
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 6, 05 - A",-2.0080298226,43.3130822888
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 6, 05 - C",-2.0080298226,43.3130822888
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Baena, Ps 15, 00 - Iz",-1.9951452232,43.3136317328
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 3-Dr, 02 - D",-1.9740418095,43.3201226512
VUT_Favorable,Viviendas de uso turístico,"Duque de Mandas, Ps 3-Iz, 01 - C",-1.9740418095,43.3201226512
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 5, 01 - A",-1.9740960866,43.319916665
VUT_Favorable,Viviendas de uso turístico,"Duque de Mandas, Ps 5, 01 - C",-1.9740960866,43.319916665
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 11, 06 - B",-1.9741999529,43.3195267113
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 11, 06 - D",-1.9741999529,43.3195267113
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 15, 02 - A",-1.9742642053,43.3192921802
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 19.A, 07 - A",-1.9743271153,43.3190494428
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 27, 04 - D",-1.9745115177,43.3183583802
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 30, 11 - E",-1.9750823817,43.3181311813
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 30, 17 - H",-1.9750823817,43.3181311813
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 33, 06 - Dr",-1.9745955829,43.3179868879
VUT_Favorable,Viviendas de uso turístico,"Duque de Mandas, Ps 36, 01 - F",-1.9757438157,43.3182237301
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 37, En - A",-1.9746432228,43.3177720174
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 43, 06 - C",-1.9747512008,43.3172177678
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas, Ps 51  8ºa",-1.9745506119,43.3166424727
VUT_Tramitacion,Viviendas de uso turístico,"Easo 12, 06 - Iz  Añorga",-1.984071438,43.3170440396
VUT_Favorable,Viviendas de uso turístico,Easo 13  1º A,-1.9842021195,43.3175275716
VUT_Favorable,Viviendas de uso turístico,Easo 13  1º B,-1.9842021195,43.3175275716
VUT_Favorable,Viviendas de uso turístico,"Easo 16, 1º - C",-1.9837747402,43.3166214336
VUT_Tramitacion,Viviendas de uso turístico,"Easo 19, 03 - Iz",-1.9839500928,43.317169655
VUT_Tramitacion,Viviendas de uso turístico,"Easo 23, 06 - Iz",-1.9838590149,43.3170404416
VUT_Tramitacion,Viviendas de uso turístico,"Easo 25, 03 - D",-1.9838115377,43.3169737466
VUT_Tramitacion,Viviendas de uso turístico,"Easo 25, 04 - B",-1.9838115377,43.3169737466
VUT_Tramitacion,Viviendas de uso turístico,"Easo 37, 03 - Dr",-1.9831070501,43.3159651936
VUT_Tramitacion,Viviendas de uso turístico,"Easo 51, 01 - Iz",-1.9821637835,43.3146055866
VUT_Favorable,Viviendas de uso turístico,"Easo 51, 01 - Iz",-1.9821637835,43.3146055866
VUT_Tramitacion,Viviendas de uso turístico,"Easo 53, 06 - Dd",-1.9820896878,43.3145011052
VUT_Tramitacion,Viviendas de uso turístico,"Easo 59, 03 - Dr",-1.9819321641,43.3142750406
VUT_Tramitacion,Viviendas de uso turístico,"Easo 63, 01 - Dr",-1.9817292724,43.3139892322
VUT_Tramitacion,Viviendas de uso turístico,"Easo 63, 01 - Iz",-1.9817292724,43.3139892322
VUT_Tramitacion,Viviendas de uso turístico,"Easo 63, 02 - Dr",-1.9817292724,43.3139892322
VUT_Tramitacion,Viviendas de uso turístico,"Easo 67, 06 - C",-1.9816006057,43.3138075462
VUT_Tramitacion,Viviendas de uso turístico,"Easo 71, 03 - D",-1.9814526545,43.313599215
VUT_Tramitacion,Viviendas de uso turístico,"Easo 71, 05 - D",-1.9814526545,43.313599215
VUT_Tramitacion,Viviendas de uso turístico,"Easo, Pz de 4, 01 - Dr",-1.9825484916,43.3143714707
VUT_Favorable,Viviendas de uso turístico,"Easo, Pz de 4, 01 - Dr",-1.9825484916,43.3143714707
VUT_Favorable,Viviendas de uso turístico,"Easo, Pz de 4, 01 - Iz",-1.9825484916,43.3143714707
VUT_Tramitacion,Viviendas de uso turístico,"Easo, Pz de 6, 06 - Dr",-1.9825621299,43.3141231577
VUT_Tramitacion,Viviendas de uso turístico,"Egia 8, 00 - Iz",-1.9738889,43.3164136763
VUT_Tramitacion,Viviendas de uso turístico,"Egia 10, 05 - 3",-1.9736826365,43.3164179486
VUT_Favorable,Viviendas de uso turístico,"Elisabete Maiztegi 13  Villa, Baja y Primera",-1.9717090414,43.2949202102
VUT_Tramitacion,Viviendas de uso turístico,"Elkano 3, 04 - Iz",-1.983145705,43.3219293083
VUT_Tramitacion,Viviendas de uso turístico,"Errondo, Ps de 2, 04 - Cd",-1.9811270462,43.3108791135
VUT_Tramitacion,Viviendas de uso turístico,"Errondo, Ps de 4-02, 10 - C",-1.9812232286,43.3103992194
VUT_Favorable,Viviendas de uso turístico,"Errondo, Ps de 6  1º B",-1.9812942822,43.3100357998
VUT_Tramitacion,Viviendas de uso turístico,"Escolta Real 4, 01 - D",-2.0017053945,43.3136648699
VUT_Tramitacion,Viviendas de uso turístico,Escolta Real 8  4º A,-2.0015535648,43.3133804427
VUT_Favorable,Viviendas de uso turístico,"Escolta Real 63, 01 - Dr",-1.9991698984,43.3095408838
VUT_Favorable,Viviendas de uso turístico,Escritor J. Artetxe 7,-2.0160691211,43.3054165793
VUT_Favorable,Viviendas de uso turístico,Esterlines 17  1º,-1.9850456105,43.3228562691
VUT_Tramitacion,Viviendas de uso turístico,"Etxaide 4, 03 - D",-1.9799687415,43.3199062513
VUT_Tramitacion,Viviendas de uso turístico,"Etxaide 8, 03 - Iz",-1.9796905467,43.3195064013
VUT_Tramitacion,Viviendas de uso turístico,"Etxaide 10, 01 - Dr",-1.9796323118,43.3194268222
VUT_Tramitacion,Viviendas de uso turístico,"Etxaide 10, 01 - Iz",-1.9796323118,43.3194268222
VUT_Tramitacion,Viviendas de uso turístico,"Euskadi, Pz de 1, 03 - 3  3º C",-1.9776103147,43.3216588085
VUT_Tramitacion,Viviendas de uso turístico,"Euskadi, Pz de 1, 07 - B",-1.9776103147,43.3216588085
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 5, 01 - Dr",-1.9822800813,43.3242318919
VUT_Favorable,Viviendas de uso turístico,"Euskal Herria 5, 01 - Iz",-1.9822800813,43.3242318919
VUT_Favorable,Viviendas de uso turístico,Euskal Herria 6  1º Dcha.,-1.9823768631,43.3240715727
VUT_Favorable,Viviendas de uso turístico,Euskal Herria 6  1º Izda.,-1.9823768631,43.3240715727
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 9, 03 - B",-1.9820576871,43.3243142848
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 10, 03 - Dr",-1.9821048118,43.3241733337
VUT_Favorable,Viviendas de uso turístico,Euskal Herria 12  1º C,-1.9820086437,43.3242082256
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 12, 05 - B",-1.9820086437,43.3242082256
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 12, 06 - A",-1.9820086437,43.3242082256
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 14, 02",-1.9818295323,43.3242763259
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 14, 04 - C",-1.9818295323,43.3242763259
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 14, 06 - B",-1.9818295323,43.3242763259
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 8-Dr, 02 - C",-1.977108218,43.305750737
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 8-Dr, 05 - D",-1.977108218,43.305750737
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 11, 07 - A",-1.9781778616,43.3051750045
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 12, 04 - D",-1.9783381349,43.3050874717
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 14, 03 - A",-1.9787075643,43.3048868187
VUT_Favorable,Viviendas de uso turístico,"Faro, Ps del 15  Principal (1º Piso)",-2.00647633,43.3194619157
VUT_Tramitacion,Viviendas de uso turístico,"Felipe Iv,Av de 4-Dr, 08 - D",-1.9763097599,43.3057860044
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 14, 01 - Dr",-1.9840196982,43.3234128225
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 29, 01",-1.9851720568,43.3230989818
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 34, 01 - Iz",-1.985217788,43.3231375666
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 37, 01  1º",-1.9857077828,43.3229529089
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 39, 01",-1.9857635548,43.3229365651
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 39, 02",-1.9857635548,43.3229365651
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 39, 03",-1.9857635548,43.3229365651
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 41, 01",-1.985824154,43.3229191836
VUT_Tramitacion,Viviendas de uso turístico,"Fe, Ps de la 12  Ana Maria",-1.9920613193,43.3135601139
VUT_Tramitacion,Viviendas de uso turístico,"Fe, Ps de la 22, 01 - Dr",-1.993023567,43.3137528224
VUT_Favorable,Viviendas de uso turístico,"Fe, Ps de la 50A",-1.9912050626,43.3121637087
VUT_Tramitacion,Viviendas de uso turístico,"Francia, Ps de 1, 1º - B",-1.9768235581,43.3212857399
VUT_Favorable,Viviendas de uso turístico,"Francia, Ps de 5, 00 - A  Beduria",-1.9768708851,43.3198031225
VUT_Favorable,Viviendas de uso turístico,"Francia, Ps de 5, 00 - B  Beduria",-1.9768708851,43.3198031225
VUT_Favorable,Viviendas de uso turístico,"Francia, Ps de 5, 00 - C  Beduria",-1.9768708851,43.3198031225
VUT_Favorable,Viviendas de uso turístico,"Fuente de la Salud 10, 01 - D",-1.9827158473,43.3133504074
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 16, 02 - C",-1.982631072,43.3129104134
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 18, 01 - A",-1.9826154506,43.3128784885
VUT_Favorable,Viviendas de uso turístico,"Fuente de la Salud 18, 01 - C",-1.9826154506,43.3128784885
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 18, 05 - A",-1.9826154506,43.3128784885
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 22, 01 - D",-1.9824839407,43.312630685
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 26, 05 - D",-1.9822486055,43.3123088409
VUT_Tramitacion,Viviendas de uso turístico,"Gabriel M.Lafitte, Pz 4, 06 - B2",-1.9730823162,43.31245616
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 3, 03 - Dr",-1.9839861257,43.3216308947
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 6, 04 - I",-1.9840861111,43.3214776259
VUT_Favorable,Viviendas de uso turístico,"Garibai 20, 01 - B",-1.9835466548,43.3207014174
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 20, 05 - A",-1.9835466548,43.3207014174
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 34, 04 - B",-1.9828990415,43.3197781015
VUT_Favorable,Viviendas de uso turístico,"General Artetxe 8, 01 - Iz",-1.9724525781,43.324324468
VUT_Tramitacion,Viviendas de uso turístico,"General Artetxe 8, 05 - Dr",-1.9724525781,43.324324468
VUT_Favorable,Viviendas de uso turístico,"General Etxague 1, 01 - Iz",-1.982194055,43.3236150389
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 1, 07 - Dr",-1.982194055,43.3236150389
VUT_Favorable,Viviendas de uso turístico,"General Etxague 2, 01 - Dr",-1.9821566487,43.323506382
VUT_Favorable,Viviendas de uso turístico,"General Etxague 2, 01 - Iz",-1.9821566487,43.323506382
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 2, 04 - Iz",-1.9821566487,43.323506382
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 4, 05 - Iz",-1.9819203433,43.3235947738
VUT_Favorable,Viviendas de uso turístico,General Etxague 6  1º Dcha.,-1.9818786383,43.3236106107
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 6, 03 - Dr",-1.9818786383,43.3236106107
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 6, 06 - Iz",-1.9818786383,43.3236106107
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 7, 06 - A",-1.9818431865,43.3237468032
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 11, 05 - Dr",-1.9816571435,43.3238164624
VUT_Favorable,Viviendas de uso turístico,"General Etxague 14, 01 - B",-1.9814608758,43.323767261
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 14, 04 - A",-1.9814608758,43.323767261
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 15, 03 - D",-1.9815240964,43.3238662431
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 3, 02 - Dr",-1.9828407542,43.32469836
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 3, 05 - Iz",-1.9828407542,43.32469836
VUT_Favorable,Viviendas de uso turístico,General Jauregi 5  1º Dcha,-1.9826899543,43.3247550077
VUT_Favorable,Viviendas de uso turístico,General Jauregi 8  Bajo,-1.9826134651,43.3246601403
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 8, 04 - Dr",-1.9826134651,43.3246601403
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 9, 03 - Iz",-1.9825030368,43.3248252007
VUT_Favorable,Viviendas de uso turístico,"General Jauregi 11, 01 - B  Parma",-1.9824335258,43.3248516858
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 11, 02 - C  Parma",-1.9824335258,43.3248516858
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 11, 04 - E  Parma",-1.9824335258,43.3248516858
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 12, 06 - Dr",-1.9824437944,43.3247241835
VUT_Favorable,Viviendas de uso turístico,"General Jauregi 18, 01",-1.982244205,43.3247998462
VUT_Tramitacion,Viviendas de uso turístico,"General Lertsundi 5, 03 - Iz",-1.9867091141,43.315340195
VUT_Tramitacion,Viviendas de uso turístico,"General Lertsundi 6, 04 - Di",-1.9868267167,43.3153056691
VUT_Tramitacion,Viviendas de uso turístico,"General Lertsundi 6, 05 - Cn",-1.9868267167,43.3153056691
VUT_Favorable,Viviendas de uso turístico,"Getaria 2.T, 01  Entresuelo Derecha -B",-1.9814761888,43.3192482205
VUT_Favorable,Viviendas de uso turístico,"Getaria 2.T, 01  Entresuelo Derecha A",-1.9814761888,43.3192482205
VUT_Favorable,Viviendas de uso turístico,"Getaria 6, 01 - Iz",-1.9811698297,43.3188064323
VUT_Favorable,Viviendas de uso turístico,"Getaria 12, 01",-1.9808119927,43.3182942196
VUT_Favorable,Viviendas de uso turístico,"Getaria 14, 01 - Dr  Urumea",-1.9807011673,43.3181367337
VUT_Tramitacion,Viviendas de uso turístico,"Gipuzkoa, Pz de 10, 01 - Dr",-1.9816065788,43.321261797
VUT_Favorable,Viviendas de uso turístico,"Gipuzkoa, Pz de 15, 01",-1.9818546968,43.3206354021
VUT_Tramitacion,Viviendas de uso turístico,"Gipuzkoa, Pz de 15, 03 - D  (1º D)",-1.9818546968,43.3206354021
VUT_Tramitacion,Viviendas de uso turístico,"Gipuzkoa, Pz de 16, En - Iz",-1.9807202866,43.3224371824
VUT_Favorable,Viviendas de uso turístico,Gloria 3  1º A,-1.9726251274,43.3225167455
VUT_Favorable,Viviendas de uso turístico,Gloria 3  1º B,-1.9726251274,43.3225167455
VUT_Favorable,Viviendas de uso turístico,"Gloria 3, 1º - C",-1.9726251274,43.3225167455
VUT_Favorable,Viviendas de uso turístico,"Gloria 5, 01 - B",-1.972332316,43.3226276615
VUT_Favorable,Viviendas de uso turístico,"Gloria 5, 01 - C",-1.972332316,43.3226276615
VUT_Favorable,Viviendas de uso turístico,"Gloria 5, 01 - D",-1.972332316,43.3226276615
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 3, 04 - Iz",-1.9748210338,43.3250781484
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 3, 05 - Iz",-1.9748210338,43.3250781484
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 02 - Iz",-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 03 - Iz",-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 04 - Iz",-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 07 - Cn",-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 7, 03 - Cn",-1.974382145,43.3247147542
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 7, 05 - Iz",-1.974382145,43.3247147542
VUT_Favorable,Viviendas de uso turístico,Gran Via 11  1º Izda.,-1.9739198367,43.3243654652
VUT_Favorable,Viviendas de uso turístico,"Gran Via 12, 01 - Iz",-1.9734722275,43.3238320745
VUT_Favorable,Viviendas de uso turístico,Gran Via 13  1ºb,-1.9738028015,43.3242768915
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 19, 06 - Dr",-1.973401373,43.32397479
VUT_Tramitacion,Viviendas de uso turístico,Gran Via 20  Entreplanta D,-1.9729514705,43.3234388553
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 30, Ba  Gloria Acc.",-1.9721910707,43.3228634805
VUT_Tramitacion,Viviendas de uso turístico,"Heriz, Ps de 3, 04 - Iz",-2.0020449974,43.3135974184
VUT_Tramitacion,Viviendas de uso turístico,"Heriz, Ps de 7, 05 - B",-2.0020303952,43.3134121582
VUT_Tramitacion,Viviendas de uso turístico,"Heriz, Ps de 8-Dr, 02 - Dr",-2.0021910766,43.3132989327
VUT_Tramitacion,Viviendas de uso turístico,"Heriz, Ps de 8-Iz, 05 - E",-2.0021910766,43.3132989327
VUT_Tramitacion,Viviendas de uso turístico,"Heriz, Ps de 9, 04 - Cn",-2.0020180999,43.3132592443
VUT_Tramitacion,Viviendas de uso turístico,"Heriz, Ps de 12-Dr, 04 - Dr",-2.0022638018,43.3130294317
