estado,tipo,dirección,x,y
VUT_Favorable,"Viviendas de uso turístico","Errondo,Ps de    6  1º B","582614.59","4795748.49"
VUT_Tramitacion,"Viviendas de uso turístico","Escolta Real    4,    01 - D","580954.47","4796131.53"
VUT_Tramitacion,"Viviendas de uso turístico","Escolta Real    8  4º A","580967.16","4796100.09"
VUT_Favorable,"Viviendas de uso turístico","Escolta Real   63,    01 - Dr","581165.57","4795676"
VUT_Favorable,"Viviendas de uso turístico","Escritor J. Artetxe    7","579800.46","4795201.69"
VUT_Favorable,"Viviendas de uso turístico","Esterlines   17  1º","582293.06","4797168.57"
VUT_Tramitacion,"Viviendas de uso turístico","Etxaide    4,    03 - D","582708.7","4796845.97"
VUT_Tramitacion,"Viviendas de uso turístico","Etxaide    8,    03 - Iz","582731.8","4796801.84"
VUT_Tramitacion,"Viviendas de uso turístico","Etxaide   10,    01 - Dr","582736.63","4796793.06"
VUT_Tramitacion,"Viviendas de uso turístico","Etxaide   10,    01 - Iz","582736.63","4796793.06"
VUT_Tramitacion,"Viviendas de uso turístico","Euskadi,Pz de    1,    03 - 3  3º C","582897.55","4797042.94"
VUT_Tramitacion,"Viviendas de uso turístico","Euskadi,Pz de    1,    07 - B","582897.55","4797042.94"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria    5,    01 - Dr","582515.43","4797324.07"
VUT_Favorable,"Viviendas de uso turístico","Euskal Herria    5,    01 - Iz","582515.43","4797324.07"
VUT_Favorable,"Viviendas de uso turístico","Euskal Herria    6  1º Dcha.","582507.8","4797306.17"
VUT_Favorable,"Viviendas de uso turístico","Euskal Herria    6  1º Izda.","582507.8","4797306.17"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria    9,    03 - B","582533.35","4797333.44"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria   10,    03 - Dr","582529.72","4797317.74"
VUT_Favorable,"Viviendas de uso turístico","Euskal Herria   12  1º C","582537.47","4797321.71"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria   12,    05 - B","582537.47","4797321.71"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria   12,    06 - A","582537.47","4797321.71"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria   14,    02","582551.9","4797329.45"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria   14,    04 - C","582551.9","4797329.45"
VUT_Tramitacion,"Viviendas de uso turístico","Euskal Herria   14,    06 - B","582551.9","4797329.45"
VUT_Tramitacion,"Viviendas de uso turístico","Eustasio Amilibia    8-Dr,    02 - C","582959.9","4795276.76"
VUT_Tramitacion,"Viviendas de uso turístico","Eustasio Amilibia    8-Dr,    05 - D","582959.9","4795276.76"
VUT_Tramitacion,"Viviendas de uso turístico","Eustasio Amilibia   11,    07 - A","582873.93","4795211.76"
VUT_Tramitacion,"Viviendas de uso turístico","Eustasio Amilibia   12,    04 - D","582861.05","4795201.88"
VUT_Tramitacion,"Viviendas de uso turístico","Eustasio Amilibia   14,    03 - A","582831.36","4795179.23"
VUT_Favorable,"Viviendas de uso turístico","Faro,Ps del   15  Principal (1º Piso)","580559.92","4796770.71"
VUT_Tramitacion,"Viviendas de uso turístico","Felipe Iv,Av de    4-Dr,    08 - D","583024.61","4795281.47"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   14,    01 - Dr","582375.49","4797231.39"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   29,    01","582282.48","4797195.4"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   34,    01 - Iz","582278.72","4797199.64"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   37,    01  1º","582239.24","4797178.65"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   39,    01","582234.74","4797176.78"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   39,    02","582234.74","4797176.78"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   39,    03","582234.74","4797176.78"
VUT_Favorable,"Viviendas de uso turístico","Fermin Calbeton   41,    01","582229.85","4797174.79"
VUT_Tramitacion,"Viviendas de uso turístico","Fe,Ps de la   12  Ana Maria","581736.68","4796129.29"
VUT_Tramitacion,"Viviendas de uso turístico","Fe,Ps de la   22,    01 - Dr","581658.39","4796149.75"
VUT_Favorable,"Viviendas de uso turístico","Fe,Ps de la   50A","581807.99","4795975.05"
VUT_Tramitacion,"Viviendas de uso turístico","Francia,Ps de    1,    1º - B","582961.85","4797002.29"
VUT_Favorable,"Viviendas de uso turístico","Francia,Ps de    5,    00 - A  Beduria","582960.03","4796837.59"
VUT_Favorable,"Viviendas de uso turístico","Francia,Ps de    5,    00 - B  Beduria","582960.03","4796837.59"
VUT_Favorable,"Viviendas de uso turístico","Francia,Ps de    5,    00 - C  Beduria","582960.03","4796837.59"
VUT_Favorable,"Viviendas de uso turístico","Fuente de la Salud   10,    01 - D","582494.82","4796115.19"
VUT_Tramitacion,"Viviendas de uso turístico","Fuente de la Salud   16,    02 - C","582502.29","4796066.41"
VUT_Tramitacion,"Viviendas de uso turístico","Fuente de la Salud   18,    01 - A","582503.6","4796062.88"
VUT_Favorable,"Viviendas de uso turístico","Fuente de la Salud   18,    01 - C","582503.6","4796062.88"
VUT_Tramitacion,"Viviendas de uso turístico","Fuente de la Salud   18,    05 - A","582503.6","4796062.88"
VUT_Tramitacion,"Viviendas de uso turístico","Fuente de la Salud   22,    01 - D","582514.6","4796035.49"
VUT_Tramitacion,"Viviendas de uso turístico","Fuente de la Salud   26,    05 - D","582534.12","4795999.98"
VUT_Tramitacion,"Viviendas de uso turístico","Gabriel M.Lafitte,Pz    4,    06 - B2","583277.26","4796025.44"
VUT_Tramitacion,"Viviendas de uso turístico","Garibai    3,    03 - Dr","582380.62","4797033.53"
VUT_Tramitacion,"Viviendas de uso turístico","Garibai    6,    04 - I","582372.72","4797016.41"
VUT_Favorable,"Viviendas de uso turístico","Garibai   20,    01 - B","582417.51","4796930.74"
VUT_Tramitacion,"Viviendas de uso turístico","Garibai   20,    05 - A","582417.51","4796930.74"
VUT_Tramitacion,"Viviendas de uso turístico","Garibai   34,    04 - B","582471.27","4796828.84"
VUT_Favorable,"Viviendas de uso turístico","General Artetxe    8,    01 - Iz","583312.11","4797344.11"
VUT_Tramitacion,"Viviendas de uso turístico","General Artetxe    8,    05 - Dr","583312.11","4797344.11"
VUT_Favorable,"Viviendas de uso turístico","General Etxague    1,    01 - Iz","582523.24","4797255.65"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague    1,    07 - Dr","582523.24","4797255.65"
VUT_Favorable,"Viviendas de uso turístico","General Etxague    2,    01 - Dr","582526.42","4797243.62"
VUT_Favorable,"Viviendas de uso turístico","General Etxague    2,    01 - Iz","582526.42","4797243.62"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague    2,    04 - Iz","582526.42","4797243.62"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague    4,    05 - Iz","582545.46","4797253.67"
VUT_Favorable,"Viviendas de uso turístico","General Etxague    6  1º Dcha.","582548.82","4797255.47"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague    6,    03 - Dr","582548.82","4797255.47"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague    6,    06 - Iz","582548.82","4797255.47"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague    7,    06 - A","582551.51","4797270.63"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague   11,    05 - Dr","582566.5","4797278.55"
VUT_Favorable,"Viviendas de uso turístico","General Etxague   14,    01 - B","582582.48","4797273.28"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague   14,    04 - A","582582.48","4797273.28"
VUT_Tramitacion,"Viviendas de uso turístico","General Etxague   15,    03 - D","582577.22","4797284.21"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi    3,    02 - Dr","582469.34","4797375.32"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi    3,    05 - Iz","582469.34","4797375.32"
VUT_Favorable,"Viviendas de uso turístico","General Jauregi    5  1º Dcha","582481.49","4797381.76"
VUT_Favorable,"Viviendas de uso turístico","General Jauregi    8  Bajo","582487.82","4797371.3"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi    8,    04 - Dr","582487.82","4797371.3"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi    9,    03 - Iz","582496.55","4797389.74"
VUT_Favorable,"Viviendas de uso turístico","General Jauregi   11,    01 - B  Parma","582502.15","4797392.75"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi   11,    02 - C  Parma","582502.15","4797392.75"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi   11,    04 - E  Parma","582502.15","4797392.75"
VUT_Tramitacion,"Viviendas de uso turístico","General Jauregi   12,    06 - Dr","582501.49","4797378.58"
VUT_Favorable,"Viviendas de uso turístico","General Jauregi   18,    01","582517.57","4797387.18"
VUT_Tramitacion,"Viviendas de uso turístico","General Lertsundi    5,    03 - Iz","582168.31","4796332.23"
VUT_Tramitacion,"Viviendas de uso turístico","General Lertsundi    6,    04 - Di","582158.82","4796328.28"
VUT_Tramitacion,"Viviendas de uso turístico","General Lertsundi    6,    05 - Cn","582158.82","4796328.28"
VUT_Favorable,"Viviendas de uso turístico","Getaria    2.T,    01  Entresuelo Derecha -B","582587.36","4796771.4"
VUT_Favorable,"Viviendas de uso turístico","Getaria    2.T,    01  Entresuelo Derecha A","582587.36","4796771.4"
VUT_Favorable,"Viviendas de uso turístico","Getaria    6,    01 - Iz","582612.8","4796722.64"
VUT_Favorable,"Viviendas de uso turístico","Getaria   12,    01","582642.51","4796666.11"
VUT_Favorable,"Viviendas de uso turístico","Getaria   14,    01 - Dr  Urumea","582651.71","4796648.73"
VUT_Tramitacion,"Viviendas de uso turístico","Gipuzkoa,Pz de   10,    01 - Dr","582574.06","4796994.89"
VUT_Favorable,"Viviendas de uso turístico","Gipuzkoa,Pz de   15,    01","582554.79","4796925.08"
VUT_Tramitacion,"Viviendas de uso turístico","Gipuzkoa,Pz de   15,    03 - D  (1º D)","582554.79","4796925.08"
VUT_Tramitacion,"Viviendas de uso turístico","Gipuzkoa,Pz de   16,    En - Iz","582644.33","4797126.3"
VUT_Favorable,"Viviendas de uso turístico","Gloria    3  1º A","583300.59","4797143.18"
VUT_Favorable,"Viviendas de uso turístico","Gloria    3  1º B","583300.59","4797143.18"
VUT_Favorable,"Viviendas de uso turístico","Gloria    3,    1º - C","583300.59","4797143.18"
VUT_Favorable,"Viviendas de uso turístico","Gloria    5,    01 - B","583324.18","4797155.79"
VUT_Favorable,"Viviendas de uso turístico","Gloria    5,    01 - C","583324.18","4797155.79"
VUT_Favorable,"Viviendas de uso turístico","Gloria    5,    01 - D","583324.18","4797155.79"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    3,    04 - Iz","583119.05","4797425.45"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    3,    05 - Iz","583119.05","4797425.45"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    4,    02 - Iz","583098.16","4797418.05"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    4,    03 - Iz","583098.16","4797418.05"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    4,    04 - Iz","583098.16","4797418.05"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    4,    07 - Cn","583098.16","4797418.05"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    7,    03 - Cn","583155.13","4797385.53"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via    7,    05 - Iz","583155.13","4797385.53"
VUT_Favorable,"Viviendas de uso turístico","Gran Via   11  1º Izda.","583193.09","4797347.2"
VUT_Favorable,"Viviendas de uso turístico","Gran Via   12,    01 - Iz","583230.11","4797288.41"
VUT_Favorable,"Viviendas de uso turístico","Gran Via   13  1ºb","583202.7","4797337.48"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via   19,    06 - Dr","583235.66","4797304.33"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via   20  Entreplanta D","583272.87","4797245.26"
VUT_Tramitacion,"Viviendas de uso turístico","Gran Via   30,    Ba  Gloria Acc.","583335.31","4797182.12"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de    3,    04 - Iz","580927.02","4796123.71"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de    7,    05 - B","580928.45","4796103.15"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de    8-Dr,    02 - Dr","580915.57","4796090.42"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de    8-Iz,    05 - E","580915.57","4796090.42"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de    9,    04 - Cn","580929.65","4796086.18"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de   12-Dr,    04 - Dr","580910.03","4796060.42"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de   16  2º C","580911.53","4796029.15"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de   16,    02 - C","580911.53","4796029.15"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de   35,    01  Guria Baita","581007.72","4795894.3"
VUT_Favorable,"Viviendas de uso turístico","Heriz,Ps de   42,    01 - B","580981.53","4795868.18"
VUT_Tramitacion,"Viviendas de uso turístico","Heriz,Ps de   90,    00 - A  Itxas Aurre","580977.53","4795724.82"
VUT_Favorable,"Viviendas de uso turístico","Hernani    1,    01 - A","582314.5","4797016.77"
VUT_Favorable,"Viviendas de uso turístico","Hernani    2,    1º - Dª","582392.56","4796835.48"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani    3,    03 - Iz  (Y Portal 5)","582321.47","4797004.03"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani    6,    04 - Iz","582403.6","4796814.19"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani    8,    01 - Dr","582410.69","4796800.73"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani    8,    05 - Iz","582410.69","4796800.73"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani    8,    06 - Iz","582410.69","4796800.73"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani   15,    01 - Iz","582367.71","4796915.44"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani   15,    02 - Iz","582367.71","4796915.44"
VUT_Tramitacion,"Viviendas de uso turístico","Hernani   21,    04 - Iz","582389.43","4796874.22"
VUT_Favorable,"Viviendas de uso turístico","Herrera,Ps de   16,    01 - D  Agur","586253","4796849.97"
VUT_Tramitacion,"Viviendas de uso turístico","Hondarribia    1,    01 - Iz","582534.63","4796765.19"
VUT_Favorable,"Viviendas de uso turístico","Hondarribia    2,    01 - B","582507.64","4796760.04"
VUT_Tramitacion,"Viviendas de uso turístico","Hondarribia    6,    02 - A","582520.1","4796736.31"
VUT_Tramitacion,"Viviendas de uso turístico","Hondarribia    6,    03 - A","582520.1","4796736.31"
VUT_Tramitacion,"Viviendas de uso turístico","Hondarribia   12,    01 - Iz","582544.93","4796689.47"
VUT_Tramitacion,"Viviendas de uso turístico","Hondarribia   19,    02 - Dr","582616.14","4796587.17"
VUT_Tramitacion,"Viviendas de uso turístico","Hondarribia   29,    02 - A","582657.45","4796508.18"
VUT_Tramitacion,"Viviendas de uso turístico","Humboldt    4,    06 - B","583425.92","4795754.19"
VUT_Favorable,"Viviendas de uso turístico","Idiakez    3  1º Dcha.","582600.87","4796931.02"
VUT_Favorable,"Viviendas de uso turístico","Idiakez    3  1º Izda.","582600.87","4796931.02"
VUT_Tramitacion,"Viviendas de uso turístico","Idiakez    3,    Bh  (6º)","582600.87","4796931.02"
VUT_Tramitacion,"Viviendas de uso turístico","Idiakez    8,    04 - B","582600.79","4796898.25"
VUT_Favorable,"Viviendas de uso turístico","Infanta Cristina    2","580785.76","4796386.62"
VUT_Favorable,"Viviendas de uso turístico","Infante Don Juan   27","580698.8","4796244.27"
VUT_Favorable,"Viviendas de uso turístico","Infante Don Juan   29","580697.19","4796240.24"
VUT_Tramitacion,"Viviendas de uso turístico","Iparragirre   15-01,    06 - D","583039.97","4797168.13"
VUT_Tramitacion,"Viviendas de uso turístico","Iparragirre   15-02,    02 - A","583039.97","4797168.13"
VUT_Tramitacion,"Viviendas de uso turístico","Isabel II,Av de    3,    08 - A","583110.59","4795161.48"
VUT_Tramitacion,"Viviendas de uso turístico","Isabel II,Av de   10,    07 - Id","582970.58","4795105.87"
VUT_Tramitacion,"Viviendas de uso turístico","Isabel II,Av de   18,    05 - B","582892.3","4795047.15"
VUT_Tramitacion,"Viviendas de uso turístico","Isidro Ansorena    1-03,    00 - B","579769.8","4795258.55"
VUT_Tramitacion,"Viviendas de uso turístico","Isidro Ansorena   32,    01  Casa Completa","579884.2","4795246.43"
VUT_Tramitacion,"Viviendas de uso turístico","Javier Barkaiztegi   11,    02 - D","582627.9","4795259.31"
VUT_Tramitacion,"Viviendas de uso turístico","Javier Barkaiztegi   13,    08 - B","582613.49","4795259.04"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Arana    8,    03 - C","583514.19","4797263.4"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Arana   13,    06 - A","583548.56","4797317.82"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Maria Soroa    7,    02 - A","583441.88","4797191.7"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Maria Soroa    7,    03 - C","583441.88","4797191.7"
VUT_Favorable,"Viviendas de uso turístico","Jose Maria Soroa    8,    00 - Cn","583454.43","4797176.85"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Maria Soroa   17,    02 - Dr","583530.67","4797216.23"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Maria Soroa   21,    02 - Iz","583554.73","4797222.85"
VUT_Tramitacion,"Viviendas de uso turístico","Jose Maria Soroa   28,    03 - A","583679.85","4797235.64"
VUT_Tramitacion,"Viviendas de uso turístico","Jose M. Salaberria    7-01,    01 - A","582624.6","4795598.55"
VUT_Tramitacion,"Viviendas de uso turístico","Jose M. Salaberria    7-02,    07 - C","582624.6","4795598.55"
VUT_Tramitacion,"Viviendas de uso turístico","Jose M. Salaberria    7  Escalera 1, 1 A","582624.6","4795598.55"
VUT_Tramitacion,"Viviendas de uso turístico","Jose M. Salaberria   23,    07 - Iz","582680.4","4795271.8"
VUT_Tramitacion,"Viviendas de uso turístico","Jose M. Salaberria   49,    05 - B","582726.85","4794971.32"
VUT_Tramitacion,"Viviendas de uso turístico","Juan Astigarribia    5,    01 - B","580895.99","4795898.62"
VUT_Favorable,"Viviendas de uso turístico","Juan de Bilbao   14,    01","582269.79","4797290.04"
VUT_Favorable,"Viviendas de uso turístico","Juan de Bilbao   17  1º Dcha.","582263.84","4797282.17"
VUT_Tramitacion,"Viviendas de uso turístico","Juan de Garai    2,    03 - Dr","580797.78","4796074.96"
VUT_Tramitacion,"Viviendas de uso turístico","Juan de Garai    2,    At - Dr","580797.78","4796074.96"
VUT_Tramitacion,"Viviendas de uso turístico","Julio Urkixo,Ps de   14,    08 - B","585941.42","4797234.43"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   14,    02 - 3","583487.96","4797722.68"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   14,    04 - 1","583487.96","4797722.68"
VUT_Favorable,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   16,    01 - 1","583485.41","4797726.22"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   16,    02 - 1","583485.41","4797726.22"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   18  Entresuelo Local 2","583470.88","4797739.03"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   18,    02 - 5","583470.88","4797739.03"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   18,    05 - 1","583470.88","4797739.03"
VUT_Favorable,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   18,    En - 4","583470.88","4797739.03"
VUT_Favorable,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   20  Entlo. A","583463.73","4797744.28"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   20,    02 - A","583463.73","4797744.28"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   20,    02 - D","583463.73","4797744.28"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   20,    05 - E","583463.73","4797744.28"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   22,    01 - 004","583458.22","4797769.6"
VUT_Favorable,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   26,    01 - Dr","583455.22","4797793.24"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   26,    01 - Iz","583455.22","4797793.24"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   26,    03 - B","583455.22","4797793.24"
VUT_Favorable,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   28,    01 - Cn","583451.28","4797807.98"
VUT_Tramitacion,"Viviendas de uso turístico","J.Mig.Barandiaran,Ps   28,    05 - Iz","583451.28","4797807.98"
VUT_Tramitacion,"Viviendas de uso turístico","Kapitaiñene   13,    02 - Dr","583512.6","4796681.66"
VUT_Tramitacion,"Viviendas de uso turístico","Karkizano    5,    05 - B","583269.68","4797179.7"
VUT_Tramitacion,"Viviendas de uso turístico","Karkizano    6,    05 - A","583261.63","4797188.85"
VUT_Tramitacion,"Viviendas de uso turístico","Karkizano    8,    04 - Cn","583252.24","4797179.88"
VUT_Favorable,"Viviendas de uso turístico","Karlos Santamaria,Pz    6,    01 - B","580573.92","4794967.69"
VUT_Tramitacion,"Viviendas de uso turístico","Karlos Santamaria,Pz    6,    04 - B","580573.92","4794967.69"
VUT_Tramitacion,"Viviendas de uso turístico","Lapabide   70","576450.39","4795845.6"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1  1º Apto. 15","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    01 - 11","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    01 - 12","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    01 - 14  (Apartamento 14)","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    03 - 36","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    04 - 48","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    05 - 51","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    05 - 57","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    06 - 64","583189.68","4797478.26"
VUT_Favorable,"Viviendas de uso turístico","Lapurdi,Pz de    1,    En - 1  Entresuelo. Apartamento 1","583189.68","4797478.26"
VUT_Tramitacion,"Viviendas de uso turístico","Lapurdi,Pz de    1,    En - 2  Entresuelo 2","583189.68","4797478.26"
VUT_Favorable,"Viviendas de uso turístico","Larramendi    1,    Pr - A","582684.68","4796372.36"
VUT_Favorable,"Viviendas de uso turístico","Larramendi    3,    01 - Iz","582681.29","4796370.6"
VUT_Tramitacion,"Viviendas de uso turístico","Larramendi    3,    02 - Iz","582681.29","4796370.6"
VUT_Tramitacion,"Viviendas de uso turístico","Larramendi    6,    06 - Iz","582663.06","4796377.07"
VUT_Tramitacion,"Viviendas de uso turístico","Larramendi    7,    06 - Iz","582636.91","4796347.28"
VUT_Tramitacion,"Viviendas de uso turístico","Larramendi    9,    06 - Iz","582628.85","4796343.04"
VUT_Tramitacion,"Viviendas de uso turístico","Larramendi   19,    01 - Iz","582563.56","4796308.57"
VUT_Tramitacion,"Viviendas de uso turístico","Larramendi   19,    06 - Iz","582563.56","4796308.57"
VUT_Favorable,"Viviendas de uso turístico","Lasala,Pz de    5,    01 - B","582200.53","4797137.06"
VUT_Tramitacion,"Viviendas de uso turístico","Lazkano,Ps de   23,    02 - Dr","581917.11","4795714.7"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la    1,    07 - B","582739.68","4796893.76"
VUT_Favorable,"Viviendas de uso turístico","Libertad,Av de la    4,    01 - B","582712.84","4796919.59"
VUT_Favorable,"Viviendas de uso turístico","Libertad,Av de la    6,    01 - A","582710.17","4796918.2"
VUT_Favorable,"Viviendas de uso turístico","Libertad,Av de la    6,    01 - B","582710.17","4796918.2"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la   12,    05 - C","582650.84","4796886.9"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la   33,    02 - B","582422.42","4796725.84"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la   38,    01 - B","582408.45","4796758.32"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la   38,    02 - C","582408.45","4796758.32"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la   38,    04 - C","582408.45","4796758.32"
VUT_Tramitacion,"Viviendas de uso turístico","Libertad,Av de la   41,    05 - A","582349.49","4796687.25"
VUT_Tramitacion,"Viviendas de uso turístico","Lizarra / Estella    7  7ºb","582354.96","4796220.03"
VUT_Favorable,"Viviendas de uso turístico","Lizarra / Estella    9  1º B","582340.1","4796221.66"
VUT_Favorable,"Viviendas de uso turístico","Lizarra / Estella    9  3º A","582340.1","4796221.66"
VUT_Favorable,"Viviendas de uso turístico","Lizarra / Estella   11  1ºc","582329.13","4796222.83"
VUT_Tramitacion,"Viviendas de uso turístico","Lizarra / Estella   11  5ºb","582329.13","4796222.83"
VUT_Tramitacion,"Viviendas de uso turístico","Lizarra / Estella   11  8ºa","582329.13","4796222.83"
VUT_Tramitacion,"Viviendas de uso turístico","Lizarra / Estella   15  6ºa","582291.03","4796199.09"
VUT_Favorable,"Viviendas de uso turístico","Loiola    1  1º A","582465.53","4796729.35"
VUT_Tramitacion,"Viviendas de uso turístico","Loiola    1,    07 - 1-2","582465.53","4796729.35"
VUT_Tramitacion,"Viviendas de uso turístico","Loiola    2,    02 - A","582452.51","4796721.46"
VUT_Tramitacion,"Viviendas de uso turístico","Loiola    4,    03 - C","582454.24","4796718.5"
VUT_Favorable,"Viviendas de uso turístico","Loiola    6,    01 - Iz","582463.23","4796701.17"
VUT_Favorable,"Viviendas de uso turístico","Loiola   10  la Perla  2º D","582515.89","4796600.77"
VUT_Favorable,"Viviendas de uso turístico","Loiola   10,    02 - C  la Perla","582515.89","4796600.77"
VUT_Favorable,"Viviendas de uso turístico","Loiola   13,    01 - Drb  1ºc","582503.85","4796656.33"
VUT_Tramitacion,"Viviendas de uso turístico","Loiola   13,    Bh - Iz","582503.85","4796656.33"
VUT_Tramitacion,"Viviendas de uso turístico","Loiola   21,    04 - Iz","582529.89","4796606.85"
VUT_Tramitacion,"Viviendas de uso turístico","Luises   18,    01 - B","584671.39","4796783.48"
VUT_Favorable,"Viviendas de uso turístico","Macondo    9  Bajo D","585556.85","4797099.39"
VUT_Tramitacion,"Viviendas de uso turístico","Madrid,Av de    5-Dr,    En - Dr","582957.04","4795218.52"
VUT_Tramitacion,"Viviendas de uso turístico","Madrid,Av de    9-Iz,    01 - B","582988.81","4795176.42"
VUT_Tramitacion,"Viviendas de uso turístico","Madrid,Av de   13,    01 - B","583049.45","4795095.99"
