estado,tipo,dirección,x,y,longitude,latitude
VUT_Tramitacion,Viviendas de uso turístico,"Colon,Ps de 29, 02 - B",583108.56,4797387.96,-1.9749560714,43.3247417805
VUT_Tramitacion,Viviendas de uso turístico,"Colon,Ps de 29, 02 - E",583108.56,4797387.96,-1.9749560714,43.3247417805
VUT_Tramitacion,Viviendas de uso turístico,"Colon,Ps de 29, 07 - A",583108.56,4797387.96,-1.9749560714,43.3247417805
VUT_Favorable,Viviendas de uso turístico,"Colon,Ps de 39 Principal Derecha",583177.38,4797455.73,-1.9740971247,43.325344313
VUT_Tramitacion,Viviendas de uso turístico,"Colon,Ps de 39, 02 - Iz",583177.38,4797455.73,-1.9740971247,43.325344313
VUT_Favorable,Viviendas de uso turístico,"Constitucion,Pz 4, 01 - Dr",582291.39,4797272.66,-1.9850506018,43.3237935912
VUT_Tramitacion,Viviendas de uso turístico,"Constitucion,Pz 11, 01 - Iz",582336.98,4797239.47,-1.9844933772,43.3234897857
VUT_Favorable,Viviendas de uso turístico,"Constitucion,Pz 12 Entlo.",582323.39,4797234.67,-1.984661684,43.3234480584
VUT_Tramitacion,Viviendas de uso turístico,"Corta 4, 04 - C",583129.49,4797033.2,-1.9747516826,43.3215455144
VUT_Tramitacion,Viviendas de uso turístico,"Crist. Balenciaga,Ps 5 Gure Izardia",579713.11,4796587.66,-2.0169448632,43.3179041013
VUT_Tramitacion,Viviendas de uso turístico,"Crist. Balenciaga,Ps 5 Gure Izardia",579713.11,4796587.66,-2.0169448632,43.3179041013
VUT_Favorable,Viviendas de uso turístico,Doctor C. Delgado 3 Entlo. B,583494.06,4797375.08,-1.9702041047,43.3245831134
VUT_Tramitacion,Viviendas de uso turístico,"Doctor C. Delgado 3, En Entresuelo",583494.06,4797375.08,-1.9702041047,43.3245831134
VUT_Tramitacion,Viviendas de uso turístico,"Doctor Marañon,Ps 14, 01 - B Begi Urdiñak",581355.49,4795500.92,-1.9968543249,43.3079440863
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 3, 04 - B",580433.27,4796034.73,-2.0081458279,43.3128492675
VUT_Favorable,Viviendas de uso turístico,"Donibane Garazi 5, 01 - B",580423.97,4796047.9,-2.0082585647,43.3129688346
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 5, 06 - B",580423.97,4796047.9,-2.0082585647,43.3129688346
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 6, 05 - A",580442.37,4796060.72,-2.0080298226,43.3130822888
VUT_Tramitacion,Viviendas de uso turístico,"Donibane Garazi 6, 05 - C",580442.37,4796060.72,-2.0080298226,43.3130822888
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Baena,Ps 15, 00 - Iz",581486.5,4796134.23,-1.9951452232,43.3136317328
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 3-Dr, 02 - D",583188.99,4796875.89,-1.9740418095,43.3201226512
VUT_Favorable,Viviendas de uso turístico,"Duque de Mandas,Ps 3-Iz, 01 - C",583188.99,4796875.89,-1.9740418095,43.3201226512
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 5, 01 - A",583184.87,4796852.96,-1.9740960866,43.319916665
VUT_Favorable,Viviendas de uso turístico,"Duque de Mandas,Ps 5, 01 - C",583184.87,4796852.96,-1.9740960866,43.319916665
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 11, 06 - B",583176.98,4796809.55,-1.9741999529,43.3195267113
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 11, 06 - D",583176.98,4796809.55,-1.9741999529,43.3195267113
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 15, 02 - A",583172.09,4796783.44,-1.9742642053,43.3192921802
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 19.A, 07 - A",583167.32,4796756.42,-1.9743271153,43.3190494428
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 27, 04 - D",583153.31,4796679.49,-1.9745115177,43.3183583802
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 30, 11 - E",583107.33,4796653.69,-1.9750823817,43.3181311813
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 30, 17 - H",583107.33,4796653.69,-1.9750823817,43.3181311813
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 33, 06 - Dr",583147,4796638.15,-1.9745955829,43.3179868879
VUT_Favorable,Viviendas de uso turístico,"Duque de Mandas,Ps 36, 01 - F",583053.57,4796663.31,-1.9757438157,43.3182237301
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 37, En - A",583143.43,4796614.24,-1.9746432228,43.3177720174
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 43, 06 - C",583135.43,4796552.58,-1.9747512008,43.3172177678
VUT_Tramitacion,Viviendas de uso turístico,"Duque de Mandas,Ps 51 8ºa",583152.48,4796488.89,-1.9745506119,43.3166424727
VUT_Tramitacion,Viviendas de uso turístico,"Easo 12, 06 - Iz Añorga",582379.9,4796524.05,-1.984071438,43.3170440396
VUT_Favorable,Viviendas de uso turístico,Easo 13 1º A,582368.65,4796577.62,-1.9842021195,43.3175275716
VUT_Favorable,Viviendas de uso turístico,Easo 13 1º B,582368.65,4796577.62,-1.9842021195,43.3175275716
VUT_Favorable,Viviendas de uso turístico,"Easo 16, 1º - C",582404.53,4796477.41,-1.9837747402,43.3166214336
VUT_Tramitacion,Viviendas de uso turístico,"Easo 19, 03 - Iz",582389.57,4796538.12,-1.9839500928,43.317169655
VUT_Tramitacion,Viviendas de uso turístico,"Easo 23, 06 - Iz",582397.13,4796523.86,-1.9838590149,43.3170404416
VUT_Tramitacion,Viviendas de uso turístico,"Easo 25, 03 - D",582401.07,4796516.5,-1.9838115377,43.3169737466
VUT_Tramitacion,Viviendas de uso turístico,"Easo 25, 04 - B",582401.07,4796516.5,-1.9838115377,43.3169737466
VUT_Tramitacion,Viviendas de uso turístico,"Easo 37, 03 - Dr",582459.56,4796405.19,-1.9831070501,43.3159651936
VUT_Tramitacion,Viviendas de uso turístico,"Easo 51, 01 - Iz",582537.89,4796255.13,-1.9821637835,43.3146055866
VUT_Favorable,Viviendas de uso turístico,"Easo 51, 01 - Iz",582537.89,4796255.13,-1.9821637835,43.3146055866
VUT_Tramitacion,Viviendas de uso turístico,"Easo 53, 06 - Dd",582544.04,4796243.6,-1.9820896878,43.3145011052
VUT_Tramitacion,Viviendas de uso turístico,"Easo 59, 03 - Dr",582557.12,4796218.65,-1.9819321641,43.3142750406
VUT_Tramitacion,Viviendas de uso turístico,"Easo 63, 01 - Dr",582573.96,4796187.11,-1.9817292724,43.3139892322
VUT_Tramitacion,Viviendas de uso turístico,"Easo 63, 01 - Iz",582573.96,4796187.11,-1.9817292724,43.3139892322
VUT_Tramitacion,Viviendas de uso turístico,"Easo 63, 02 - Dr",582573.96,4796187.11,-1.9817292724,43.3139892322
VUT_Tramitacion,Viviendas de uso turístico,"Easo 67, 06 - C",582584.64,4796167.06,-1.9816006057,43.3138075462
VUT_Tramitacion,Viviendas de uso turístico,"Easo 71, 03 - D",582596.92,4796144.07,-1.9814526545,43.313599215
VUT_Tramitacion,Viviendas de uso turístico,"Easo 71, 05 - D",582596.92,4796144.07,-1.9814526545,43.313599215
VUT_Tramitacion,Viviendas de uso turístico,"Easo,Pz de 4, 01 - Dr",582507.01,4796228.75,-1.9825484916,43.3143714707
VUT_Favorable,Viviendas de uso turístico,"Easo,Pz de 4, 01 - Dr",582507.01,4796228.75,-1.9825484916,43.3143714707
VUT_Favorable,Viviendas de uso turístico,"Easo,Pz de 4, 01 - Iz",582507.01,4796228.75,-1.9825484916,43.3143714707
VUT_Tramitacion,Viviendas de uso turístico,"Easo,Pz de 6, 06 - Dr",582506.24,4796201.16,-1.9825621299,43.3141231577
VUT_Tramitacion,Viviendas de uso turístico,"Egia 8, 00 - Iz",583206.45,4796464.14,-1.9738889,43.3164136763
VUT_Tramitacion,Viviendas de uso turístico,"Egia 10, 05 - 3",583223.17,4796464.82,-1.9736826365,43.3164179486
VUT_Favorable,Viviendas de uso turístico,"Elisabete Maiztegi 13 Villa, Baja y Primera",583412.6,4794079.35,-1.9717090414,43.2949202102
VUT_Tramitacion,Viviendas de uso turístico,"Elkano 3, 04 - Iz",582448.36,4797067.5,-1.983145705,43.3219293083
VUT_Tramitacion,Viviendas de uso turístico,"Errondo,Ps de 2, 04 - Cd",582627.01,4795842.31,-1.9811270462,43.3108791135
VUT_Tramitacion,Viviendas de uso turístico,"Errondo,Ps de 4-02, 10 - C",582619.86,4795788.92,-1.9812232286,43.3103992194
VUT_Favorable,Viviendas de uso turístico,"Errondo,Ps de 6 1º B",582614.59,4795748.49,-1.9812942822,43.3100357998
VUT_Tramitacion,Viviendas de uso turístico,"Escolta Real 4, 01 - D",580954.47,4796131.53,-2.0017053945,43.3136648699
