estado,tipo,dirección,x,y,longitude,latitude
VUT_Favorable,Viviendas de uso turístico,"Euskal Herria 5, 01 - Iz",582515.43,4797324.07,-1.9822800813,43.3242318919
VUT_Favorable,Viviendas de uso turístico,Euskal Herria 6 1º Dcha.,582507.8,4797306.17,-1.9823768631,43.3240715727
VUT_Favorable,Viviendas de uso turístico,Euskal Herria 6 1º Izda.,582507.8,4797306.17,-1.9823768631,43.3240715727
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 9, 03 - B",582533.35,4797333.44,-1.9820576871,43.3243142848
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 10, 03 - Dr",582529.72,4797317.74,-1.9821048118,43.3241733337
VUT_Favorable,Viviendas de uso turístico,Euskal Herria 12 1º C,582537.47,4797321.71,-1.9820086437,43.3242082256
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 12, 05 - B",582537.47,4797321.71,-1.9820086437,43.3242082256
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 12, 06 - A",582537.47,4797321.71,-1.9820086437,43.3242082256
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 14, 02",582551.9,4797329.45,-1.9818295323,43.3242763259
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 14, 04 - C",582551.9,4797329.45,-1.9818295323,43.3242763259
VUT_Tramitacion,Viviendas de uso turístico,"Euskal Herria 14, 06 - B",582551.9,4797329.45,-1.9818295323,43.3242763259
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 8-Dr, 02 - C",582959.9,4795276.76,-1.977108218,43.305750737
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 8-Dr, 05 - D",582959.9,4795276.76,-1.977108218,43.305750737
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 11, 07 - A",582873.93,4795211.76,-1.9781778616,43.3051750045
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 12, 04 - D",582861.05,4795201.88,-1.9783381349,43.3050874717
VUT_Tramitacion,Viviendas de uso turístico,"Eustasio Amilibia 14, 03 - A",582831.36,4795179.23,-1.9787075643,43.3048868187
VUT_Favorable,Viviendas de uso turístico,"Faro,Ps del 15 Principal (1º Piso)",580559.92,4796770.71,-2.00647633,43.3194619157
VUT_Tramitacion,Viviendas de uso turístico,"Felipe Iv,Av de 4-Dr, 08 - D",583024.61,4795281.47,-1.9763097599,43.3057860044
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 14, 01 - Dr",582375.49,4797231.39,-1.9840196982,43.3234128225
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 29, 01",582282.48,4797195.4,-1.9851720568,43.3230989818
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 34, 01 - Iz",582278.72,4797199.64,-1.985217788,43.3231375666
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 37, 01 1º",582239.24,4797178.65,-1.9857077828,43.3229529089
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 39, 01",582234.74,4797176.78,-1.9857635548,43.3229365651
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 39, 02",582234.74,4797176.78,-1.9857635548,43.3229365651
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 39, 03",582234.74,4797176.78,-1.9857635548,43.3229365651
VUT_Favorable,Viviendas de uso turístico,"Fermin Calbeton 41, 01",582229.85,4797174.79,-1.985824154,43.3229191836
VUT_Tramitacion,Viviendas de uso turístico,"Fe,Ps de la 12 Ana Maria",581736.68,4796129.29,-1.9920613193,43.3135601139
VUT_Tramitacion,Viviendas de uso turístico,"Fe,Ps de la 22, 01 - Dr",581658.39,4796149.75,-1.993023567,43.3137528224
VUT_Favorable,Viviendas de uso turístico,"Fe,Ps de la 50A",581807.99,4795975.05,-1.9912050626,43.3121637087
VUT_Tramitacion,Viviendas de uso turístico,"Francia,Ps de 1, 1º - B",582961.85,4797002.29,-1.9768235581,43.3212857399
VUT_Favorable,Viviendas de uso turístico,"Francia,Ps de 5, 00 - A Beduria",582960.03,4796837.59,-1.9768708851,43.3198031225
VUT_Favorable,Viviendas de uso turístico,"Francia,Ps de 5, 00 - B Beduria",582960.03,4796837.59,-1.9768708851,43.3198031225
VUT_Favorable,Viviendas de uso turístico,"Francia,Ps de 5, 00 - C Beduria",582960.03,4796837.59,-1.9768708851,43.3198031225
VUT_Favorable,Viviendas de uso turístico,"Fuente de la Salud 10, 01 - D",582494.82,4796115.19,-1.9827158473,43.3133504074
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 16, 02 - C",582502.29,4796066.41,-1.982631072,43.3129104134
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 18, 01 - A",582503.6,4796062.88,-1.9826154506,43.3128784885
VUT_Favorable,Viviendas de uso turístico,"Fuente de la Salud 18, 01 - C",582503.6,4796062.88,-1.9826154506,43.3128784885
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 18, 05 - A",582503.6,4796062.88,-1.9826154506,43.3128784885
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 22, 01 - D",582514.6,4796035.49,-1.9824839407,43.312630685
VUT_Tramitacion,Viviendas de uso turístico,"Fuente de la Salud 26, 05 - D",582534.12,4795999.98,-1.9822486055,43.3123088409
VUT_Tramitacion,Viviendas de uso turístico,"Gabriel M.Lafitte,Pz 4, 06 - B2",583277.26,4796025.44,-1.9730823162,43.31245616
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 3, 03 - Dr",582380.62,4797033.53,-1.9839861257,43.3216308947
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 6, 04 - I",582372.72,4797016.41,-1.9840861111,43.3214776259
VUT_Favorable,Viviendas de uso turístico,"Garibai 20, 01 - B",582417.51,4796930.74,-1.9835466548,43.3207014174
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 20, 05 - A",582417.51,4796930.74,-1.9835466548,43.3207014174
VUT_Tramitacion,Viviendas de uso turístico,"Garibai 34, 04 - B",582471.27,4796828.84,-1.9828990415,43.3197781015
VUT_Favorable,Viviendas de uso turístico,"General Artetxe 8, 01 - Iz",583312.11,4797344.11,-1.9724525781,43.324324468
VUT_Tramitacion,Viviendas de uso turístico,"General Artetxe 8, 05 - Dr",583312.11,4797344.11,-1.9724525781,43.324324468
VUT_Favorable,Viviendas de uso turístico,"General Etxague 1, 01 - Iz",582523.24,4797255.65,-1.982194055,43.3236150389
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 1, 07 - Dr",582523.24,4797255.65,-1.982194055,43.3236150389
VUT_Favorable,Viviendas de uso turístico,"General Etxague 2, 01 - Dr",582526.42,4797243.62,-1.9821566487,43.323506382
VUT_Favorable,Viviendas de uso turístico,"General Etxague 2, 01 - Iz",582526.42,4797243.62,-1.9821566487,43.323506382
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 2, 04 - Iz",582526.42,4797243.62,-1.9821566487,43.323506382
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 4, 05 - Iz",582545.46,4797253.67,-1.9819203433,43.3235947738
VUT_Favorable,Viviendas de uso turístico,General Etxague 6 1º Dcha.,582548.82,4797255.47,-1.9818786383,43.3236106107
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 6, 03 - Dr",582548.82,4797255.47,-1.9818786383,43.3236106107
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 6, 06 - Iz",582548.82,4797255.47,-1.9818786383,43.3236106107
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 7, 06 - A",582551.51,4797270.63,-1.9818431865,43.3237468032
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 11, 05 - Dr",582566.5,4797278.55,-1.9816571435,43.3238164624
VUT_Favorable,Viviendas de uso turístico,"General Etxague 14, 01 - B",582582.48,4797273.28,-1.9814608758,43.323767261
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 14, 04 - A",582582.48,4797273.28,-1.9814608758,43.323767261
VUT_Tramitacion,Viviendas de uso turístico,"General Etxague 15, 03 - D",582577.22,4797284.21,-1.9815240964,43.3238662431
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 3, 02 - Dr",582469.34,4797375.32,-1.9828407542,43.32469836
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 3, 05 - Iz",582469.34,4797375.32,-1.9828407542,43.32469836
VUT_Favorable,Viviendas de uso turístico,General Jauregi 5 1º Dcha,582481.49,4797381.76,-1.9826899543,43.3247550077
VUT_Favorable,Viviendas de uso turístico,General Jauregi 8 Bajo,582487.82,4797371.3,-1.9826134651,43.3246601403
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 8, 04 - Dr",582487.82,4797371.3,-1.9826134651,43.3246601403
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 9, 03 - Iz",582496.55,4797389.74,-1.9825030368,43.3248252007
VUT_Favorable,Viviendas de uso turístico,"General Jauregi 11, 01 - B Parma",582502.15,4797392.75,-1.9824335258,43.3248516858
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 11, 02 - C Parma",582502.15,4797392.75,-1.9824335258,43.3248516858
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 11, 04 - E Parma",582502.15,4797392.75,-1.9824335258,43.3248516858
VUT_Tramitacion,Viviendas de uso turístico,"General Jauregi 12, 06 - Dr",582501.49,4797378.58,-1.9824437944,43.3247241835
VUT_Favorable,Viviendas de uso turístico,"General Jauregi 18, 01",582517.57,4797387.18,-1.982244205,43.3247998462
VUT_Tramitacion,Viviendas de uso turístico,"General Lertsundi 5, 03 - Iz",582168.31,4796332.23,-1.9867091141,43.315340195
VUT_Tramitacion,Viviendas de uso turístico,"General Lertsundi 6, 04 - Di",582158.82,4796328.28,-1.9868267167,43.3153056691
VUT_Tramitacion,Viviendas de uso turístico,"General Lertsundi 6, 05 - Cn",582158.82,4796328.28,-1.9868267167,43.3153056691
VUT_Favorable,Viviendas de uso turístico,"Getaria 2.T, 01 Entresuelo Derecha -B",582587.36,4796771.4,-1.9814761888,43.3192482205
VUT_Favorable,Viviendas de uso turístico,"Getaria 2.T, 01 Entresuelo Derecha A",582587.36,4796771.4,-1.9814761888,43.3192482205
VUT_Favorable,Viviendas de uso turístico,"Getaria 6, 01 - Iz",582612.8,4796722.64,-1.9811698297,43.3188064323
VUT_Favorable,Viviendas de uso turístico,"Getaria 12, 01",582642.51,4796666.11,-1.9808119927,43.3182942196
VUT_Favorable,Viviendas de uso turístico,"Getaria 14, 01 - Dr Urumea",582651.71,4796648.73,-1.9807011673,43.3181367337
VUT_Tramitacion,Viviendas de uso turístico,"Gipuzkoa,Pz de 10, 01 - Dr",582574.06,4796994.89,-1.9816065788,43.321261797
VUT_Favorable,Viviendas de uso turístico,"Gipuzkoa,Pz de 15, 01",582554.79,4796925.08,-1.9818546968,43.3206354021
VUT_Tramitacion,Viviendas de uso turístico,"Gipuzkoa,Pz de 15, 03 - D (1º D)",582554.79,4796925.08,-1.9818546968,43.3206354021
VUT_Tramitacion,Viviendas de uso turístico,"Gipuzkoa,Pz de 16, En - Iz",582644.33,4797126.3,-1.9807202866,43.3224371824
VUT_Favorable,Viviendas de uso turístico,Gloria 3 1º A,583300.59,4797143.18,-1.9726251274,43.3225167455
VUT_Favorable,Viviendas de uso turístico,Gloria 3 1º B,583300.59,4797143.18,-1.9726251274,43.3225167455
VUT_Favorable,Viviendas de uso turístico,"Gloria 3, 1º - C",583300.59,4797143.18,-1.9726251274,43.3225167455
VUT_Favorable,Viviendas de uso turístico,"Gloria 5, 01 - B",583324.18,4797155.79,-1.972332316,43.3226276615
VUT_Favorable,Viviendas de uso turístico,"Gloria 5, 01 - C",583324.18,4797155.79,-1.972332316,43.3226276615
VUT_Favorable,Viviendas de uso turístico,"Gloria 5, 01 - D",583324.18,4797155.79,-1.972332316,43.3226276615
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 3, 04 - Iz",583119.05,4797425.45,-1.9748210338,43.3250781484
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 3, 05 - Iz",583119.05,4797425.45,-1.9748210338,43.3250781484
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 02 - Iz",583098.16,4797418.05,-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 03 - Iz",583098.16,4797418.05,-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 04 - Iz",583098.16,4797418.05,-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 4, 07 - Cn",583098.16,4797418.05,-1.9750797679,43.3250138342
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 7, 03 - Cn",583155.13,4797385.53,-1.974382145,43.3247147542
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 7, 05 - Iz",583155.13,4797385.53,-1.974382145,43.3247147542
VUT_Favorable,Viviendas de uso turístico,Gran Via 11 1º Izda.,583193.09,4797347.2,-1.9739198367,43.3243654652
VUT_Favorable,Viviendas de uso turístico,"Gran Via 12, 01 - Iz",583230.11,4797288.41,-1.9734722275,43.3238320745
VUT_Favorable,Viviendas de uso turístico,Gran Via 13 1ºb,583202.7,4797337.48,-1.9738028015,43.3242768915
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 19, 06 - Dr",583235.66,4797304.33,-1.973401373,43.32397479
VUT_Tramitacion,Viviendas de uso turístico,Gran Via 20 Entreplanta D,583272.87,4797245.26,-1.9729514705,43.3234388553
VUT_Tramitacion,Viviendas de uso turístico,"Gran Via 30, Ba Gloria Acc.",583335.31,4797182.12,-1.9721910707,43.3228634805
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 3, 04 - Iz",580927.02,4796123.71,-2.0020449974,43.3135974184
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 7, 05 - B",580928.45,4796103.15,-2.0020303952,43.3134121582
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 8-Dr, 02 - Dr",580915.57,4796090.42,-2.0021910766,43.3132989327
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 8-Iz, 05 - E",580915.57,4796090.42,-2.0021910766,43.3132989327
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 9, 04 - Cn",580929.65,4796086.18,-2.0020180999,43.3132592443
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 12-Dr, 04 - Dr",580910.03,4796060.42,-2.0022638018,43.3130294317
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 16 2º C",580911.53,4796029.15,-2.0022499136,43.3127477395
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 16, 02 - C",580911.53,4796029.15,-2.0022499136,43.3127477395
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 35, 01 Guria Baita",581007.72,4795894.3,-2.0010838222,43.311523302
VUT_Favorable,Viviendas de uso turístico,"Heriz,Ps de 42, 01 - B",580981.53,4795868.18,-2.0014105767,43.3112909574
VUT_Tramitacion,Viviendas de uso turístico,"Heriz,Ps de 90, 00 - A Itxas Aurre",580977.53,4795724.82,-2.0014810254,43.310000685
VUT_Favorable,Viviendas de uso turístico,"Hernani 1, 01 - A",582314.5,4797016.77,-1.9848039816,43.321487242
VUT_Favorable,Viviendas de uso turístico,"Hernani 2, 1º - Dª",582392.56,4796835.48,-1.9838686092,43.3198465097
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 3, 03 - Iz (Y Portal 5)",582321.47,4797004.03,-1.984719943,43.3213717787
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 6, 04 - Iz",582403.6,4796814.19,-1.983735671,43.3196536228
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 8, 01 - Dr",582410.69,4796800.73,-1.9836502653,43.3195316632
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 8, 05 - Iz",582410.69,4796800.73,-1.9836502653,43.3195316632
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 8, 06 - Iz",582410.69,4796800.73,-1.9836502653,43.3195316632
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 15, 01 - Iz",582367.71,4796915.44,-1.9841630375,43.320569125
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 15, 02 - Iz",582367.71,4796915.44,-1.9841630375,43.320569125
VUT_Tramitacion,Viviendas de uso turístico,"Hernani 21, 04 - Iz",582389.43,4796874.22,-1.9839013922,43.3201956353
VUT_Favorable,Viviendas de uso turístico,"Herrera,Ps de 16, 01 - D Agur",586253,4796849.97,-1.9362641536,43.3195441247
VUT_Tramitacion,Viviendas de uso turístico,"Hondarribia 1, 01 - Iz",582534.63,4796765.19,-1.9821273238,43.3191980994
VUT_Favorable,Viviendas de uso turístico,"Hondarribia 2, 01 - B",582507.64,4796760.04,-1.982460905,43.3191546946
VUT_Tramitacion,Viviendas de uso turístico,"Hondarribia 6, 02 - A",582520.1,4796736.31,-1.9823108298,43.3189396825
VUT_Tramitacion,Viviendas de uso turístico,"Hondarribia 6, 03 - A",582520.1,4796736.31,-1.9823108298,43.3189396825
VUT_Tramitacion,Viviendas de uso turístico,"Hondarribia 12, 01 - Iz",582544.93,4796689.47,-1.9820116992,43.3185152495
VUT_Tramitacion,Viviendas de uso turístico,"Hondarribia 19, 02 - Dr",582616.14,4796587.17,-1.9811490259,43.3175864071
VUT_Tramitacion,Viviendas de uso turístico,"Hondarribia 29, 02 - A",582657.45,4796508.18,-1.9806515447,43.3168707085
VUT_Tramitacion,Viviendas de uso turístico,"Humboldt 4, 06 - B",583425.92,4795754.19,-1.9712906268,43.309997585
VUT_Favorable,Viviendas de uso turístico,Idiakez 3 1º Dcha.,582600.87,4796931.02,-1.9812855884,43.320683821
VUT_Favorable,Viviendas de uso turístico,Idiakez 3 1º Izda.,582600.87,4796931.02,-1.9812855884,43.320683821
VUT_Tramitacion,Viviendas de uso turístico,"Idiakez 3, Bh (6º)",582600.87,4796931.02,-1.9812855884,43.320683821
VUT_Tramitacion,Viviendas de uso turístico,"Idiakez 8, 04 - B",582600.79,4796898.25,-1.9812915046,43.3203887963
VUT_Favorable,Viviendas de uso turístico,Infanta Cristina 2,580785.76,4796386.62,-2.003748022,43.3159796416
VUT_Favorable,Viviendas de uso turístico,Infante Don Juan 27,580698.8,4796244.27,-2.0048411718,43.3147073665
VUT_Favorable,Viviendas de uso turístico,Infante Don Juan 29,580697.19,4796240.24,-2.0048616151,43.3146712562
VUT_Tramitacion,Viviendas de uso turístico,"Iparragirre 15-01, 06 - D",583039.97,4797168.13,-1.975835165,43.3227701986
VUT_Tramitacion,Viviendas de uso turístico,"Iparragirre 15-02, 02 - A",583039.97,4797168.13,-1.975835165,43.3227701986
VUT_Tramitacion,Viviendas de uso turístico,"Isabel II,Av de 3, 08 - A",583110.59,4795161.48,-1.975267944,43.3046962224
VUT_Tramitacion,Viviendas de uso turístico,"Isabel II,Av de 10, 07 - Id",582970.58,4795105.87,-1.9770023569,43.3042110075
VUT_Tramitacion,Viviendas de uso turístico,"Isabel II,Av de 18, 05 - B",582892.3,4795047.15,-1.9779762277,43.3036909685
VUT_Tramitacion,Viviendas de uso turístico,"Isidro Ansorena 1-03, 00 - B",579769.8,4795258.55,-2.0164388466,43.3059317568
VUT_Tramitacion,Viviendas de uso turístico,"Isidro Ansorena 32, 01 Casa Completa",579884.2,4795246.43,-2.0150302617,43.3058104999
VUT_Tramitacion,Viviendas de uso turístico,"Javier Barkaiztegi 11, 02 - D",582627.9,4795259.31,-1.9812037503,43.3056301634
VUT_Tramitacion,Viviendas de uso turístico,"Javier Barkaiztegi 13, 08 - B",582613.49,4795259.04,-1.9813814376,43.3056293148
VUT_Tramitacion,Viviendas de uso turístico,"Jose Arana 8, 03 - C",583514.19,4797263.4,-1.9699728548,43.3235754093
VUT_Tramitacion,Viviendas de uso turístico,"Jose Arana 13, 06 - A",583548.56,4797317.82,-1.9695407358,43.3240615411
VUT_Tramitacion,Viviendas de uso turístico,"Jose Maria Soroa 7, 02 - A",583441.88,4797191.7,-1.9708754507,43.3229379127
VUT_Tramitacion,Viviendas de uso turístico,"Jose Maria Soroa 7, 03 - C",583441.88,4797191.7,-1.9708754507,43.3229379127
VUT_Favorable,Viviendas de uso turístico,"Jose Maria Soroa 8, 00 - Cn",583454.43,4797176.85,-1.970722948,43.3228028236
VUT_Tramitacion,Viviendas de uso turístico,"Jose Maria Soroa 17, 02 - Dr",583530.67,4797216.23,-1.969776807,43.3231489016
VUT_Tramitacion,Viviendas de uso turístico,"Jose Maria Soroa 21, 02 - Iz",583554.73,4797222.85,-1.9694791032,43.3232058293
VUT_Tramitacion,Viviendas de uso turístico,"Jose Maria Soroa 28, 03 - A",583679.85,4797235.64,-1.9679342339,43.3233070661
VUT_Tramitacion,Viviendas de uso turístico,"Jose M. Salaberria 7-01, 01 - A",582624.6,4795598.55,-1.9811934196,43.3086847643
VUT_Tramitacion,Viviendas de uso turístico,"Jose M. Salaberria 7-02, 07 - C",582624.6,4795598.55,-1.9811934196,43.3086847643
VUT_Tramitacion,Viviendas de uso turístico,"Jose M. Salaberria 7 Escalera 1, 1 A",582624.6,4795598.55,-1.9811934196,43.3086847643
VUT_Tramitacion,Viviendas de uso turístico,"Jose M. Salaberria 23, 07 - Iz",582680.4,4795271.8,-1.9805546502,43.305736846
VUT_Tramitacion,Viviendas de uso turístico,"Jose M. Salaberria 49, 05 - B",582726.85,4794971.32,-1.980027247,43.3030264648
VUT_Tramitacion,Viviendas de uso turístico,"Juan Astigarribia 5, 01 - B",580895.99,4795898.62,-2.0024607373,43.3115742191
VUT_Favorable,Viviendas de uso turístico,"Juan de Bilbao 14, 01",582269.79,4797290.04,-1.9853143621,43.3239524298
VUT_Favorable,Viviendas de uso turístico,Juan de Bilbao 17 1º Dcha.,582263.84,4797282.17,-1.9853889152,43.3238822258
VUT_Tramitacion,Viviendas de uso turístico,"Juan de Garai 2, 03 - Dr",580797.78,4796074.96,-2.0036456603,43.3131724039
VUT_Tramitacion,Viviendas de uso turístico,"Juan de Garai 2, At - Dr",580797.78,4796074.96,-2.0036456603,43.3131724039
VUT_Tramitacion,Viviendas de uso turístico,"Julio Urkixo,Ps de 14, 08 - B",585941.42,4797234.43,-1.9400459649,43.3230411031
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 14, 02 - 3",583487.96,4797722.68,-1.9702264608,43.3277132746
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 14, 04 - 1",583487.96,4797722.68,-1.9702264608,43.3277132746
VUT_Favorable,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 16, 01 - 1",583485.41,4797726.22,-1.9702573701,43.3277454288
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 16, 02 - 1",583485.41,4797726.22,-1.9702573701,43.3277454288
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 18 Entresuelo Local 2",583470.88,4797739.03,-1.9704346125,43.327862372
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 18, 02 - 5",583470.88,4797739.03,-1.9704346125,43.327862372
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 18, 05 - 1",583470.88,4797739.03,-1.9704346125,43.327862372
VUT_Favorable,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 18, En - 4",583470.88,4797739.03,-1.9704346125,43.327862372
VUT_Favorable,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 20 Entlo. A",583463.73,4797744.28,-1.9705219913,43.3279104321
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 20, 02 - A",583463.73,4797744.28,-1.9705219913,43.3279104321
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 20, 02 - D",583463.73,4797744.28,-1.9705219913,43.3279104321
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 20, 05 - E",583463.73,4797744.28,-1.9705219913,43.3279104321
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 22, 01 - 004",583458.22,4797769.6,-1.9705860933,43.3281390027
VUT_Favorable,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 26, 01 - Dr",583455.22,4797793.24,-1.9706194964,43.3283521693
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 26, 01 - Iz",583455.22,4797793.24,-1.9706194964,43.3283521693
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 26, 03 - B",583455.22,4797793.24,-1.9706194964,43.3283521693
VUT_Favorable,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 28, 01 - Cn",583451.28,4797807.98,-1.9706658456,43.3284853126
VUT_Tramitacion,Viviendas de uso turístico,"J.Mig.Barandiaran,Ps 28, 05 - Iz",583451.28,4797807.98,-1.9706658456,43.3284853126
VUT_Tramitacion,Viviendas de uso turístico,"Kapitaiñene 13, 02 - Dr",583512.6,4796681.66,-1.9700809438,43.3183381074
VUT_Tramitacion,Viviendas de uso turístico,"Karkizano 5, 05 - B",583269.68,4797179.7,-1.973000752,43.3228489633
VUT_Tramitacion,Viviendas de uso turístico,"Karkizano 6, 05 - A",583261.63,4797188.85,-1.9730986326,43.3229322333
VUT_Tramitacion,Viviendas de uso turístico,"Karkizano 8, 04 - Cn",583252.24,4797179.88,-1.9732157855,43.3228525148
VUT_Favorable,Viviendas de uso turístico,"Karlos Santamaria,Pz 6, 01 - B",580573.92,4794967.69,-2.0065681544,43.3032273899
VUT_Tramitacion,Viviendas de uso turístico,"Karlos Santamaria,Pz 6, 04 - B",580573.92,4794967.69,-2.0065681544,43.3032273899
VUT_Tramitacion,Viviendas de uso turístico,Lapabide 70,576450.39,4795845.6,-2.057279908,43.3115617895
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1 1º Apto. 15",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 01 - 11",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 01 - 12",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 01 - 14 (Apartamento 14)",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 03 - 36",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 04 - 48",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 05 - 51",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 05 - 57",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, 06 - 64",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Favorable,Viviendas de uso turístico,"Lapurdi,Pz de 1, En - 1 Entresuelo. Apartamento 1",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Tramitacion,Viviendas de uso turístico,"Lapurdi,Pz de 1, En - 2 Entresuelo 2",583189.68,4797478.26,-1.9739420271,43.3255457928
VUT_Favorable,Viviendas de uso turístico,"Larramendi 1, Pr - A",582684.68,4796372.36,-1.9803362393,43.315644906
