"id","latitude","longitude","price","accommodates","room_type","host_id","host_name"
13203184,43.3235506205286,-1.98645859508633,158,2,"Private room",73815563,"Mª Pilar"
5723880,43.3229546705878,-1.97713345680864,15,6,"Entire home/apt",2035832,"Iñigo"
5682884,43.3235216984509,-1.97445134234497,163,2,"Entire home/apt",5254782,"Always Easy"
2741188,43.3155085089969,-1.98542832958054,101,2,"Private room",13159858,"Josse"
13613342,43.3150386979905,-1.98651672004671,79,9,"Entire home/apt",50920106,"Concepcion"
6919822,43.3167459823321,-1.9675298266684,134,2,"Private room",36268260,"Sarah"
13785803,43.3255473566207,-1.97093827926568,94,2,"Private room",24583214,"Aritz"
9304433,43.3231685084082,-1.96340093400026,118,2,"Private room",16228557,"Lourdes"
1431906,43.3186107257065,-2.00882438405742,102,4,"Entire home/apt",7696513,"Josu"
2570559,43.3159113712983,-1.98742959276703,90,2,"Private room",13159858,"Josse"
12317438,43.3043843976763,-1.97900771257645,178,2,"Entire home/apt",66442943,"Belen"
12884320,43.3182218935431,-2.01590071828966,15,6,"Entire home/apt",13367653,"Selectedrentals"
11163966,43.32388957814,-1.98641683007042,183,4,"Entire home/apt",58069986,"Maider Y Larraitz"
15882557,43.3237787315719,-1.95188408278261,15,2,"Private room",102990934,"Ana"
874092,43.3090237239262,-2.00786918980981,144,2,"Entire home/apt",4614604,"Apartamentos Donostia"
3634833,43.3216122381633,-1.97874421218721,40,4,"Entire home/apt",15707672,"The Rentals Collection"
8420968,43.3188609873669,-1.97373268640238,162,4,"Entire home/apt",44350286,"Sonia"
6296012,43.3244000832759,-1.96782572607998,36,4,"Entire home/apt",28493758,"Ana"
11152897,43.3144557250613,-1.99391916971686,77,6,"Entire home/apt",5254782,"Always Easy"
12539512,43.3091072818253,-2.01171316895491,178,3,"Entire home/apt",43850959,"Andrea"
7656380,43.3185441640548,-1.98329209507985,25,6,"Entire home/apt",40184350,"Iñaki"
6608475,43.3155860773217,-1.973063951591,178,3,"Entire home/apt",10670704,"Miguel"
3634710,43.3102149213821,-1.96686039495145,149,2,"Entire home/apt",18326048,"Sonia"
12826009,43.3038444840955,-2.00561195925813,178,4,"Entire home/apt",12954077,"Aritz"
14742935,43.3237138237919,-1.98372178893229,125,2,"Private room",20308301,"Giulia"
9581932,43.3154795136881,-1.98028627907411,170,4,"Entire home/apt",31019676,"Ane"
13292929,43.3126521573173,-2.00086321773285,17,4,"Entire home/apt",37985139,"David & Shandra"
3249524,43.3239107372383,-1.97528726078724,122,1,"Private room",16436199,"Dir"
15304373,43.3214747046697,-1.98419062751566,8,4,"Entire home/apt",46725741,"Guillermina"
7034217,43.3143048779224,-1.99238547093654,36,6,"Entire home/apt",34499947,"Jose"
457366,43.3230485836545,-1.98257231979266,163,3,"Private room",2015934,"Jon"
15740477,43.3115704438528,-1.98987429676117,155,4,"Entire home/apt",10490305,"Patricia"
14678064,43.3287096035287,-1.97020884558639,8,5,"Entire home/apt",13367653,"Selectedrentals"
3159397,43.3155190682256,-2.00235994934617,15,4,"Entire home/apt",15707672,"The Rentals Collection"
7476559,43.3227090316927,-1.97643729149362,134,2,"Private room",39152861,"Jon Area"
12539232,43.3176053426745,-1.98289945784366,4,2,"Entire home/apt",13367653,"Selectedrentals"
15897949,43.3226830154676,-1.97812395851089,90,3,"Private room",32827088,"Adrián"
13381177,43.302044265182,-2.00447589365043,36,4,"Entire home/apt",18953953,"Mikel"
7476542,43.3219226371093,-1.97840299849322,134,2,"Private room",39152861,"Jon Area"
2995523,43.3130232732042,-2.00836534075497,19,2,"Entire home/apt",15270260,"Ainhoa"
13505247,43.3238856028105,-1.98549016541253,101,2,"Private room",790667,"Off Beat Guesthouse"
6984987,43.3273588916528,-1.97099886799513,170,4,"Entire home/apt",36623039,"Unai"
9762074,43.3236450004342,-1.98193586797087,18,6,"Entire home/apt",12954077,"Aritz"
10933538,43.3202624564011,-1.98169199505568,173,4,"Entire home/apt",4425224,"José Javier"
13202713,43.3240093596886,-1.98634334037259,149,2,"Private room",73815563,"Mª Pilar"
11924738,43.3164104633844,-1.98010005738024,154,2,"Private room",63629203,"Ibaia"
6436482,43.3013570435562,-1.96761798337915,147,3,"Private room",33600942,"Jone"
6794372,43.3222259840283,-1.98511888858135,158,1,"Private room",149691,"Alex"
13557287,43.3189323367334,-1.97939089622844,59,7,"Entire home/apt",78058732,"Mikel"
8422266,43.3220896134038,-1.98320777675688,178,4,"Entire home/apt",20642917,"Sara"
9540821,43.3047873316534,-1.97899553922854,115,2,"Private room",49414795,"Maria Mercedes"
4084944,43.3239856073065,-1.97085859116797,90,2,"Private room",19632477,"Ibon"
14308576,43.325686996778,-1.97461303689411,178,4,"Entire home/apt",5254782,"Always Easy"
7066839,43.3218114298533,-1.97060368659136,92,2,"Private room",36531637,"Iñaki"
11024346,43.3128493518,-2.00039872942974,8,12,"Entire home/apt",57209575,"Aritz"
14219233,43.3091739942868,-2.00035969512734,114,8,"Entire home/apt",25039584,"Ss Housing"
14079967,43.3129842679066,-2.00108353638055,12,5,"Entire home/apt",84632475,"Sofía"
4569039,43.3228572434385,-1.98484032678159,7,4,"Entire home/apt",6598471,"People Rentals"
16438265,43.3095324909112,-1.97076679652048,15,4,"Entire home/apt",46751344,"Alfonso"
6928319,43.3250712271951,-1.96311379066631,134,2,"Private room",16228557,"Lourdes"
6264761,43.319615351318,-1.97461902551548,28,2,"Entire home/apt",28360989,"Maria Jesus"
13825978,43.3193293776043,-1.95589255242646,160,5,"Entire home/apt",61291867,"Jose"
13482205,43.3217320150988,-1.94677970808314,178,4,"Entire home/apt",18260192,"Carmen"
1159799,43.3099569583226,-2.00015416332102,144,2,"Private room",2676178,"Columba"
14664567,43.3075895540394,-1.97919721209314,15,4,"Entire home/apt",33063854,"Pablo"
8819889,43.3248710523102,-1.97471020743592,165,2,"Entire home/apt",46202105,"Itsaso"
6755511,43.313350609467,-1.98015704865806,173,2,"Entire home/apt",18639936,"Javi"
11924664,43.3162894667498,-1.97945241064135,154,2,"Private room",63629203,"Ibaia"
6484845,43.3173577462715,-1.97998337021225,51,4,"Entire home/apt",13343635,"Andrea"
5239987,43.3195458958365,-1.98475562406518,173,4,"Entire home/apt",7781608,"Charo"
13382824,43.3090160914663,-1.97735957427591,24,5,"Entire home/apt",2470030,"Vanesa"
13254167,43.320878158678,-1.97053817190442,170,4,"Entire home/apt",23350301,"Kevin"
6165633,43.3212896756584,-1.98042357643856,18,4,"Entire home/apt",31986490,"Rafael"
11965570,43.3213886882737,-1.97872005944613,36,2,"Entire home/apt",2625306,"Terese"
1340524,43.3221868638252,-1.98417906073049,147,3,"Private room",7270859,"Emi"
3388519,43.3068937906424,-1.97649509717246,76,1,"Private room",16163108,"Néstor & Eun-Hye"
6124638,43.3071555145187,-2.06061751518266,149,2,"Private room",20367848,"Mariajose"
4866919,43.3241457649911,-1.98372870767411,66,2,"Private room",25035028,"Sandro"
10743698,43.3239759918743,-1.98589080521439,169,6,"Entire home/apt",12954077,"Aritz"
2641815,43.3031034346714,-1.98312573370243,1,4,"Entire home/apt",13367653,"Selectedrentals"
12365696,43.3239869886005,-1.97500062051458,36,4,"Entire home/apt",66803125,"Isabel"
3100541,43.3129127962832,-2.03001897121007,36,6,"Entire home/apt",15764978,"Jose Mari"
7228867,43.3225224076326,-1.98476803490131,130,1,"Private room",37814558,"Nuntz"
11857207,43.3218975339966,-1.98608987733304,40,6,"Entire home/apt",5254782,"Always Easy"
429887,43.3248855665995,-1.98353097338264,36,2,"Private room",2015934,"Jon"
11800377,43.3060306627747,-1.98026634063362,170,4,"Entire home/apt",62838817,"Lisa & Enrike"
2923267,43.3089687642561,-1.98946828649961,28,2,"Entire home/apt",10810417,"Pablo"
15372876,43.3164573572433,-1.98206506977122,43,4,"Entire home/apt",98189424,"Iberorent Apartments"
15372864,43.3213363604624,-1.98510619751888,62,6,"Entire home/apt",98189424,"Iberorent Apartments"
15372865,43.3229367256292,-1.98466357200584,62,7,"Entire home/apt",98189424,"Iberorent Apartments"
15372869,43.3223832922389,-1.976936673256,52,6,"Entire home/apt",98189424,"Iberorent Apartments"
13570662,43.3249255274248,-1.98550378008145,76,2,"Private room",790667,"Off Beat Guesthouse"
15372855,43.3245469685034,-1.97404817689501,73,8,"Entire home/apt",98189424,"Iberorent Apartments"
1561148,43.3229375209532,-1.97922992848185,70,1,"Private room",938570,"Bettina"
15372852,43.3234699247927,-1.98670944927873,9,3,"Entire home/apt",98189424,"Iberorent Apartments"
7385653,43.3032055754954,-1.98417624042187,15,5,"Entire home/apt",27623958,"Inma"
7729700,43.3130177117602,-1.98673526666126,125,2,"Private room",39175346,"Kristina & Iker"
14627374,43.3139581279303,-1.98578361542292,45,5,"Entire home/apt",6520043,"Monica"
13824183,43.3194304611718,-1.98016948050487,173,4,"Entire home/apt",81464551,"Espe"
9310363,43.317403012129,-1.98133942339626,175,2,"Entire home/apt",13343635,"Andrea"
15839411,43.3103341027977,-2.00708550544728,170,5,"Entire home/apt",102583389,"Basque Stay"
5648493,43.3227678151687,-1.98329169469918,61,6,"Entire home/apt",29271895,"Santiago"
15839406,43.3228326662775,-1.97706611531331,177,8,"Entire home/apt",102583389,"Basque Stay"
6746281,43.3157658987804,-1.98592473224022,178,6,"Entire home/apt",35321362,"Koko Mai"
12718237,43.3248543366728,-1.98460521320453,134,2,"Private room",4402649,"SSHA Guesthouse"
13652112,43.3226514383553,-1.97450032320226,125,2,"Private room",15659580,"Eva"
4116626,43.3191725486626,-1.98185526100098,40,6,"Entire home/apt",15707672,"The Rentals Collection"
7442548,43.3224100049284,-1.98551692617318,88,6,"Entire home/apt",38990075,"María"
9485675,43.3269722442118,-1.97131461586512,180,4,"Entire home/apt",2470030,"Vanesa"
5640321,43.3250135595097,-1.97494793882251,28,7,"Entire home/apt",28544877,"Eva"
11733012,43.3240357376214,-1.99056101976074,149,2,"Entire home/apt",62406436,"Arantxa"
3641480,43.3174205954411,-2.00491517633107,15,4,"Entire home/apt",15707672,"The Rentals Collection"
4493416,43.3221737289635,-1.98576752767939,134,4,"Entire home/apt",3425634,"Olga"
7508034,43.3231948369013,-1.9788214343439,144,2,"Private room",39332444,"Borja"
15880285,43.3232892988053,-1.98678554938762,40,6,"Entire home/apt",3952766,"Jon"
15884979,43.3243785894973,-1.95055430134956,15,2,"Private room",102990934,"Ana"
3584043,43.3256452815126,-1.96929447995691,46,8,"Entire home/apt",17862112,"Maria Jose"
9196210,43.3219770328722,-1.98262542739834,151,4,"Entire home/apt",25039584,"Ss Housing"
14659615,43.3235013024158,-1.98195733054971,134,2,"Private room",59754218,"Jone"
9981273,43.3117657927914,-1.95330178376987,178,2,"Private room",48917476,"Rosa"
8048654,43.3178820672687,-1.97306433817701,158,3,"Entire home/apt",21758026,"Jokin"
1208285,43.3224663471157,-1.97507284140092,15,6,"Entire home/apt",3358229,"Asier"
4706285,43.3100304468983,-1.98889896492091,125,2,"Private room",20922061,"Ana"
13340659,43.322624837678,-1.97900637188678,28,6,"Entire home/apt",3952766,"Jon"
618478,43.3054928168545,-1.97475773430508,51,4,"Entire home/apt",1934446,"Iñaki"
9162716,43.3250692944608,-1.97331977575972,15,4,"Entire home/apt",36626870,"Carolina"
12967246,43.3012567615764,-2.05293217974291,40,4,"Entire home/apt",71316977,"Gari"
6492107,43.3120799848518,-2.02301158993065,149,2,"Private room",33930089,"Angel"
6492073,43.3138764975966,-2.0236238544643,110,1,"Private room",33930089,"Angel"
14765984,43.3206644015474,-1.97542089786074,78,1,"Private room",26671296,"Itziar"
2610097,43.3075682451174,-1.9794031695743,8,4,"Entire home/apt",13367653,"Selectedrentals"
11563936,43.3173878664885,-2.00829388531251,154,2,"Private room",31020295,"Ana Isabel"
13483261,43.324399287746,-1.96570311459649,144,2,"Private room",66539980,"Ioritz"
13390724,43.3091524402479,-1.9797633712773,61,4,"Entire home/apt",24273022,"Conchita"
11727746,43.3098530426746,-1.9968834440197,149,2,"Private room",61945641,"Nora"
9401190,43.322429286269,-1.98299983903863,115,2,"Private room",4271408,"Olatu Guest"
14610124,43.3162003744246,-1.9853693706602,183,6,"Entire home/apt",25039584,"Ss Housing"
8000340,43.3186064988876,-1.9292091730943,101,3,"Private room",1580586,"Maria"
7574347,43.3117421720957,-2.00101789140321,163,4,"Entire home/apt",39712030,"Dorleta"
6968137,43.3143149779477,-2.004774738896,176,4,"Entire home/apt",18192487,"José Mari"
2798383,43.3194481523431,-1.98339274673963,51,6,"Entire home/apt",5254782,"Always Easy"
15250230,43.3138744881592,-1.9822034701572,170,4,"Entire home/apt",96979720,"Mj"
14086976,43.3234526089372,-1.96946954244876,15,4,"Entire home/apt",15707672,"The Rentals Collection"
15698671,43.3223248434536,-1.98507615213892,154,4,"Entire home/apt",101354142,"Rosi"
953065,43.3073753165461,-2.05820253266864,23,4,"Entire home/apt",5173315,"Casa Rural Mar Y Mar Agroturismo, S"
13978316,43.3140907737239,-1.99106147941445,77,4,"Entire home/apt",83317009,"Asun"
2976431,43.3235265224586,-1.98457610698448,36,2,"Entire home/apt",15181459,"Amaia"
11136183,43.3169228756634,-1.93628603306667,115,2,"Private room",45468758,"F."
953032,43.3084118203271,-2.05986334294618,8,3,"Entire home/apt",5173315,"Casa Rural Mar Y Mar Agroturismo, S"
3525305,43.3209059289254,-1.98235767940675,8,2,"Entire home/apt",15707672,"The Rentals Collection"
13696114,43.3104220379906,-2.00415410054165,182,5,"Entire home/apt",79850083,"Aitor"
2837161,43.3259404229359,-1.97211802142309,176,2,"Entire home/apt",14492124,"Agurne"
14214938,43.3230674552599,-1.97256202460284,125,4,"Private room",38107504,"Iñigo"
8937924,43.3115583619027,-2.00728779705079,113,4,"Entire home/apt",23510666,"Aitor"
12315284,43.3247834751465,-1.98380536898408,149,4,"Private room",59754218,"Jone"
2517617,43.3191951348057,-1.98307451845846,25,5,"Entire home/apt",12889206,"Paula"
13904520,43.3157176822627,-1.98735395746703,22,4,"Entire home/apt",50920106,"Concepcion"
11725346,43.3127633288436,-2.00418265743166,170,3,"Entire home/apt",18192487,"José Mari"
2009614,43.3240544458799,-1.96829234882378,125,2,"Private room",10329120,"Natalia"
13683226,43.3195068794617,-1.97480150177318,15,3,"Entire home/apt",29697318,"Inigo"
3090961,43.3048523528366,-1.97822905928667,163,2,"Entire home/apt",15721159,"María"
11824215,43.3241105016975,-1.97278364313625,170,4,"Entire home/apt",11356772,"Daniele"
2361853,43.3200381228712,-1.95405261092859,18,6,"Entire home/apt",12058299,"Pilar"
5368288,43.3235305523999,-1.98580801758479,1,3,"Entire home/apt",27827094,"Beatriz"
9472482,43.3212421638581,-1.97584127133241,55,1,"Private room",49086359,"Yessica"
12283388,43.2950079018807,-1.97001881959592,104,13,"Entire home/apt",66189507,"Villa Sabene 4"
10095012,43.2899706345544,-1.98896301579237,1,6,"Entire home/apt",51802919,"Roberto"
4114845,43.3113459887829,-1.98871966571959,125,2,"Private room",20922061,"Ana"
15927699,43.3236244840151,-1.98355380774843,106,2,"Private room",29992891,"Brendon & Nick"
12888466,43.3161732852464,-1.98641467506089,57,8,"Entire home/apt",2470030,"Vanesa"
5122442,43.3136357390872,-1.99314068663582,77,5,"Entire home/apt",26474511,"Alexey"
6080880,43.3252326273609,-1.97312862900344,144,2,"Private room",31208960,"Monika"
715145,43.3105473686351,-1.9789349188662,36,6,"Entire home/apt",3683513,"Nati"
12668959,43.3118139527523,-1.98018617500499,94,1,"Private room",68832889,"Elena"
7145822,43.3169669035566,-1.98651480060581,56,4,"Entire home/apt",14711314,"Inverti San Sebastian"
4049225,43.3042422592192,-1.98142278768597,125,2,"Private room",14547732,"Iñigo"
14035269,43.3206906984128,-1.97944775405572,5,4,"Entire home/apt",20267369,"Nora"
15372843,43.3179212000159,-1.98237233631401,43,4,"Entire home/apt",98189424,"Iberorent Apartments"
13584178,43.3161816695985,-1.97530123113507,103,1,"Private room",50516880,"Ido"
8139289,43.3141188087295,-1.98625906628424,12,2,"Private room",17097096,"Katherine"
14012947,43.3063712956639,-1.97855865276574,158,1,"Private room",58139690,"Asun"
13274569,43.3133505441566,-1.95818232571725,101,2,"Private room",70783776,"Mariaje"
605611,43.3242702894348,-1.96792642143559,149,1,"Private room",2977232,"Sebastian"
1836252,43.324821581724,-1.96743894728127,76,1,"Private room",6096016,"Aiala"
13218269,43.3237982876922,-1.98428166337888,4,4,"Entire home/apt",74112299,"Begoña"
1618388,43.3050151508693,-2.04034291992551,158,2,"Private room",8603350,"Agurtxo"
3511680,43.321932828833,-1.97817280953204,51,10,"Entire home/apt",4614604,"Apartamentos Donostia"
11932112,43.3236958904359,-1.98562909750632,18,4,"Entire home/apt",27570356,"Nerea"
12120530,43.3124467179722,-1.99634145016802,95,8,"Entire home/apt",65018851,"Montserrat"
13570492,43.3242300916189,-1.98370566815069,76,2,"Private room",790667,"Off Beat Guesthouse"
7049635,43.3256885063052,-1.98463693794387,158,2,"Private room",4402649,"SSHA Guesthouse"
13922706,43.3237093204178,-1.9761367737421,125,2,"Private room",15659580,"Eva"
12620167,43.3211846910151,-1.98314571983973,163,6,"Entire home/apt",68513616,"Imanol"
6222184,43.3227685806912,-1.99122174262723,15,4,"Entire home/apt",5280731,"Marina"
11841903,43.3124642666703,-2.00415089892163,36,6,"Entire home/apt",63100080,"Maria"
11178349,43.3153474481885,-1.98101318735466,101,2,"Private room",3739364,"Femke"
9289211,43.3223451925355,-1.97559869524203,42,2,"Entire home/apt",3952766,"Jon"
6764719,43.3244393879651,-1.96930566499424,163,2,"Private room",12747666,"Nuri Emil"
6287659,43.3214993675181,-1.97832503441077,1,4,"Entire home/apt",15341690,"Luar"
13488478,43.3030134896008,-2.00501162440901,126,2,"Private room",77280239,"Borja"
15839456,43.3199084253107,-2.00676957902661,174,6,"Entire home/apt",102583389,"Basque Stay"
15839451,43.3114940201742,-2.01302658221231,156,6,"Entire home/apt",102583389,"Basque Stay"
15839443,43.3166001976289,-1.98653792884384,159,4,"Entire home/apt",102583389,"Basque Stay"
11882082,43.3245207577849,-1.97816227758099,149,8,"Private room",149691,"Alex"
544285,43.309905925581,-2.00161252633939,144,2,"Private room",2676178,"Columba"
12865096,43.3225216453678,-1.98731250646925,36,2,"Entire home/apt",67756864,"Izaskun"
14413374,43.31100589956,-1.9888917809851,178,2,"Entire home/apt",87994485,"Hector"
11841080,43.3073603989743,-2.01666798248176,115,2,"Private room",51296876,"Maria Pilar"
12889661,43.3050749665286,-1.97738610866705,1,4,"Entire home/apt",6973618,"Ruben"
13817780,43.3243335614266,-1.98507520963983,149,2,"Private room",2849717,"Kelly"
12537389,43.3180487501035,-1.9821894653789,41,3,"Entire home/apt",13367653,"Selectedrentals"
1062831,43.3215341113862,-1.95603363120734,182,4,"Entire home/apt",5849931,"Joel"
13602345,43.3231803477889,-1.97604698371562,134,2,"Private room",21623734,"Carolina"
14102053,43.323456912064,-1.97593601737366,36,4,"Entire home/apt",15707672,"The Rentals Collection"
9686552,43.3138986741175,-2.02777048601102,67,6,"Entire home/apt",50034160,"Diego"
15887884,43.3168228586851,-1.98224751358027,76,2,"Private room",103037542,"Joe"
14487033,43.3244423746904,-1.96404028866495,60,1,"Private room",11160829,"Dawamoru"
9440771,43.3220891351699,-1.97964731504359,61,4,"Entire home/apt",3746437,"Nuria"
4795889,43.3258188894453,-1.97098308570136,170,6,"Entire home/apt",7770643,"Elías"
13241851,43.3136174188603,-1.98938892840307,15,4,"Entire home/apt",5254782,"Always Easy"
6671854,43.3243789421085,-1.97039087503382,163,2,"Private room",12747666,"Nuri Emil"
929190,43.3229403846026,-1.98353681069849,8,2,"Entire home/apt",5002242,"Karmele"
3252777,43.3144293862664,-2.00190166310045,8,4,"Entire home/apt",15707672,"The Rentals Collection"
1674721,43.3189734082225,-1.97006874601071,48,6,"Entire home/apt",8863617,"Mikel"
13626859,43.3241879483598,-1.97377945601716,170,3,"Entire home/apt",5254782,"Always Easy"
11841000,43.323748431604,-1.97946551332772,125,1,"Private room",149691,"Alex"
6434251,43.3135245868794,-2.00250713081578,85,5,"Entire home/apt",13723057,"Maria"
13110715,43.3181489923928,-1.96968207631789,157,2,"Entire home/apt",47240699,"Mª José"
3984792,43.3233371770878,-1.97084790805147,90,1,"Private room",19632477,"Ibon"
14364051,43.3254803917857,-1.97333028234868,170,4,"Entire home/apt",88092791,"Lide"
1183104,43.3233556944134,-1.9848882615967,40,6,"Entire home/apt",3952766,"Jon"
903053,43.321124681689,-1.97396497235184,180,4,"Entire home/apt",4827486,"Patricia"
7318896,43.3232776521269,-1.98217515064227,5,2,"Entire home/apt",38259578,"Raquel & Joseba"
8834413,43.309096286366,-1.99383809934148,15,6,"Entire home/apt",46269538,"Paula"
15047648,43.3121114060468,-1.9526758642837,168,3,"Private room",12465495,"Garazi"
15953241,43.3240524414757,-1.98185760400323,173,4,"Entire home/apt",63333992,"Susana"
9497923,43.3222589548913,-1.97014944947161,30,6,"Entire home/apt",8620322,"Carlos"
13569348,43.3164577965745,-1.98680125710526,52,8,"Entire home/apt",10650761,"Andrey"
14068970,43.3196771634702,-1.98225739560432,170,4,"Entire home/apt",5254782,"Always Easy"
5024971,43.3105333890726,-1.99581095544181,171,4,"Entire home/apt",25932334,"Luis"
4902102,43.3275628443147,-1.96994502379398,36,2,"Entire home/apt",16300842,"Eva"
5532868,43.3224607027322,-1.95983853609494,15,6,"Entire home/apt",12954077,"Aritz"
14955683,43.3147535706512,-2.00064216071715,183,3,"Entire home/apt",12954077,"Aritz"
11816128,43.322727869194,-1.9858654787399,33,6,"Entire home/apt",6598471,"People Rentals"
4336840,43.3148661034124,-1.98966398396683,15,2,"Private room",17097096,"Katherine"
13585589,43.3158271016809,-2.00738948014839,61,4,"Entire home/apt",15707672,"The Rentals Collection"
5770437,43.3259552445287,-1.97094376290516,22,5,"Entire home/apt",13367653,"Selectedrentals"
7752862,43.3082031700083,-2.00606728387927,15,7,"Entire home/apt",40761716,"Sebastian"
15372846,43.3238582034496,-1.98706114272561,23,4,"Entire home/apt",98189424,"Iberorent Apartments"
2854027,43.2922361719375,-1.99615013975132,1,7,"Entire home/apt",14591119,"Ana & Ralf"
13888648,43.3226157732319,-1.98692328416972,15,2,"Entire home/apt",12410760,"Peter"
13372540,43.3255179443772,-1.96418670185251,36,5,"Entire home/apt",24686186,"Estitxu"
3239025,43.3185471147695,-1.95940606550707,165,4,"Entire home/apt",2907063,"Josefran"
3427448,43.3102940908541,-2.0008877048575,25,4,"Entire home/apt",17122408,"Espe"
13372526,43.3165384465286,-1.9803680151745,1,4,"Entire home/apt",4614604,"Apartamentos Donostia"
6982755,43.3244751820493,-1.97762295241672,28,6,"Entire home/apt",3952766,"Jon"
7466071,43.3080422429159,-1.9788625191467,4,3,"Entire home/apt",39105792,"Pedro & Eva"
3222611,43.3194452160519,-1.98040817205257,8,2,"Entire home/apt",15707672,"The Rentals Collection"
5196884,43.3187307652137,-1.97984403196894,15,4,"Entire home/apt",5254782,"Always Easy"
16133205,43.3237367218326,-1.97050236975831,154,4,"Entire home/apt",105237788,"Arantxa Y Aitor"
1118725,43.3121691007621,-1.92254715805664,149,2,"Entire home/apt",6139365,"Conchi"
7700999,43.3157421572871,-1.96616483377093,15,9,"Entire home/apt",40453600,"Francisco"
796513,43.3164153860253,-1.95089129916781,178,5,"Entire home/apt",3065884,"Diana"
15592521,43.3099025759197,-2.00168765947145,35,1,"Shared room",100340746,"Koisi"
15387683,43.3243490745979,-1.9766959512401,23,4,"Entire home/apt",98189424,"Iberorent Apartments"
4983780,43.3039783660681,-1.97722975165402,90,2,"Private room",17631675,"Rudy"
5882657,43.3153971899227,-1.96975940536833,1,6,"Entire home/apt",13725999,"Masa Y Borja"
625045,43.3126182367086,-2.00566930432786,149,3,"Entire home/apt",3100870,"David"
12708874,43.3260425837447,-1.9727932813671,163,6,"Entire home/apt",69087589,"Jon"
9194484,43.3089153363466,-1.9823770871669,149,2,"Private room",47829747,"Mariona"
12962786,43.3250028635213,-1.98303617762855,1,6,"Entire home/apt",4614604,"Apartamentos Donostia"
13737789,43.2970367386037,-1.97337929029811,110,2,"Private room",76289581,"Asier"
14215224,43.3042198581346,-1.98207713092017,149,4,"Entire home/apt",86327331,"Maria"
3780934,43.3230932512159,-1.97566614099338,134,2,"Private room",18252227,"Daniel"
3550684,43.3224784778614,-1.96890422627774,134,2,"Private room",17873844,"Carmen"
1184044,43.3055258539673,-1.98153417947672,22,7,"Entire home/apt",6476941,"Xabi"
16011998,43.3149426092756,-2.00119625319718,178,5,"Entire home/apt",10725302,"Aizlur, S.L."
7655728,43.3274394239653,-1.96932540204481,15,2,"Entire home/apt",15707672,"The Rentals Collection"
7393562,43.3194524230228,-1.97675929947051,151,2,"Private room",33887248,"Maria"
14913823,43.3242145788883,-1.98571792464401,163,2,"Private room",93687802,"Nicholas"
13263572,43.3241629733817,-1.97009013547468,163,2,"Private room",12747666,"Nuri Emil"
14622081,43.3225048940939,-1.98552483446978,1,4,"Entire home/apt",2035832,"Iñigo"
13375532,43.3236467272589,-1.96391161262805,16,4,"Entire home/apt",11160829,"Dawamoru"
953057,43.3080829323707,-2.05995596353832,8,3,"Entire home/apt",5173315,"Casa Rural Mar Y Mar Agroturismo, S"
6195486,43.3191706999129,-1.97914701066085,36,4,"Entire home/apt",32128103,"Rodrigo"
9554187,43.3243048280443,-1.98594998023467,95,8,"Entire home/apt",49473712,"Miren"
14059796,43.3159133775399,-1.93159154004836,183,6,"Entire home/apt",67002163,"Idoia"
5343491,43.3196384548883,-1.98332091225596,170,4,"Entire home/apt",4614604,"Apartamentos Donostia"
2836738,43.3171418921891,-1.98584092986128,28,6,"Entire home/apt",12738550,"Carlos"
3893488,43.3225599648751,-1.96138089658106,163,3,"Entire home/apt",20149704,"María José"
15266735,43.3137383023135,-2.00683251596681,183,5,"Entire home/apt",12954077,"Aritz"
11258078,43.325368638753,-1.97374718037052,72,6,"Entire home/apt",45732694,"Ion"
12470513,43.3081872813292,-1.97345853059898,36,6,"Entire home/apt",49473712,"Miren"
3901667,43.3063344836279,-1.97524443870239,178,2,"Entire home/apt",16163108,"Néstor & Eun-Hye"
13199571,43.3272947698083,-1.97153166873815,170,3,"Entire home/apt",39990119,"Martin"
13813975,43.3075605797891,-2.00658078748605,1,4,"Entire home/apt",49977631,"Maider"
1410885,43.3091917825236,-2.00444561394249,15,6,"Entire home/apt",7607265,"Gaizka"
1795884,43.3224960118488,-1.97858596084492,115,3,"Private room",8462790,"Maria Concepcion"
14001991,43.3219445327737,-1.97333044211716,158,2,"Private room",83663860,"Maria Antonia"
7210817,43.323182341945,-1.96995674793678,1,3,"Private room",37032982,"Bea"
4433690,43.3193354425174,-1.98332285124298,178,4,"Entire home/apt",2625306,"Terese"
3991320,43.3189750829324,-1.98048297236446,18,4,"Entire home/apt",20689842,"Ainhoa"
14971729,43.3225535314974,-1.9689347691753,46,10,"Entire home/apt",94296670,"Pablo&Family"
5474052,43.324001301969,-1.97622516312488,61,8,"Entire home/apt",13725999,"Masa Y Borja"
10013906,43.3065744516488,-1.98164592465714,1,6,"Entire home/apt",51429618,"Mikel"
6637312,43.324700396694,-1.98612765804304,36,8,"Entire home/apt",34717423,"Hugo"
15910526,43.3236885161233,-1.98542448502947,90,3,"Private room",790667,"Off Beat Guesthouse"
7341821,43.3202753782788,-1.94454475588131,33,7,"Entire home/apt",6598471,"People Rentals"
2688726,43.3099772586573,-1.98074453443663,15,5,"Entire home/apt",13763589,"Javier"
8914624,43.3221448129662,-1.97014680743622,43,6,"Entire home/apt",46622471,"Tristán"
14067405,43.3042913586768,-1.98170003670244,149,1,"Private room",42998598,"Jon"
605129,43.3177777017383,-1.96883359473491,163,2,"Entire home/apt",2997106,"Igor"
