"id","latitude","longitude","price","accommodates","room_type","host_id","host_name"
3245758,43.3189301993696,-1.97966060205841,8,2,"Entire home/apt",15707672,"The Rentals Collection"
6596247,43.3218825440897,-1.98069878785224,15,6,"Entire home/apt",34508326,"Ana"
13051530,43.3152529919232,-1.98217005192487,36,7,"Entire home/apt",47550535,"Alex"
6441814,43.3220672501534,-1.98612038657657,94,2,"Private room",33632894,"Antoine"
11724414,43.3079923320112,-1.98102783710604,1,5,"Entire home/apt",55731396,"Lierni"
12646798,43.3141286596569,-1.9578746584678,158,4,"Entire home/apt",68686301,"Marisa Y Alazne"
14393908,43.3149093989701,-1.98856105026493,8,4,"Entire home/apt",43809989,"Dal"
14052636,43.3091176687707,-1.99691210988301,46,4,"Entire home/apt",50920106,"Concepcion"
13821183,43.3131478071754,-1.98812686636063,40,4,"Entire home/apt",47469008,"Nerea"
978143,43.3187757081629,-1.9807567601865,163,5,"Entire home/apt",4614604,"Apartamentos Donostia"
3566841,43.3195840229125,-1.98039979384165,45,6,"Entire home/apt",15707672,"The Rentals Collection"
8097007,43.3236591072545,-1.97374919973905,170,2,"Private room",42757573,"Santi"
13740655,43.3228876336676,-1.97538792706285,8,3,"Private room",79630455,"Miss Val"
11709021,43.3238152326578,-1.98575436833989,158,4,"Entire home/apt",8517912,"Paula"
5991007,43.3171500690033,-1.97898187212548,139,4,"Entire home/apt",25039584,"Ss Housing"
5781261,43.324252677531,-1.9843135531874,101,2,"Private room",29992891,"Brendon & Nick"
961100,43.3239918212088,-1.98064101710092,8,2,"Entire home/apt",5096546,"Gustavo"
7080523,43.3203745577214,-1.97941861602898,8,2,"Entire home/apt",15707672,"The Rentals Collection"
3169377,43.3213470427611,-1.97562101776834,45,6,"Entire home/apt",15707672,"The Rentals Collection"
13879048,43.3250340461371,-1.97298684716591,110,2,"Private room",54624075,"James"
13765784,43.3221531123431,-1.98607434046431,36,2,"Entire home/apt",80739881,"Nerea"
9370558,43.3126027999983,-2.00082191810242,49,8,"Entire home/apt",48619281,"Jim & Espe"
7165544,43.3068613633199,-2.05928754655713,116,8,"Entire home/apt",20367848,"Mariajose"
13635720,43.3255537200621,-1.97493319421611,83,2,"Entire home/apt",79077346,"Javier"
3229269,43.3176549205391,-1.98345597678295,40,7,"Entire home/apt",3952766,"Jon"
12543584,43.322873590324,-1.98657961753503,158,2,"Private room",67141855,"Isabel & Aitor"
13739614,43.3139119179984,-2.00499468506608,36,2,"Entire home/apt",15268898,"Mariano"
12863058,43.3247863713984,-1.98315200242953,149,4,"Private room",59754218,"Jone"
2360889,43.3165662571632,-1.97938802060489,180,6,"Entire home/apt",4614604,"Apartamentos Donostia"
6915646,43.3217150960228,-1.94246582495494,178,6,"Entire home/apt",18910266,"Felix"
13151689,43.3165083963004,-1.98051055359881,21,6,"Entire home/apt",73378126,"Maider"
14927402,43.3058048077639,-1.97782268206644,1,4,"Entire home/apt",93847637,"Alberto"
12902662,43.3180177901817,-1.98264231331492,146,2,"Private room",70686255,"Gloria"
2688535,43.3073287702146,-1.9818133372677,22,5,"Entire home/apt",13726631,"Nieves"
13257009,43.3241635518888,-1.96941162673259,163,2,"Private room",12747666,"Nuri Emil"
2450954,43.3218674851485,-1.9780692637426,180,6,"Entire home/apt",4614604,"Apartamentos Donostia"
10814846,43.321757552144,-1.97585854601695,165,4,"Entire home/apt",20566839,"Jesus"
534069,43.3238003026131,-1.98492908571444,182,2,"Entire home/apt",2625306,"Terese"
14796165,43.3236109016928,-1.9732296753333,122,2,"Private room",92414536,"Nagore"
16541021,43.3240907139082,-1.98212964139305,112,3,"Private room",790667,"Off Beat Guesthouse"
14435668,43.3235681440379,-1.94265315010609,173,7,"Entire home/apt",87699823,"Jose Ignacio"
2049354,43.3052990161469,-1.97450364432411,180,8,"Entire home/apt",6809870,"Sara"
13968702,43.3253642775729,-1.97537598131235,178,4,"Entire home/apt",6380353,"Ana"
6071590,43.3170219776026,-2.00815778370308,160,2,"Private room",31020295,"Ana Isabel"
2655540,43.3112513511084,-2.00928350822306,75,7,"Entire home/apt",13482112,"Marta"
386301,43.3241229189611,-1.97070516803175,18,4,"Entire home/apt",1933529,"Ainhoa"
4621581,43.3179090596425,-1.9737289660682,169,4,"Entire home/apt",23937571,"Daniel"
11956443,43.3241632371688,-1.97577858338387,115,2,"Private room",34331007,"Manoli"
11085090,43.3209071218822,-1.97722379152173,149,2,"Private room",3532195,"Anne-Marie"
15541482,43.3241720070067,-1.97528071175915,61,5,"Entire home/apt",13792405,"Ainara"
8561890,43.3250528813437,-1.97364633103486,180,2,"Entire home/apt",45061654,"Maider"
9610442,43.3257242233164,-1.96340303291947,134,4,"Entire home/apt",46278570,"Patxi"
13953238,43.3255933308352,-1.97191461295529,125,2,"Private room",35755884,"Borja"
3745990,43.3232032106199,-1.98668638270372,28,6,"Private room",19156553,"Pablo"
11605706,43.3223591581628,-1.98976735209633,182,6,"Entire home/apt",61419767,"Aitor"
9611460,43.3205281501224,-1.97010661931891,125,2,"Private room",49728217,"Rosa"
5514097,43.314391580007,-1.989597139354,163,2,"Private room",17097096,"Katherine"
2680891,43.3230166363866,-1.96682238970487,1,6,"Entire home/apt",13725999,"Masa Y Borja"
6817855,43.3271569942455,-1.97039058044706,170,2,"Entire home/apt",35700062,"Paulo"
8243252,43.3302822622461,-1.95895236321518,39,5,"Entire home/apt",43472380,"Arri"
15157292,43.298620900126,-1.99043844995352,1,2,"Private room",3188727,"Aitor"
13461544,43.3142307224309,-1.9732400228324,144,4,"Private room",8249341,"Raymond"
7481367,43.313019210905,-1.98536174540678,158,2,"Private room",39175346,"Kristina & Iker"
11954209,43.3115376139143,-1.98052188992341,28,7,"Entire home/apt",12954077,"Aritz"
3745814,43.3244576341143,-1.98655597411218,178,2,"Private room",19156553,"Pablo"
14137006,43.3026852401287,-1.98124040864767,39,5,"Entire home/apt",85246818,"Coralan San Sebastian"
12675081,43.3180950386825,-1.95412269759869,108,5,"Entire home/apt",68869045,"Salah"
4835329,43.3140774130613,-1.98860765478766,178,5,"Entire home/apt",5254782,"Always Easy"
11847652,43.3211896889802,-1.98008537795593,179,4,"Entire home/apt",63029517,"Marisa"
11478998,43.3149558884146,-1.98146380058643,132,2,"Private room",32482100,"Anderson"
13527007,43.3171756248737,-1.97944852325592,42,4,"Entire home/apt",77735870,"Erkuden"
13297612,43.3076381357389,-2.00516433325675,180,5,"Entire home/apt",75066674,"Juana"
5532656,43.3217963487838,-1.96086646500368,15,8,"Entire home/apt",12954077,"Aritz"
11855805,43.3228413253167,-1.98436562846557,178,2,"Entire home/apt",5254782,"Always Easy"
11833673,43.3278178285598,-1.9693083852214,1,4,"Entire home/apt",63047716,"Ane"
16541622,43.3239293575967,-1.98399111724121,125,2,"Private room",790667,"Off Beat Guesthouse"
3566578,43.3195007440448,-1.9489057619197,18,2,"Private room",17941053,"Eneko Gotzon"
6735761,43.3171574616919,-1.97992980422057,162,2,"Entire home/apt",31582188,"Ainhoa"
14641053,43.3229406367835,-1.95021125801482,147,2,"Private room",90895759,"Natalia"
13723548,43.3133095831609,-1.97982649560129,173,2,"Private room",37032982,"Bea"
14338679,43.3161688831779,-1.97690594844755,78,2,"Private room",87796657,"Itzi & Sebas"
6612631,43.3166150011914,-2.0280111971353,181,13,"Entire home/apt",26474511,"Alexey"
7423875,43.318538355033,-1.98185196021559,158,4,"Entire home/apt",4614604,"Apartamentos Donostia"
6285189,43.3218798911061,-1.97713698271639,36,4,"Entire home/apt",32672081,"Reyes"
15763330,43.3140451949526,-1.99334367097863,183,4,"Entire home/apt",42591511,"Iñigo"
15492984,43.3114505632899,-1.98071275561764,76,1,"Private room",99490946,"Sabrina"
13070653,43.3087855040849,-1.9781573611406,170,3,"Entire home/apt",5254782,"Always Easy"
2787172,43.3099388676164,-1.98045718136961,33,5,"Entire home/apt",6598471,"People Rentals"
7472980,43.3092764355292,-1.97973729542684,29,4,"Entire home/apt",13367653,"Selectedrentals"
7136440,43.3256156064674,-1.97461853509381,149,2,"Private room",37380080,"Rosario"
7275701,43.3131970312022,-1.95824365311655,154,2,"Entire home/apt",35211044,"Marga"
7283897,43.3055593693856,-1.98165993182054,143,3,"Entire home/apt",6787784,"Elena"
1600886,43.3235552781902,-1.96621844470789,134,3,"Entire home/apt",8517912,"Paula"
16540858,43.3250172692538,-1.98331032724988,125,3,"Private room",790667,"Off Beat Guesthouse"
664737,43.3199881858346,-1.9799987192746,4,5,"Entire home/apt",3358229,"Asier"
15885481,43.3242739387122,-1.95053742155265,15,2,"Private room",102990934,"Ana"
13737912,43.2968620796295,-1.97497624347938,110,2,"Private room",76289581,"Asier"
5235841,43.3157329380148,-1.98627942175867,15,3,"Entire home/apt",15707672,"The Rentals Collection"
15985516,43.3192283961087,-1.98132793405527,58,8,"Entire home/apt",37261917,"Ibone"
11601014,43.3212202109875,-1.9499724833222,132,2,"Private room",349085,"May"
3253361,43.3155464044529,-1.98133822281073,8,2,"Entire home/apt",15707672,"The Rentals Collection"
9430115,43.3181029810586,-1.98237080206477,179,4,"Entire home/apt",48880546,"Estitxu"
5342320,43.3202229855004,-1.97849982928838,36,6,"Entire home/apt",5254782,"Always Easy"
11904098,43.3143431555509,-1.98691453837825,45,6,"Entire home/apt",63500037,"Gonzalo"
5915598,43.3219738721472,-1.97758508192146,182,4,"Entire home/apt",30720805,"Eba"
12449277,43.3256010737051,-1.9708873312681,154,2,"Private room",51308087,"Mike"
11838441,43.3246429967098,-1.97650692135661,149,2,"Private room",149691,"Alex"
443362,43.3246557682624,-1.98436364626818,1,1,"Private room",2015934,"Jon"
13394906,43.3163598009396,-1.98616445411082,61,4,"Entire home/apt",2439351,"Pilar"
10003402,43.3215750425932,-1.97883491658743,51,10,"Entire home/apt",4614604,"Apartamentos Donostia"
9135070,43.3217396260377,-1.96611388922555,76,2,"Private room",15023142,"Itziar"
3253177,43.3224686126863,-1.98151205840734,40,4,"Entire home/apt",15707672,"The Rentals Collection"
1622958,43.3229350527669,-1.98360268052179,163,4,"Private room",4271408,"Olatu Guest"
11172678,43.3081932293048,-1.97865331235193,157,2,"Private room",58139690,"Asun"
12993434,43.3228627247278,-1.98383893631568,8,2,"Entire home/apt",15707672,"The Rentals Collection"
12755860,43.3174785338209,-1.98027391872185,134,8,"Shared room",50890409,"D."
16283113,43.3226449687663,-1.98400673505684,96,2,"Private room",29992891,"Brendon & Nick"
14705519,43.3114843512532,-1.9534436104836,76,1,"Private room",87911311,"Mauro H."
1061559,43.308809733957,-1.98562350823131,134,2,"Private room",5844152,"Victoria"
13968130,43.3089109583778,-1.92891202129694,103,3,"Private room",52158704,"Amaia"
953145,43.3058944980555,-2.05530973689266,170,3,"Entire home/apt",5159012,"Aitziber"
16283235,43.3241203351622,-1.98501986314105,96,2,"Private room",29992891,"Brendon & Nick"
9235251,43.3051679752803,-1.97953532266152,25,2,"Entire home/apt",48003707,"Pablo Y Eva"
13730608,43.3255500006993,-1.95791246913798,1,5,"Entire home/apt",80311219,"Julen"
5564588,43.3080013889769,-2.00268231029796,15,5,"Entire home/apt",18192487,"José Mari"
14346403,43.3233057887896,-1.96752301053501,25,2,"Entire home/apt",1252427,"Borja"
16435358,43.3130979174123,-1.99173018357949,134,2,"Private room",17326619,"Lourdes"
11135128,43.3270909778699,-1.96637655934864,45,4,"Entire home/apt",23406046,"Olatz"
4794518,43.32291622116,-1.94092469958813,174,7,"Entire home/apt",16300842,"Eva"
12351169,43.2899477181196,-1.98899944484509,16,5,"Entire home/apt",18265987,"Lander"
3672182,43.3209022451823,-1.98333305714005,125,2,"Private room",18639936,"Javi"
11864183,43.3054032029965,-1.97409720057989,44,1,"Private room",63233905,"David"
15967761,43.3218658994579,-1.97469077988721,134,2,"Private room",103710458,"Juls"
3745292,43.3245089417267,-1.98651372807804,170,2,"Private room",19156553,"Pablo"
6956521,43.3186247649585,-1.97167446197473,1,6,"Entire home/apt",30100717,"Jon"
16229896,43.3091444071137,-1.96706430246917,134,2,"Private room",106063182,"Deylui"
6030850,43.3163037434371,-1.98766506235677,160,4,"Entire home/apt",25039584,"Ss Housing"
13600250,43.302288404778,-2.00386379906047,1,5,"Entire home/apt",78640281,"Xabier"
13501925,43.313792191649,-2.00336043194215,36,4,"Entire home/apt",77447809,"Leticia"
714318,43.3132583728329,-1.98131572023755,36,4,"Entire home/apt",3678889,"Francisca"
14289828,43.3260962292644,-1.97261472777514,163,2,"Entire home/apt",3952766,"Jon"
14214583,43.3193672372834,-1.9571462149959,179,5,"Entire home/apt",18192487,"José Mari"
13297070,43.323658113065,-1.97677032518559,1,2,"Private room",75051852,"Patricia"
9786939,43.3247135609235,-1.97221728427394,1,4,"Entire home/apt",50445463,"Jose Luis"
13340911,43.3220149450647,-1.98750594416189,26,7,"Entire home/apt",75562142,"Jon"
8279617,43.3232610706977,-1.97113467655366,180,3,"Entire home/apt",43658551,"Rodrigo"
1533333,43.3230190311472,-1.97913431392583,45,5,"Entire home/apt",5093525,"Concepción"
13297042,43.3024758326685,-1.99612497650229,158,2,"Private room",75066679,"Graciela"
4727567,43.3143880278493,-1.97961834930121,25,6,"Entire home/apt",12954077,"Aritz"
2147082,43.3214649675514,-1.97411658299942,40,5,"Entire home/apt",5949992,"Gutxi"
11115307,43.3283919110924,-1.95543526702079,28,6,"Entire home/apt",43472380,"Arri"
14287621,43.3250307554992,-1.98570827047055,40,5,"Entire home/apt",3952766,"Jon"
7873277,43.3225313446606,-1.95413837373678,134,2,"Private room",19574576,"Ursule Aurelien"
3252980,43.3228199309727,-1.98176786502676,45,6,"Entire home/apt",15707672,"The Rentals Collection"
13026026,43.3225713673812,-1.98321959403632,36,4,"Entire home/apt",71948758,"Leire"
14484205,43.3185360043696,-1.98031037554873,3,4,"Entire home/apt",18192487,"José Mari"
5808861,43.3184859940842,-1.98335666624192,180,2,"Entire home/apt",3952766,"Jon"
991935,43.3112377005287,-1.99237747372823,149,2,"Entire home/apt",5361990,"Beñat"
11584209,43.3246353140041,-1.98222066675704,91,6,"Entire home/apt",38990075,"María"
3015378,43.3155824502383,-1.97242274304689,170,3,"Entire home/apt",10777548,"Marian"
8962512,43.3218570367553,-1.98661500855118,163,4,"Entire home/apt",46778837,"Edurne"
8143308,43.323154330796,-1.96869316459934,178,2,"Private room",42996331,"Maria Jesús"
5726660,43.323780929337,-1.96532791132381,170,6,"Entire home/apt",29690945,"Fernando"
14218654,43.3229612107623,-1.9856208222591,144,2,"Private room",46010295,"Olga"
3085721,43.3159910877981,-1.98495783084816,154,3,"Entire home/apt",5254782,"Always Easy"
16949649,43.3090655190304,-2.03978649686468,34,8,"Entire home/apt",1589633,"Emy"
13443467,43.3118697617182,-2.00220148419375,178,4,"Entire home/apt",19287380,"Akari"
15016329,43.3153275697095,-1.98112482395815,36,4,"Entire home/apt",3952766,"Jon"
9355655,43.3182181030252,-1.92773419050096,92,2,"Private room",1580586,"Maria"
7740137,43.315441383207,-1.98670610379183,15,4,"Entire home/apt",35201959,"Aitor"
13402485,43.2959328578389,-1.97491593075096,144,3,"Private room",76289581,"Asier"
13214036,43.323351352684,-1.98689229062589,36,4,"Entire home/apt",70742170,"Maria&Itxaso&Iñaki"
11862351,43.3170524929075,-1.92680166233098,163,5,"Entire home/apt",62995824,"Nerea"
8094046,43.3216220477882,-1.96878942152034,61,4,"Entire home/apt",42744173,"Borja"
9898721,43.3054364605349,-1.98163877950222,149,2,"Private room",50909774,"Josu"
3408178,43.3195541002728,-1.95468156289612,180,3,"Entire home/apt",17187095,"Myriam"
4260158,43.3174460555821,-1.95136917473935,96,2,"Private room",22110650,"Maritxu"
15474995,43.3220998869945,-1.9857125826805,30,6,"Entire home/apt",37985139,"David & Shandra"
11616537,43.3235655769937,-1.98598363029475,178,2,"Entire home/apt",2625306,"Terese"
3129635,43.3146458349576,-2.00340438599217,28,4,"Entire home/apt",15707672,"The Rentals Collection"
16212241,43.3194270207426,-1.98227568676867,139,3,"Entire home/apt",100474652,"Rosa"
4294151,43.3218810326785,-1.97908463076992,173,4,"Entire home/apt",22291494,"Arantxa"
13796446,43.2952383533982,-1.99878574017493,1,2,"Entire home/apt",81045215,"Natalia"
11887672,43.3055399479132,-1.97660762524506,15,6,"Entire home/apt",13367653,"Selectedrentals"
10798114,43.317713084468,-1.97932342427222,8,2,"Private room",6803969,"Nanelia"
4817945,43.3235651937268,-1.97459325605642,173,5,"Entire home/apt",3952766,"Jon"
13747227,43.3252792108207,-1.96738190750423,178,4,"Entire home/apt",71159770,"Yolanda"
132068,43.3252014201562,-1.97209103620559,170,4,"Entire home/apt",648938,"Mikel"
4817930,43.3196715392035,-1.98454781390039,173,2,"Entire home/apt",3952766,"Jon"
12862977,43.3227913397455,-1.98174048614765,149,4,"Private room",59754218,"Jone"
16153429,43.3101209454248,-2.00420298098518,40,4,"Entire home/apt",6519772,"Aitor"
1384704,43.3235923058142,-1.96898233476789,8,4,"Entire home/apt",3411184,"Rosa"
15884542,43.3247105391216,-1.95266714658434,15,2,"Private room",102990934,"Ana"
13287668,43.3231804873355,-1.97693507850064,78,2,"Private room",74962084,"Javi"
3162355,43.3225811497127,-1.97662854119999,40,6,"Entire home/apt",15707672,"The Rentals Collection"
16328062,43.3051512946662,-1.98144116490326,182,6,"Entire home/apt",46724907,"Vanessa Y"
14950628,43.3249697635156,-1.97144691863741,154,2,"Private room",41787029,"Lander"
15491311,43.3182508680351,-1.98275967067669,39,4,"Entire home/apt",28453397,"Maria"
2220183,43.3228475037912,-1.9759133332548,90,4,"Private room",11326417,"Jeferson"
11288795,43.3219307947888,-1.98524677774471,15,4,"Entire home/apt",58980481,"Brendon"
6586554,43.3093428448693,-1.99805634082887,61,9,"Entire home/apt",34452992,"Jara"
4595860,43.3249120652392,-1.95897795491112,170,4,"Entire home/apt",3905259,"Elena"
13000730,43.3236832551994,-1.97544357675126,130,2,"Private room",64767515,"Clara"
15261773,43.3177050966206,-1.98095492567184,1,4,"Entire home/apt",97079841,"Miriam & Andoni"
4390976,43.3225034597379,-1.98125039796051,40,4,"Entire home/apt",15707672,"The Rentals Collection"
417854,43.305297111286,-1.9800035226046,170,2,"Private room",1823300,"Jon"
13230143,43.3025277624734,-2.01543838606023,182,5,"Entire home/apt",28753118,"Iban"
892978,43.320429537163,-1.98533177857785,180,2,"Entire home/apt",3952766,"Jon"
13729851,43.3078488980066,-1.98080672750034,28,4,"Entire home/apt",37241970,"Javier"
16212017,43.321380383888,-1.97892767431378,46,5,"Entire home/apt",105917109,"Luis"
6594593,43.3120871956171,-2.00158734674272,15,6,"Entire home/apt",13367653,"Selectedrentals"
3137537,43.325338954549,-1.98588896082895,176,6,"Entire home/apt",15918991,"Idoia"
3235865,43.3172064031876,-1.9850821119604,36,4,"Entire home/apt",15707672,"The Rentals Collection"
14336005,43.3171967201906,-1.9384417998211,173,4,"Entire home/apt",87774642,"Mai"
13968061,43.3231086406182,-1.97683402495633,173,4,"Entire home/apt",24230477,"Valdeazores"
3162800,43.3219402561196,-1.97653639825703,15,4,"Entire home/apt",15707672,"The Rentals Collection"
15098553,43.3183680022858,-1.95439394992395,4,5,"Entire home/apt",93636957,"Daniel"
12167963,43.3231529653848,-1.98679879869692,26,2,"Entire home/apt",38990075,"María"
11608720,43.3227929450959,-1.98773084875997,158,4,"Entire home/apt",3425634,"Olga"
3252888,43.322431262725,-1.98123886125456,36,4,"Entire home/apt",15707672,"The Rentals Collection"
1618029,43.305502779265,-2.0386203882642,158,2,"Private room",8603350,"Agurtxo"
13189766,43.3240998709571,-1.98621022519378,36,4,"Private room",73815563,"Mª Pilar"
7463551,43.307977081339,-1.98915071404828,30,4,"Entire home/apt",38244318,"Mercedes"
5035449,43.3237817633982,-1.9852988652228,8,4,"Entire home/apt",24550811,"Aitor"
7668332,43.3152243628677,-1.98235693761976,178,4,"Entire home/apt",34265055,"Javier"
14529508,43.311936489814,-1.95343997069857,156,3,"Private room",12465495,"Garazi"
14475870,43.3229597999178,-1.98570481632449,156,2,"Entire home/apt",77054821,"Sonia"
11477576,43.3207980688858,-1.98264358825781,14,5,"Entire home/apt",2470030,"Vanesa"
13500986,43.3053516276664,-1.97959229213726,7,4,"Entire home/apt",37985139,"David & Shandra"
1851931,43.3217390960192,-1.9776803572719,68,2,"Entire home/apt",9671424,"Cristina & Iñigo"
8544793,43.3191900722266,-1.9789905481988,1,3,"Entire home/apt",5254782,"Always Easy"
14211714,43.3223911324806,-1.96825852028905,178,4,"Entire home/apt",12954077,"Aritz"
13746707,43.3101981864181,-2.0080023388206,144,4,"Entire home/apt",80506804,"Martxelo"
7741937,43.3116527310434,-1.98620522664648,134,2,"Private room",39175346,"Kristina & Iker"
11747843,43.3094686993467,-1.99297493973474,2,2,"Entire home/apt",37985139,"David & Shandra"
6726126,43.3113332733831,-2.0001979352842,170,4,"Entire home/apt",35221154,"Olatz"
15729119,43.3183812814994,-1.97600935795572,178,2,"Entire home/apt",2625306,"Terese"
7654642,43.3166824157967,-1.98515370796308,30,5,"Entire home/apt",267861,"Gorka"
14090384,43.3153952217885,-1.98565644219038,183,6,"Entire home/apt",25039584,"Ss Housing"
9519236,43.3166909235993,-1.98539915841828,1,4,"Entire home/apt",45341951,"Asier"
10062678,43.3260823432772,-1.97294432433236,149,2,"Private room",6623180,"Alessandro"
3244163,43.3236585964834,-1.9855581562477,36,4,"Entire home/apt",15707672,"The Rentals Collection"
7397504,43.3074764557036,-1.99136744804184,134,2,"Private room",38244318,"Mercedes"
360571,43.3045306042451,-1.9755394535207,36,4,"Entire home/apt",1823300,"Jon"
16089213,43.3154017509888,-1.98750550574413,119,12,"Entire home/apt",63853491,"Natalia"
13254769,43.3223406030635,-1.97765737998065,36,4,"Entire home/apt",74570915,"Klara"
458864,43.3198087087564,-1.98426796063191,125,2,"Private room",2281404,"Ana Isabel"
15186141,43.2793806708122,-2.00692376943063,28,4,"Entire home/apt",94924919,"Jaione"
11840349,43.3131824084321,-1.98507516853862,170,4,"Entire home/apt",63088252,"Maite"
8055609,43.319809479551,-1.98064303342437,15,4,"Entire home/apt",15707672,"The Rentals Collection"
404270,43.3244236387997,-1.98384163025536,1,4,"Private room",2015934,"Jon"
15788848,43.3142530053207,-1.96599131984137,149,2,"Private room",102133738,"Dånìl"
2878251,43.3154586914904,-1.9860626282877,56,4,"Entire home/apt",14711314,"Inverti San Sebastian"
5516035,43.3219776463484,-1.98553488370704,47,6,"Entire home/apt",28609881,"Ana"
14854928,43.307812137344,-2.00827896912689,161,3,"Entire home/apt",1316922,"Jorge"
14592786,43.3218268972209,-1.97075056867579,170,4,"Entire home/apt",90505047,"Jagoba"
11586690,43.3090753181401,-1.98011004848585,149,2,"Private room",30583668,"Adriana"
707310,43.3089677424566,-2.03581737647385,18,3,"Entire home/apt",3635738,"Luis"
8254499,43.3099618327871,-2.01330342400595,170,5,"Entire home/apt",43529841,"Olatz"
5567520,43.3178494878894,-1.98489172258634,71,10,"Entire home/apt",4614604,"Apartamentos Donostia"
15053866,43.3077727209174,-1.98204836103483,170,4,"Entire home/apt",95149231,"Cristina"
14136363,43.3095301932833,-2.01245515022522,39,6,"Entire home/apt",85246818,"Coralan San Sebastian"
16454686,43.3200650350262,-1.98513188150073,183,6,"Entire home/apt",19131427,"Dacian"
6251353,43.3204782711561,-1.98290662223175,67,4,"Entire home/apt",32469333,"Andrea"
3118104,43.316642758656,-1.96983080989836,170,2,"Entire home/apt",15843531,"Ainhoa"
12463620,43.3124407937367,-2.00341155797862,170,4,"Entire home/apt",2035832,"Iñigo"
5534728,43.3171355043513,-1.98166574392371,170,4,"Entire home/apt",4614604,"Apartamentos Donostia"
13090185,43.3113094358669,-1.99995021021001,101,1,"Private room",72661153,"Oscar"
4985845,43.3106690307861,-1.97104187556006,8,6,"Entire home/apt",25702288,"Brenda & Jose"
3519337,43.3063470210438,-2.017345038769,163,4,"Entire home/apt",17720409,"Ramón"
7869417,43.3131045346253,-2.00326577968371,163,6,"Entire home/apt",41387826,"Imanol"
14300147,43.3272217016557,-1.97061490159682,134,2,"Private room",67625685,"Gabriella Dantas"
13546468,43.3236636905629,-1.98118869809169,12,5,"Entire home/apt",2470030,"Vanesa"
15504339,43.3219219640901,-1.9766922541183,92,2,"Private room",30110523,"Javier Ezequiel"
13882338,43.3237778186266,-1.98161011926753,14,8,"Entire home/apt",25039584,"Ss Housing"
3462095,43.3209652885794,-1.98144201089931,33,4,"Entire home/apt",5194511,"Jon"
16389074,43.3223937978888,-1.97579913179594,68,10,"Entire home/apt",2470030,"Vanesa"
13603790,43.3221315637042,-1.97291619736489,75,8,"Entire home/apt",78638598,"Lidia&Miren"
12080074,43.3198050187864,-1.98138618342756,173,3,"Entire home/apt",64716367,"Aingeru"
3158979,43.3255448674779,-1.97013502318903,15,2,"Entire home/apt",15707672,"The Rentals Collection"
7675379,43.321737622927,-1.94380223301153,144,4,"Entire home/apt",8780867,"Zuria"
6099714,43.3180937027534,-1.98161409115733,175,2,"Entire home/apt",13343635,"Andrea"
930583,43.313835575887,-1.98878518854508,61,12,"Entire home/apt",5012355,"Alex"
9630509,43.3223584987078,-1.95482057408286,50,1,"Private room",349085,"May"
11965228,43.3041368204844,-1.98150990318745,33,5,"Entire home/apt",6598471,"People Rentals"
6796065,43.3125657926631,-1.98302218355136,170,4,"Entire home/apt",35573424,"Ioseba & Carol"
3339054,43.3271890940848,-1.96975586698403,36,6,"Entire home/apt",16855092,"Maria Y David"
1928655,43.3252873018648,-1.98453047889745,76,1,"Private room",9893159,"Joseba"
938761,43.3157297132258,-1.98503816068837,36,6,"Entire home/apt",5070724,"Gorka"
5198559,43.3088209454439,-1.99383362423698,36,6,"Entire home/apt",5254782,"Always Easy"
11924218,43.3147253048194,-1.98074968564817,154,2,"Private room",63629203,"Ibaia"
13778384,43.3078450869202,-1.97258188923556,134,2,"Private room",49473712,"Miren"
7623386,43.3240954840332,-1.98274758719316,1,4,"Entire home/apt",39990119,"Martin"
4444961,43.3243290057831,-1.97904773335701,149,8,"Private room",149691,"Alex"
10744513,43.3219760610842,-1.97607484488903,45,6,"Entire home/apt",15707672,"The Rentals Collection"
13472443,43.3161036244023,-2.00732284665645,53,4,"Entire home/apt",13367653,"Selectedrentals"
7041725,43.3164602238554,-1.98115599143342,115,1,"Private room",36721556,"Jose Martin"
12966603,43.3018311601264,-2.05319932149172,123,14,"Entire home/apt",71316977,"Gari"
11673029,43.3241518129983,-1.9704216291322,18,6,"Entire home/apt",61980780,"José Ángel"
13202070,43.3240259127253,-1.98607484222919,149,2,"Private room",73815563,"Mª Pilar"
12358263,43.3216450670767,-1.97262004215129,87,2,"Private room",53583018,"Ruth"
3610727,43.3230590451497,-1.98452354908301,8,4,"Entire home/apt",15707672,"The Rentals Collection"
15815284,43.3221429198938,-1.97519651155326,90,2,"Private room",77963975,"Carlos"
1864250,43.306961099111,-1.97610317115654,144,5,"Entire home/apt",9721328,"Albert"
11670089,43.3209392836088,-1.95509515187819,149,6,"Entire home/apt",20567534,"Fernando"
14002276,43.3224991658852,-1.97519447504219,115,2,"Private room",83663860,"Maria Antonia"
9162564,43.3204352036437,-1.93635353491881,151,2,"Entire home/apt",45542311,"Iñigo"
12448036,43.3206240581717,-1.93438641681804,149,4,"Entire home/apt",27984336,"Estibaliz"
9933087,43.3205885732045,-1.93179482998062,139,4,"Private room",1580586,"Maria"
2389434,43.2782435045362,-1.95685388266848,134,2,"Private room",11512737,"Izadi"
16685481,43.3146905317806,-1.95924555716073,149,3,"Entire home/apt",81048519,"Juan Jose"
17790556,43.3227995014442,-1.97471880640369,148,2,"Private room",40355932,"Alexander"
12538218,43.3038041525942,-1.97389718340786,1,6,"Entire home/apt",67867097,"Virginia"
13260368,43.3159407586734,-1.98073685152553,101,1,"Private room",7237827,"Miren"
