"id"	"name"	"host_id"	"host_name"	"host_since"	"latitude"	"longitude"	"is_location_exact"	"property_type"	"room_type"	"accommodates"	"bathrooms"	"bedrooms"	"beds"	"bed_type"	"price"	"availability_365"	"number_of_reviews"	"license"
7225080	"APPARTEMENT ANTIGUO"	37824430	"Yvan"	"2015-07-07"	43.3031968027112	-2.00722598241896	"f"	"Apartment"	"Entire home/apt"	5	2	2	3	"Real Bed"	"$76.00"	135	21	""
7028461	"Boulevard!! cama en hab. compartida"	4271408	"Olatu Guest"	"2012-11-28"	43.3230901611503	-1.98341915283008	"t"	"Dorm"	"Shared room"	1	2	1	1	"Real Bed"	"$14.00"	363	9	""
17563376	"Habitacion doble en apartamento"	119149236	"Iñaki"	"2017-03-04"	43.3167042263389	-1.96814224293744	"f"	"Apartment"	"Private room"	2	1	1	2	"Real Bed"	"$47.00"	178	0	""
3046011	"HABITACIÓN DOBLE EN PLENO CENTRO DONOSTIA"	15509555	"Eider"	"2014-05-14"	43.313853609972	-1.98257461480599	"t"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$49.00"	0	11	""
17432290	"Lorea, acogedor apartamento cerca de la playa"	18192487	"José Mari"	"2014-07-16"	43.3126100045121	-2.00400772272734	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$80.00"	359	0	"ESS 00759"
13287136	"Villa Sébastien | WiFi Gratis!"	15707672	"The Rentals Collection"	"2014-05-19"	43.3119637992708	-1.99208565140677	"t"	"Townhouse"	"Entire home/apt"	6	3.5	4	4	"Real Bed"	"$300.00"	265	1	""
11524232	"¡NEW! Beautiful loft, near Ondarreta beach. WI-FI"	24280325	"Maitane"	"2014-11-29"	43.3113885528112	-2.00775789578342	"t"	"Apartment"	"Entire home/apt"	5	2	2	4	"Real Bed"	"$100.00"	119	24	"Nº de registro de empresa turística ESS00643"
11924608	"IBAIA ET ARRAMAK Room 3"	63629203	"Ibaia"	"2016-03-19"	43.3155892204644	-1.97862794781786	"t"	"House"	"Private room"	2	1	1	1	"Real Bed"	"$65.00"	220	5	""
14801526	"Habitación privada baño y terraza por meses"	57726218	"Perez"	"2016-02-07"	43.3153227650765	-1.97087803074929	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$68.00"	365	2	""
3251911	"Prim | Central, WiFi"	15707672	"The Rentals Collection"	"2014-05-19"	43.3139847412372	-1.97943953488517	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$110.00"	278	3	""
6720114	"double room with bathroom"	35185912	"Esther"	"2015-06-07"	43.3099725209354	-1.98867077091652	"f"	"House"	"Private room"	2	1	1	1	"Futon"	"$50.00"	268	63	""
7036560	"Studio in the Old Town, \"La Concha\""	4402649	"SSHA Guesthouse"	"2012-12-14"	43.3237348649254	-1.98293804134281	"t"	"Apartment"	"Entire home/apt"	3	1	0	1	"Real Bed"	"$70.00"	244	101	""
17325749	"Off Beat Guesthouse, Beach style triple room"	790667	"Off Beat Guesthouse"	"2011-07-07"	43.325458262815	-1.98421642276486	"t"	"Pension (Korea)"	"Private room"	3	3	1	3	"Real Bed"	"$30.00"	356	4	""
7221071	"Casa en gros a 3min de la playa"	37032982	"Bea"	"2015-06-29"	43.3241224749013	-1.96872474449054	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$60.00"	363	5	""
3162629	"Opera | Central, WiFi"	15707672	"The Rentals Collection"	"2014-05-19"	43.3165895818769	-1.98481200953444	"t"	"Apartment"	"Entire home/apt"	3	1	2	2	"Real Bed"	"$130.00"	262	14	""
14933661	"Habitación doble privada"	81234909	"María"	"2016-07-02"	43.3020337828652	-1.97496439652159	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$35.00"	134	14	""
1023630	"Rent rooms for nights zurriola"	5634854	"Juanjo Y Ara"	"2013-03-26"	43.326258648362	-1.97309268712666	"t"	"Apartment"	"Private room"	2	2.5	1	2	"Real Bed"	"$50.00"	204	24	""
15032214	"Amplia habitación"	92983132	"Maria"	"2016-09-01"	43.312307206241	-2.0054090015731	"f"	"Apartment"	"Private room"	2	1	1	2	"Real Bed"	"$90.00"	365	0	""
16883346	"The Van and Breakfast Experience North Spain"	11947214	"Carlos"	"2014-02-04"	43.3216405500601	-1.97598821229035	"f"	"Camper/RV"	"Shared room"	4	1	1	3	"Real Bed"	"$50.00"	360	0	""
1788424	"Luxury apartment at the beach. WIFI"	1320625	"Marco"	"2011-10-21"	43.3132058325752	-2.00879090358641	"f"	"Apartment"	"Entire home/apt"	4	2	2	4	"Real Bed"	"$85.00"	186	45	"ESS00096"
17843281	"Habitación + parking gratis"	122056479	"Danel"	"2017-03-22"	43.3152396415951	-1.9406685359299	"t"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$40.00"	363	0	""
5274012	"Old Townfantastic Nordic apartment"	22467824	"Monse"	"2014-10-13"	43.3243548033115	-1.98297994917139	"f"	"Apartment"	"Entire home/apt"	2	1	0	1	"Real Bed"	"$70.00"	252	129	"ESS00162"
7625179	"Brian. Modern beautiful apartment"	18192487	"José Mari"	"2014-07-16"	43.310876568982	-1.98201876592859	"f"	"Apartment"	"Entire home/apt"	3	1	1	1	"Real Bed"	"$80.00"	295	2	"ESS 00450"
16062919	"Habitación doble, cálida"	81234909	"María"	"2016-07-02"	43.3032259044802	-1.97557625045091	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$40.00"	40	5	""
7372537	"Lovely flat at Zurriola beach"	17952471	"Itziar"	"2014-07-11"	43.3262278432163	-1.97040622724766	"t"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$80.00"	0	6	""
10828232	"ESS0018. Bonito piso soleado donost"	56067623	"Alejo"	"2016-01-25"	43.3106173340036	-1.99818994652558	"f"	"House"	"Entire home/apt"	6	2	3	5	"Real Bed"	"$140.00"	88	6	"ESS0018"
13177934	"Dolce Vita | Centro, Aire AC, WiFi"	15707672	"The Rentals Collection"	"2014-05-19"	43.3187233296837	-1.98089163664978	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$110.00"	319	3	""
7002527	"VILLA BUENAVISTA EXCLUSIVE LOCATION"	13725999	"Masa Y Borja"	"2014-03-31"	43.3245843630273	-1.9756764014787	"f"	"Villa"	"Entire home/apt"	6	2	2	6	"Real Bed"	"$200.00"	310	49	"ESS00118"
10672525	"ZURRIOLA BEACH TERRACE    (ESS00063)"	55128126	"Jose"	"2016-01-18"	43.3251269929188	-1.97433526479068	"f"	"Apartment"	"Entire home/apt"	2	1	0	1	"Real Bed"	"$90.00"	70	80	""
13785513	"Cosy new apartment in a luxurious neighbourhood"	2753432	"Suki"	"2012-06-26"	43.2954039243373	-1.98904130889444	"f"	"Apartment"	"Entire home/apt"	2	1.5	1	2	"Real Bed"	"$118.00"	0	3	""
15710627	"HABITACION BAÑO PRIVADO CENTRO PARTE VIEJA"	2849717	"Kelly"	"2012-07-06"	43.3225927723268	-1.98454370112772	"t"	"Guesthouse"	"Private room"	2	1	1	1	"Real Bed"	"$40.00"	345	0	""
5486987	"piso centrico, reformado, wifi"	28453397	"Maria"	"2015-02-27"	43.3111842771565	-1.97835131913456	"t"	"Apartment"	"Entire home/apt"	2	1	2	2	"Real Bed"	"$140.00"	238	28	""
16431509	"Zubieta Playa 3 by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3168227200234	-1.98575740788868	"f"	"Apartment"	"Entire home/apt"	4	1	2	3	"Real Bed"	"$389.00"	306	1	""
12859783	"LOVELY 2BEDROOM NEXT TO THE BEACH"	2470030	"Vanesa"	"2012-05-26"	43.3152018667865	-1.98756956106458	"t"	"Apartment"	"Entire home/apt"	5	1	2	2	"Real Bed"	"$119.00"	236	42	""
11417988	"A 1 minuto Playa Zurriola park free"	59956509	"Ana"	"2016-02-22"	43.3242241060286	-1.97440056664055	"f"	"Condominium"	"Entire home/apt"	4	1	2	4	"Real Bed"	"$99.00"	211	36	""
10205568	"Cozy house in quiet area | Walk & bus to downtown"	52431219	"Hodei & Pili"	"2015-12-27"	43.3162706601593	-1.96112735756494	"f"	"House"	"Entire home/apt"	6	2	3	4	"Real Bed"	"$130.00"	87	35	"ESS00196"
5265754	"Old town Luxury factory suite."	22467824	"Monse"	"2014-10-13"	43.3245407123156	-1.98410583413548	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$60.00"	229	144	"ESS00162"
9354986	"In the heart of the OLD TOWN"	21920693	"Leire"	"2014-09-29"	43.3221919261756	-1.98628563047908	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$60.00"	66	26	""
6355317	"Dooble room Beach&Mountain"	33109119	"Lucia"	"2015-05-11"	43.3260850044592	-1.96610556926739	"f"	"House"	"Private room"	2	1	1	2	"Real Bed"	"$30.00"	168	22	""
16431407	"Zurriola Beach 2 by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3220286501053	-1.97962598183554	"f"	"Apartment"	"Entire home/apt"	3	1	2	2	"Real Bed"	"$369.00"	338	3	""
5527833	"ULIA-A, MODERNO, GARAJE, WIFI"	12954077	"Aritz"	"2014-03-09"	43.3223266152878	-1.96071613066775	"t"	"Apartment"	"Entire home/apt"	6	3	3	6	"Real Bed"	"$120.00"	299	50	""
1939672	"Double bed room Old Part WIFI "	9893159	"Joseba"	"2013-11-08"	43.323617208615	-1.98641651469527	"t"	"Bed & Breakfast"	"Private room"	2	2	1	1	"Real Bed"	"$25.00"	339	151	""
15243547	"Acogedora habitación en Amara con baño privado"	96926071	"Manoli"	"2016-09-27"	43.3051257018949	-1.97152008167773	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$65.00"	63	1	""
15030547	"Egia cerca de la estación y centro 2-3 personas"	50920106	"Concepcion"	"2015-12-09"	43.3154739928579	-1.97276041726344	"t"	"Apartment"	"Entire home/apt"	3	1	1	2	"Real Bed"	"$95.00"	279	3	""
1939684	"Double room Old Part WIFI \" Urgul \""	9893159	"Joseba"	"2013-11-08"	43.3235016499292	-1.98687975143302	"f"	"Bed & Breakfast"	"Private room"	2	2	1	2	"Real Bed"	"$25.00"	339	101	""
3299602	"Habitación- Parking Desayuno "	16665297	"Monika"	"2014-06-11"	43.3200274650372	-1.95363592092243	"t"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$45.00"	0	6	""
9099519	"ATICO CENTRO A ESTRENAR, WIFI"	12954077	"Aritz"	"2014-03-09"	43.3137207152273	-1.98272441913846	"f"	"Apartment"	"Entire home/apt"	4	1	1	1	"Real Bed"	"$85.00"	244	59	""
13777168	"AMALUR, SAN  SEBASTIAN,13€ DÍA  PARKING"	49473712	"Miren"	"2015-11-20"	43.3085418771649	-1.97300171304818	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$80.00"	365	1	""
7436552	"Apartamento junto playa Ondarreta"	38955484	"Amaia"	"2015-07-19"	43.31429049332	-2.00268121237036	"t"	"Apartment"	"Entire home/apt"	3	1	2	2	"Real Bed"	"$90.00"	0	12	""
13990118	"Precioso ático con vistas a la Bahía de la Concha"	22523569	"Julen"	"2014-10-14"	43.3121110013131	-2.00192263004378	"t"	"House"	"Entire home/apt"	4	1	2	3	"Real Bed"	"$100.00"	53	23	""
12040438	"Luxury Sea-View Terrace"	25039584	"Ss Housing"	"2014-12-20"	43.3136225139975	-1.99304647854011	"t"	"Apartment"	"Entire home/apt"	8	2	4	6	"Real Bed"	"$200.00"	183	3	""
751799	"ZURRIOLA BEACH 180º panoramic crystal |CENTER"	3952766	"Jon"	"2012-10-23"	43.3247544744086	-1.97213943859917	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$75.00"	246	99	""
2054315	"Apartamento comfort. suite."	9721328	"Albert"	"2013-10-30"	43.3055343227562	-1.97742322598718	"t"	"Apartment"	"Entire home/apt"	4	1	1	3	"Real Bed"	"$51.00"	294	103	"ESS00346"
14244064	"A Room in the City. Tu cama en pleno centro"	86025214	"A Room In The City"	"2016-07-26"	43.3152699098071	-1.98323950486644	"t"	"Hostel"	"Shared room"	1	1	1	8	"Real Bed"	"$100.00"	178	18	""
11081901	"Habitación acogedora y céntrica"	34331007	"Manoli"	"2015-05-27"	43.3229869879702	-1.97697262386347	"t"	"Apartment"	"Private room"	1	1.5	1	1	"Real Bed"	"$28.00"	292	73	""
11606200	"Habitación céntrica 4"	48013502	"Urko"	"2015-11-02"	43.3175337307975	-1.97560815499992	"t"	"Apartment"	"Private room"	2	3	1	1	"Real Bed"	"$43.00"	362	16	""
7239871	"Ático acogedor"	10279610	"Nagore"	"2013-11-26"	43.3060817172995	-1.97704767732181	"f"	"Apartment"	"Entire home/apt"	5	1	2	2	"Real Bed"	"$75.00"	0	0	""
16345462	"Junto a la playa. Wifi. Nº Registro: ESS00582."	10725302	"Aizlur, S.L."	"2013-12-20"	43.3125393144263	-2.00211003062398	"t"	"Apartment"	"Entire home/apt"	5	1	2	3	"Real Bed"	"$60.00"	201	0	"ESS00582"
16398514	"Easo Attic by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3201362211579	-1.97902170198186	"f"	"Apartment"	"Entire home/apt"	5	2	2	5	"Real Bed"	"$389.00"	359	1	""
16398516	"Gros Zinema by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.322416301861	-1.97489393389152	"f"	"Apartment"	"Entire home/apt"	6	2	3	4	"Real Bed"	"$479.00"	36	1	""
16398511	"Gladys Attic by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3083936816777	-1.97599218058291	"f"	"Apartment"	"Entire home/apt"	3	2	2	3	"Real Bed"	"$349.00"	334	0	""
16398505	"Dear Oldie by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3210795234419	-1.97518674089682	"f"	"Apartment"	"Entire home/apt"	4	1	1	2	"Real Bed"	"$539.00"	324	1	""
11138738	"Room + private bathroom, nice terrace"	28337583	"Eneko"	"2015-02-25"	43.3119485451058	-1.98721692645371	"f"	"Apartment"	"Private room"	2	1	1	2	"Real Bed"	"$40.00"	0	14	""
5625981	"AVENIDA:Central, by the river, perfect for couples"	6598471	"People Rentals"	"2013-05-27"	43.3179446992398	-1.98042245799003	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$89.00"	314	8	""
6756472	"Habitación en piso moderno"	938570	"Bettina"	"2011-08-08"	43.3240642162904	-1.97754898929014	"t"	"Apartment"	"Private room"	1	1	1	1	"Real Bed"	"$20.00"	14	4	""
4817937	"LUR  confort & location (WIFI)"	3952766	"Jon"	"2012-10-23"	43.3178851259676	-1.98440054474077	"t"	"Loft"	"Entire home/apt"	3	1	1	2	"Real Bed"	"$75.00"	108	16	"TSS-00022"
11921622	"apartamento en el casco antiguo"	63349894	"Arantza"	"2016-03-17"	43.3247280098777	-1.98346228237346	"t"	"Apartment"	"Entire home/apt"	4	1	2	2	"Real Bed"	"$80.00"	275	25	""
12965971	"Estudio con terraza a un paso de la playa.ESS00055"	36152588	"Monica"	"2015-06-18"	43.3225903699508	-1.97328468550439	"f"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$60.00"	288	35	"ESS00055"
3160737	"Kursaal III | Zurriola, WiFi"	15707672	"The Rentals Collection"	"2014-05-19"	43.3220945558588	-1.97946781429598	"t"	"Apartment"	"Entire home/apt"	4	1	1	1	"Real Bed"	"$130.00"	199	10	""
13524940	"Center of San Sebastián . All  Next"	77712776	"Iñaki Aitor"	"2016-06-14"	43.3247573395029	-1.98601536541851	"f"	"Apartment"	"Entire home/apt"	3	1	1	1	"Real Bed"	"$60.00"	327	15	""
16399410	"Beduria B by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3202900627535	-1.9765202877303	"f"	"Apartment"	"Entire home/apt"	4	1	1	2	"Real Bed"	"$369.00"	350	1	""
12230581	"Big room! Best location!"	65804738	"Koldo"	"2016-04-04"	43.3241653655488	-1.97815202469529	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$100.00"	72	19	""
6962225	"Gran piso en Gros, centrico y posibidad de parking"	36506256	"MariCarmen"	"2015-06-23"	43.3229265479935	-1.97159760279345	"f"	"Apartment"	"Entire home/apt"	8	2	4	5	"Real Bed"	"$90.00"	195	28	""
5808029	"URUMEA,   luxury & ubication (WIFI)"	3952766	"Jon"	"2012-10-23"	43.3241921801653	-1.97798390174412	"f"	"House"	"Entire home/apt"	6	2	3	5	"Real Bed"	"$160.00"	58	32	""
7274373	"Precioso, Vistas, Centro, 2 Garages"	38085461	"Alex"	"2015-07-10"	43.3146870676719	-1.98080849066417	"t"	"Apartment"	"Entire home/apt"	6	2	3	5	"Real Bed"	"$120.00"	270	73	""
13025170	"Seafront luxury studio: fantastic views of the sea"	42591511	"Iñigo"	"2015-08-26"	43.3148142807188	-1.99056950935258	"f"	"Apartment"	"Entire home/apt"	2	1	0	1	"Real Bed"	"$89.00"	201	28	""
6979564	"Lovely flat, 5 min by bus to center"	36598239	"Martin"	"2015-06-24"	43.3195959068572	-1.95658263378817	"t"	"Apartment"	"Entire home/apt"	3	1	1	1	"Real Bed"	"$48.00"	60	33	""
13819786	"Fantastic house new in center old town"	2849717	"Kelly"	"2012-07-06"	43.3233951159783	-1.98447573259402	"f"	"House"	"Private room"	2	1	1	1	"Real Bed"	"$45.00"	351	5	""
15956727	"REFORMADO CON BUENAS VISTAS"	99915435	"Igor"	"2016-10-16"	43.3181466277307	-1.9546801875856	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$60.00"	356	0	""
9181939	"Lasala, overlooking the harbor."	18192487	"José Mari"	"2014-07-16"	43.3231273957366	-1.98580818013284	"t"	"Apartment"	"Entire home/apt"	4	1	2	3	"Real Bed"	"$108.00"	169	7	"ESS 00432"
11459309	"NEW FLAT on the HEART OF OLD TOWN"	60178480	"Nico"	"2016-02-24"	43.3241086971732	-1.9853362640067	"f"	"Apartment"	"Entire home/apt"	5	1	2	5	"Real Bed"	"$147.00"	344	12	""
16118909	"Koisi - Habitación familiar (Baño privado)"	100340746	"Koisi"	"2016-10-19"	43.3116544137896	-2.00021488306367	"t"	"Hostel"	"Private room"	4	1	1	4	"Real Bed"	"$90.00"	332	4	""
8960699	"Piso con encanto en San Sebastián"	46831784	"Ion"	"2015-10-18"	43.3093048810912	-1.96592526395009	"f"	"Apartment"	"Entire home/apt"	5	1	3	4	"Real Bed"	"$60.00"	305	86	""
15342273	"Special Studio in The heart city!"	25039584	"Ss Housing"	"2014-12-20"	43.3202508519917	-1.98284642413862	"f"	"Apartment"	"Entire home/apt"	4	1	1	1	"Real Bed"	"$70.00"	241	4	""
8100527	"La Concha Bay: unique suite & views"	42775520	"Maria"	"2015-08-28"	43.3169031814	-1.98552652927005	"t"	"Apartment"	"Entire home/apt"	3	1	1	2	"Real Bed"	"$165.00"	318	45	""
14932672	"Nice room with terrace close to the beach"	38675974	"Mathieu"	"2015-07-16"	43.313902144494	-2.0046555635146	"t"	"Apartment"	"Private room"	1	1	1	1	"Real Bed"	"$23.00"	116	8	""
7625399	"ARANZAZU TOWNHOUSE"	5254782	"Always Easy"	"2013-02-27"	43.3125825843627	-2.00107931504635	"t"	"House"	"Entire home/apt"	6	2	3	5	"Real Bed"	"$150.00"	202	23	""
16628396	"Easo Suite 2B by FeelFree Rentals"	98419892	"FeelFree Rentals"	"2016-10-06"	43.3198028753976	-1.98053317171713	"f"	"Apartment"	"Entire home/apt"	4	2	2	3	"Real Bed"	"$429.00"	170	10	""
13596735	"Centric flat with car park in San Sebastian"	35205333	"Adele"	"2015-06-07"	43.3219689841061	-1.9703620458905	"f"	"Apartment"	"Entire home/apt"	5	1	3	3	"Real Bed"	"$139.00"	8	2	""
11606086	"Habitación céntrica 3"	48013502	"Urko"	"2015-11-02"	43.3190019004871	-1.97428835408307	"t"	"Apartment"	"Private room"	2	3	1	1	"Real Bed"	"$40.00"	361	10	""
9918508	"San Sebastian Antiguo neighbourhood"	50993110	"Alan"	"2015-12-10"	43.3116023444769	-2.00039201556391	"f"	"Apartment"	"Entire home/apt"	5	2	3	4	"Real Bed"	"$125.00"	276	29	""
899114	"UNAMUNO,  views & location(WIFI)"	3952766	"Jon"	"2012-10-23"	43.3187517131944	-1.98347839742908	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$85.00"	135	28	"TSS-00022"
13222919	"Habitacion interior nº1 old part WIFI"	73815563	"Mª Pilar"	"2016-05-24"	43.3226210945184	-1.98642356319116	"f"	"House"	"Private room"	2	3.5	1	1	"Real Bed"	"$65.00"	65	2	""
3618795	"Appartment in the Old Town"	12473012	"Gorka"	"2014-02-22"	43.3244750078369	-1.9860916105247	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$110.00"	216	147	""
6076412	"Private room (P) + ensuite bathroom"	837904	"Marleen"	"2011-07-19"	43.3147156095598	-1.9813174391015	"f"	"Bed & Breakfast"	"Private room"	2	1	1	1	"Real Bed"	"$100.00"	28	92	""
16332816	"Apmto. céntrico/In the heart SS+ WIFI"	106914989	"Mikel / Ainhoa"	"2016-12-11"	43.3160005027458	-1.97942487725167	"t"	"Apartment"	"Entire home/apt"	5	1	2	4	"Real Bed"	"$90.00"	317	3	"ESS00612"
13531143	"Habitacion lujosa"	48013502	"Urko"	"2015-11-02"	43.3162246276867	-1.97443044652781	"f"	"Apartment"	"Private room"	2	2	1	1	"Real Bed"	"$40.00"	360	9	""
13023213	"San Sebastian Sea View, 3 bedroom, Private garage"	66056585	"Alethia"	"2016-04-06"	43.313393095607	-1.98991938329972	"t"	"Apartment"	"Entire home/apt"	5	2	3	5	"Real Bed"	"$350.00"	205	6	""
2570194	"PRIVATE,ROOM 3 persons Bed190x200cm"	13159858	"Josse"	"2014-03-15"	43.314603628165	-1.98717348936464	"t"	"Apartment"	"Private room"	3	2	1	2	"Real Bed"	"$35.00"	355	93	""
5879782	"Old Town room with balcony"	29992891	"Brendon & Nick"	"2015-03-25"	43.324206355167	-1.9861585118626	"f"	"Guesthouse"	"Private room"	2	2	1	2	"Real Bed"	"$40.00"	9	29	""
11335572	"SPECTACULAR APARTMENT IN SAN SEBASTIAN"	59153204	"Laura"	"2016-02-17"	43.3247516697456	-1.97155906558461	"t"	"Apartment"	"Entire home/apt"	8	2	4	7	"Real Bed"	"$150.00"	143	11	""
15546262	"A un minuto de la playa zurriola"	99915435	"Igor"	"2016-10-16"	43.3233001366611	-1.97787588374398	"f"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$65.00"	357	0	""
14853102	"Ondarreta-Palacio Real apartment, 50m from seaside"	27935393	"Cristina"	"2015-02-18"	43.3156182016032	-2.00100330938415	"t"	"Apartment"	"Entire home/apt"	8	2	4	6	"Real Bed"	"$270.00"	310	2	""
7731079	"CENTRO 50 metros Playa Concha"	23783738	"Jone"	"2014-11-15"	43.3157227902026	-1.98650602384474	"t"	"Condominium"	"Private room"	2	1	1	1	"Real Bed"	"$85.00"	325	7	""
15972224	"Estudio tranquilo cerca del centro"	102478614	"Nuria"	"2016-11-04"	43.304852158383	-1.97300763210505	"f"	"Other"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$65.00"	66	4	""
13563765	"Double Room in San Sebastián"	14011988	"Pablo"	"2014-04-07"	43.3173544574965	-1.96970229272176	"t"	"Apartment"	"Private room"	3	1	1	1	"Real Bed"	"$47.00"	80	11	""
5633893	"WALKER::Central. Zurriola beach"	6598471	"People Rentals"	"2013-05-27"	43.3245186327895	-1.97637696900291	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$89.00"	274	27	""
956265	"Magnifique views on Donostia Bay"	5171520	"Itziar"	"2013-02-21"	43.3129056431929	-1.99063725883405	"t"	"Apartment"	"Entire home/apt"	2	1	1	2	"Futon"	"$160.00"	81	11	""
14810653	"Very Nice and Lovely  NEW Apart Center City!"	25039584	"Ss Housing"	"2014-12-20"	43.3214166273681	-1.98160346232289	"t"	"Apartment"	"Entire home/apt"	6	2	2	2	"Real Bed"	"$88.00"	152	5	""
17446740	"Luminoso alto céntrico 3hab/terraza"	30214527	"Silvia"	"2015-03-29"	43.321803244444	-1.97320659396553	"f"	"Condominium"	"Entire home/apt"	5	1	3	4	"Real Bed"	"$150.00"	11	1	""
6166347	"IRIS I"	31990516	"Olga"	"2015-04-26"	43.3226413494932	-1.97750120744159	"t"	"Apartment"	"Entire home/apt"	6	1.5	4	5	"Real Bed"	"$175.00"	322	36	""
1928837	"Double room in the Old Part WIFI"	9893159	"Joseba"	"2013-11-08"	43.3246586802201	-1.98549004865741	"t"	"Bed & Breakfast"	"Private room"	4	2	1	3	"Real Bed"	"$35.00"	328	124	""
3159884	"Ducasse | Zurriola, WiFi"	15707672	"The Rentals Collection"	"2014-05-19"	43.3266870858917	-1.97016543969919	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$130.00"	259	6	""
13809464	"Bonita hab. centro2 - Beautiful room city centre2"	70686255	"Gloria"	"2016-05-06"	43.3174803280243	-1.98455544827711	"t"	"Apartment"	"Private room"	2	1	1	2	"Real Bed"	"$50.00"	71	12	""
13891341	"Acogedor ático en barrio tranquilo"	72832832	"Onintza"	"2016-05-19"	43.3113911582809	-1.99228385714306	"f"	"Apartment"	"Entire home/apt"	2	1	0	1	"Pull-out Sofa"	"$60.00"	68	36	""
2799378	"COTTAGE ( HOTEL  )"	14157336	"Rosa Maria"	"2014-04-11"	43.2686545612859	-2.03453978690033	"f"	"House"	"Private room"	2	1	1	2	"Real Bed"	"$70.00"	331	12	""
13424393	"Duplex tranquilo parking gratuito"	68640001	"Mariaje"	"2016-04-24"	43.2991577412673	-1.99246270768756	"t"	"Other"	"Private room"	2	1	1	1	"Real Bed"	"$85.00"	100	2	""
13203184	"Doble Interior nº7 con ducha propia old part WIFI"	73815563	"Mª Pilar"	"2016-05-24"	43.3235506205286	-1.98645859508633	"f"	"House"	"Private room"	2	1	1	1	"Real Bed"	"$70.00"	288	1	""
5723880	"Usandizaga II wifi beach terrace"	2035832	"Iñigo"	"2012-03-30"	43.3229546705878	-1.97713345680864	"f"	"Apartment"	"Entire home/apt"	6	2	2	4	"Real Bed"	"$120.00"	362	19	""
12334812	"Private room at the surf beach"	51308087	"Mike"	"2015-12-14"	43.3244262937559	-1.96949668146925	"f"	"Apartment"	"Private room"	2	1.5	1	1	"Real Bed"	"$50.00"	295	13	""
5682884	"CARQUIZANO APARTMENT"	5254782	"Always Easy"	"2013-02-27"	43.3235216984509	-1.97445134234497	"t"	"Apartment"	"Entire home/apt"	2	1	1	1	"Real Bed"	"$75.00"	144	13	""
2741188	"PRIVATE ROOM-DONOSTIA beachLaCONCHA"	13159858	"Josse"	"2014-03-15"	43.3155085089969	-1.98542832958054	"t"	"Apartment"	"Private room"	2	2	1	1	"Real Bed"	"$35.00"	296	89	""
13613342	"120m2 terraza y parking, 2m de la playa para 9pax"	50920106	"Concepcion"	"2015-12-09"	43.3150386979905	-1.98651672004671	"t"	"Apartment"	"Entire home/apt"	9	2	3	7	"Real Bed"	"$260.00"	81	2	""
17577654	"Tranquilidad, luz, espacio, y una vistas preciosas"	1596383	"Borja"	"2012-01-11"	43.311866874162	-1.99471452816697	"f"	"Apartment"	"Entire home/apt"	4	2	3	4	"Real Bed"	"$220.00"	56	0	""
6919822	"Fully new apartment !!!"	36268260	"Sarah"	"2015-06-20"	43.3167459823321	-1.9675298266684	"t"	"Apartment"	"Private room"	2	1	1	1	"Real Bed"	"$50.00"	175	49	"LSS0009"
